Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au	distance
260	-0.5815700000000003	0.523	0.333	0.144	0.0	0.0	0.0	0.0	0.0	0.18452793918816604
261	-0.7217697558593715	0.384	0.015	0.304	0.0	0.05	0.0	0.248	-0.001	0.09663069628049946
262	-1.0317145312499982	0.395	0.057	0.0	0.0	0.0	0.143	0.177	0.228	0.016293104039924074
263	-0.9287211328125007	0.767	0.0	0.0	0.04	0.033	0.0	0.16	0.0	0.14880595691069828
264	-0.8373158398437496	0.26	0.0	0.0	0.0	0.184	0.0	0.185	0.371	0.05852691609669629
265	-0.09811281250000045	0.019	0.351	0.0	0.326	0.304	0.0	0.0	0.0	0.5008384177475432
266	-0.9539009374999997	0.53	0.011	0.0	0.026	0.198	0.0	0.235	0.0	0.0597154689787496
267	-0.5219488476562522	0.46	0.015	0.0	0.445	0.0	0.0	0.08	0.0	0.2306909293078274
268	-1.0130936425781243	0.359	0.042	0.0	0.0	0.093	0.042	0.225	0.239	0.010492151606021507
269	-0.5452075976562503	0.262	0.008	0.128	0.04	0.023	0.351	0.169	0.019	0.14286546831510613
270	-0.9353577734375024	0.397	0.031	0.0	0.0	0.209	0.098	0.118	0.147	0.063425639880449
271	-0.9561317871093709	0.384	0.046	0.0	0.0	0.057	0.0	0.513	0.0	0.07782881121335351
272	-0.4571961621093761	0.126	0.114	0.054	0.0	0.388	0.012	0.008	0.298	0.2883948142927052
273	-0.17668509765624943	0.0	0.017	0.461	0.0	0.035	0.488	0.0	-0.001	0.6354372288477642
274	-0.9102199804687541	0.766	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.19796996346495468
275	-1.047085039062496	0.362	0.046	0.0	0.0	0.0	0.133	0.17	0.289	0.016305805993090776
276	-0.6463562402343713	0.222	0.0	0.269	0.0	0.101	0.0	0.408	0.0	0.14295150564511205
277	-1.0418504882812467	0.366	0.042	0.0	0.0	0.0	0.152	0.137	0.303	0.02589132219587864
278	-0.19901521484374904	0.0	0.0	0.732	0.0	0.02	0.186	0.062	0.0	0.7503401375870545
279	-0.8836068261718776	0.446	0.0	0.0	0.0	0.103	0.383	0.067	0.001	0.1667262510293334
280	-0.5414005371093756	0.265	0.636	0.061	0.0	0.0	0.018	0.021	-0.001	0.42990358538277634
281	-0.750494697265622	0.114	0.0	0.0	0.0	0.0	0.592	0.294	0.0	0.3943084503676696
282	-0.3420575097656242	0.089	0.008	0.293	0.328	0.011	0.03	0.241	0.0	0.2894117518927193
283	-0.742132529296876	0.215	0.005	0.014	0.037	0.349	0.317	0.064	-0.001	0.26886529435815987
284	-0.6840771093749989	0.125	0.004	0.0	0.008	0.168	0.435	0.26	0.0	0.26377343538197656
285	-0.6614158203124987	0.219	0.0	0.242	0.0	0.0	0.0	0.207	0.332	0.09432160857205828
286	-0.8426639550781262	0.839	0.017	0.072	0.002	0.0	0.011	0.059	0.0	0.23482749411064938
287	-0.12086255859375003	0.005	0.348	0.329	0.221	0.011	0.017	0.029	0.04	0.4535539579417567
288	-0.35540526367187475	0.116	0.232	0.005	0.226	0.012	0.341	0.026	0.042	0.30876102662408667
289	-0.6192487890625006	0.253	0.507	0.0	0.0	0.0	0.24	0.0	0.0	0.34317290507418285
290	-0.09644085937500031	0.007	0.43	0.03	0.021	0.225	0.226	0.043	0.018	0.43518449689215877
291	-0.10644741210937499	0.016	0.388	0.001	0.019	0.016	0.032	0.04	0.488	0.31051516013736435
292	-0.9313484667968744	0.671	0.0	0.002	0.001	0.077	0.0	0.249	0.0	0.08328467682687442
293	-0.9051678906249959	0.537	0.046	0.062	0.01	0.007	0.113	0.209	0.016	0.03075322753741082
294	-0.430074365234377	0.199	0.029	0.014	0.479	0.054	0.225	0.0	0.0	0.3667200880648308
295	-0.4682048046875011	0.252	0.009	0.36	0.018	0.126	0.167	0.039	0.029	0.22691752629511594
296	-0.5010458886718752	0.272	0.011	0.558	0.097	0.015	0.009	0.031	0.007	0.3832666241683882
297	-0.46683617187500176	0.249	0.007	0.13	0.004	0.243	0.281	0.004	0.082	0.21661120955476024
298	-0.14439356445312546	0.008	0.055	0.013	0.657	0.043	0.209	0.011	0.004	0.6694424654525309
299	-0.9652785156249988	0.349	0.01	0.0	0.0	0.127	0.248	0.266	0.0	0.06494793241514381
300	-0.9305805664062509	0.785	0.0	0.0	0.0	0.0	0.081	0.134	0.0	0.16592900279695413
301	-0.831936464843748	0.392	0.093	0.0	0.004	0.0	0.022	0.488	0.001	0.06350238931828814
302	-0.21206637695312408	0.017	0.008	0.101	0.006	0.225	0.04	0.603	0.0	0.33559491328259405
303	-0.9557095507812495	0.41	0.016	0.0	0.056	0.106	0.266	0.146	0.0	0.0774459268692974
304	-0.5793339843750002	0.25	0.302	0.014	0.013	0.124	0.272	0.001	0.024	0.22251616302168692
305	-0.874509404296877	0.366	0.089	0.0	0.0	0.0	0.256	0.0	0.289	0.11139309038356171
306	-0.5983869726562501	0.323	0.486	0.017	0.0	0.149	0.025	0.0	0.0	0.2887066622427581
307	-0.14616243164062556	0.02	0.235	0.03	0.008	0.026	0.34	0.319	0.022	0.28167957367424057
308	-0.4851266015625032	0.306	0.15	0.009	0.15	0.006	0.359	0.018	0.002	0.19927398207290206
309	-0.666135849609376	0.098	0.013	0.004	0.034	0.075	0.411	0.001	0.364	0.29721896142789755
310	-0.6849347656249959	0.222	0.124	0.035	0.01	0.141	0.032	0.385	0.051	0.07961969303680058
311	-0.9614517871093742	0.675	0.031	0.006	0.066	0.029	0.026	0.166	0.001	0.08846329556158478
312	-0.9430408496093746	0.476	0.022	0.015	0.036	0.146	0.042	0.196	0.067	0.031332988255579716
313	-0.7443338281249968	0.364	0.083	0.165	0.0	0.0	0.101	0.287	0.0	0.036758307977473995
314	-0.6609683105468741	0.119	0.057	0.004	0.005	0.475	0.168	0.146	0.026	0.3308675953069896
315	-0.47694688476562475	0.188	0.008	0.21	0.079	0.478	0.008	0.023	0.006	0.37218370205579293
316	-0.34858226562499894	0.215	0.029	0.252	0.216	0.002	0.142	0.003	0.141	0.21235669885876896
317	-0.6684870996093762	0.276	0.007	0.069	0.007	0.453	0.081	0.069	0.038	0.25786261271265226
318	-0.10772952148437509	0.023	0.526	0.047	0.243	0.005	0.134	0.006	0.016	0.5065846895183475
319	-0.8666108984374942	0.214	0.027	0.0	0.0	0.239	0.09	0.43	0.0	0.12885754759845103
320	-0.1658638769531248	0.01	0.027	0.0	0.314	0.018	0.171	0.007	0.453	0.32277585540506537
321	-0.9089624707031286	0.619	0.0	0.0	0.0	0.0	0.109	0.092	0.18	0.07870869503058447
322	-0.969966796874997	0.442	0.058	0.0	0.0	0.182	0.0	0.318	0.0	0.04233795010392151
323	-0.18501666015624968	0.019	0.019	0.039	0.002	0.268	0.25	0.016	0.387	0.3141245455703576
324	-0.24509653320312416	0.025	0.04	0.338	0.097	0.007	0.014	0.409	0.07	0.290160368218763
325	-0.6029220800781251	0.115	0.108	0.002	0.046	0.004	0.533	0.175	0.017	0.33949619645173895
326	-0.6353858203125005	0.281	0.092	0.001	0.017	0.14	0.41	0.013	0.046	0.22945034034331274
327	-0.9381469824218788	0.489	0.0	0.0	0.0	0.0	0.262	0.0	0.249	0.12001788352095358
328	-1.0042248144531272	0.418	0.028	0.0	0.0	0.0	0.176	0.103	0.275	0.03979499668899178
329	-0.8845020214843763	0.584	0.046	0.005	0.087	0.13	0.027	0.11	0.011	0.07681052969227725
330	-0.3861597851562511	0.275	0.145	0.004	0.463	0.037	0.015	0.015	0.046	0.29439724651034344
331	-0.842764560546877	0.402	0.032	0.016	0.087	0.28	0.042	0.071	0.07	0.11611329857042496
332	-0.6047707226562504	0.631	0.0	0.0	0.13	0.0	0.0	0.24	-0.001	0.07393208639880235
333	-0.9323085937499964	0.323	0.005	0.01	0.004	0.049	0.146	0.346	0.117	0.0319730625554114
334	-0.8292683496093743	0.436	0.09	0.001	0.003	0.255	0.099	0.116	0.0	0.08930109147540921
335	-0.8162463085937519	0.328	0.008	0.007	0.03	0.276	0.167	0.032	0.152	0.14491669221130185
336	-0.9863400390624987	0.345	0.039	0.012	0.064	0.116	0.189	0.201	0.034	0.04589851590232841
337	-0.9015105371093713	0.254	0.0	0.0	0.076	0.0	0.335	0.335	0.0	0.12622921707517346
338	-0.983332734374998	0.376	0.042	0.0	0.028	0.153	0.168	0.232	0.001	0.04243574274180404
339	-0.9312135839843745	0.693	0.019	0.0	0.013	0.071	0.054	0.149	0.001	0.10238333167571502
340	-0.5370914843750029	0.24	0.0	0.0	0.128	0.227	0.228	0.177	0.0	0.13553551157959515
341	-0.8326318261718777	0.56	0.084	0.005	0.055	0.01	0.023	0.117	0.146	0.048101425670261114
342	-1.0144401855468725	0.369	0.041	0.0	0.0	0.0	0.0	0.164	0.426	0.008288471580595893
343	-1.0025914648437504	0.374	0.038	0.0	0.03	0.105	0.0	0.217	0.236	0.01449100823880517
344	-0.16364450195312547	0.023	0.375	0.008	0.264	0.007	0.026	0.288	0.009	0.3265979583290698
345	-0.9919582617187476	0.345	0.041	0.0	0.0	0.099	0.216	0.176	0.123	0.04946509715577664
346	-1.053252714843748	0.396	0.033	0.0	0.0	0.0	0.0	0.243	0.328	0.0012625776585657531
347	-0.7566861621093737	0.351	0.413	0.022	0.01	0.019	0.021	0.138	0.026	0.15580025160694094
348	-0.5543544140625023	0.322	0.384	0.09	0.006	0.0	0.12	0.077	0.001	0.16902418150246157
349	-0.8655400000000001	0.386	0.045	0.057	0.001	0.073	0.074	0.028	0.336	0.056586185994716966
350	-0.6204625292968753	0.19	0.51	0.019	0.021	0.045	0.033	0.149	0.033	0.2779261962460839
351	-0.8704040722656207	0.649	0.021	0.062	0.033	0.066	0.0	0.17	-0.001	0.0793178049743818
352	-0.15804331054687523	0.06	0.198	0.399	0.016	0.026	0.283	0.007	0.011	0.41631244782316085
353	-0.18316120117187504	0.001	0.033	0.019	0.171	0.038	0.553	0.132	0.053	0.46793033269351797
354	-0.844629824218747	0.405	0.014	0.078	0.023	0.107	0.218	0.155	0.0	0.059952952841766084
355	-0.8437851562500005	0.282	0.061	0.006	0.006	0.144	0.087	0.121	0.293	0.0521689348699978
356	-0.9917933789062473	0.356	0.05	0.007	0.015	0.09	0.175	0.217	0.09	0.03048130726085571
357	-0.7481817285156266	0.302	0.025	0.083	0.007	0.014	0.133	0.004	0.432	0.08323596416861467
358	-0.601934013671875	0.435	0.003	0.336	0.118	0.008	0.029	0.063	0.008	0.16179447492263738
359	-0.569135625000001	0.264	0.006	0.004	0.303	0.001	0.014	0.253	0.155	0.11128043530992371
360	-0.6287637988281246	0.231	0.376	0.015	0.004	0.207	0.007	0.139	0.021	0.19752415816916932
361	-1.0672850683593729	0.397	0.037	0.0	0.0	0.0	0.035	0.243	0.288	0.0
362	-0.5652682812500004	0.227	0.295	0.001	0.015	0.377	0.055	0.029	0.001	0.2839807687689241
363	-0.8770805566406289	0.662	0.002	0.015	0.065	0.045	0.011	0.069	0.131	0.10833554107683119
364	-0.23771097656249998	0.011	0.006	0.421	0.026	0.012	0.199	0.292	0.033	0.35697716823130937
365	-0.9615057128906271	0.403	0.042	0.001	0.009	0.095	0.12	0.088	0.242	0.040300260174040606
366	-0.5700722363281274	0.29	0.004	0.003	0.232	0.004	0.314	0.11	0.043	0.16229948352976603
367	-0.9270708691406255	0.497	0.022	0.0	0.083	0.0	0.284	0.114	0.0	0.09566900454871936
368	-0.46231641601562584	0.083	0.422	0.002	0.03	0.184	0.003	0.272	0.004	0.28359671658977215
369	-0.49281361328125084	0.212	0.093	0.206	0.006	0.266	0.0	0.19	0.027	0.1549122312852032
370	-0.7713518359374969	0.086	0.009	0.002	0.015	0.005	0.191	0.427	0.265	0.15627198041656531
371	-0.22435707031249988	0.056	0.062	0.009	0.026	0.605	0.004	0.155	0.083	0.4926274089999645
372	-0.6624289746093743	0.119	0.001	0.004	0.003	0.148	0.532	0.151	0.042	0.35616771355790783
373	-0.2484550195312504	0.066	0.007	0.02	0.046	0.008	0.338	0.097	0.418	0.22623093717056558
374	-0.7449255078125019	0.182	0.0	0.012	0.059	0.061	0.563	0.017	0.106	0.3852445599607769
375	-0.16642028320312455	0.016	0.014	0.418	0.001	0.3	0.057	0.026	0.168	0.45847280765871123
376	-0.5953450976562498	0.519	0.215	0.008	0.111	0.104	0.001	0.003	0.039	0.12834762942898606
377	-0.5258379687500012	0.284	0.025	0.309	0.025	0.031	0.012	0.024	0.29	0.15884579908320956
378	-0.7548976953125022	0.688	0.095	0.013	0.029	0.002	0.018	0.043	0.112	0.12930836009560776
379	-0.8573921289062454	0.296	0.0	0.0	0.0	0.097	0.052	0.555	0.0	0.11839010471717669
380	-0.7523538574218748	0.451	0.002	0.089	0.059	0.232	0.018	0.122	0.027	0.08443172455682743
381	-0.9572325000000048	0.376	0.058	0.004	0.064	0.112	0.132	0.01	0.244	0.08085137790356091
382	-0.2564167285156251	0.054	0.011	0.005	0.051	0.269	0.19	0.38	0.04	0.2364572133431235
383	-0.923797744140629	0.409	0.042	0.0	0.05	0.124	0.0	0.0	0.375	0.07832252677023216
384	-0.8673808984375049	0.776	0.004	0.0	0.058	0.023	0.106	0.033	0.0	0.19769487795815918
385	-1.0591613476562496	0.42	0.04	0.0	0.0	0.0	0.046	0.246	0.248	0.0006653510104332105
386	-0.6598157031249979	0.103	0.06	0.027	0.006	0.008	0.168	0.587	0.041	0.22419259455065926
387	-0.4313105078125013	0.313	0.071	0.0	0.176	0.091	0.033	0.009	0.307	0.10191098155472515
388	-1.0572610546874996	0.392	0.034	0.0	0.0	0.0	0.055	0.261	0.258	0.0007396943989148666
389	-0.36430340820312535	0.181	0.051	0.014	0.454	0.065	0.025	0.183	0.027	0.2609580145076437
390	-0.9553567578125027	0.346	0.056	0.0	0.0	0.102	0.13	0.0	0.366	0.08158966605073076
391	-0.8240004785156255	0.29	0.064	0.002	0.002	0.074	0.183	0.071	0.314	0.0688412431416894
392	-0.832431601562499	0.397	0.092	0.003	0.064	0.025	0.137	0.281	0.001	0.019484023496761118
393	-0.8997559472656309	0.459	0.009	0.022	0.056	0.008	0.086	0.004	0.356	0.06820969864246115
394	-0.13441726562500006	0.008	0.649	0.007	0.035	0.004	0.153	0.128	0.016	0.5550938765377492
395	-0.44916173828124767	0.135	0.004	0.153	0.003	0.023	0.006	0.543	0.133	0.1848473160252994
396	-0.87059379882812	0.227	0.021	0.0	0.0	0.257	0.0	0.495	0.0	0.15999411681571615
397	-0.698961660156251	0.405	0.143	0.013	0.007	0.154	0.056	0.036	0.186	0.07820245263810474
398	-0.9575241503906254	0.433	0.03	0.0	0.077	0.195	0.138	0.127	0.0	0.06949023249986672
399	-0.8766670898437526	0.825	0.001	0.008	0.013	0.041	0.007	0.062	0.043	0.21927508816689473
400	-0.8649054589843749	0.492	0.045	0.055	0.0	0.0	0.408	0.0	0.0	0.2100330080569209
401	-0.6337822558593745	0.298	0.093	0.01	0.003	0.475	0.035	0.086	0.0	0.2635674112992276
402	-0.4424876953125024	0.219	0.021	0.03	0.206	0.054	0.446	0.013	0.011	0.30038124693748597
403	-0.6803976562499959	0.293	0.019	0.15	0.047	0.119	0.004	0.31	0.058	0.05536957065918617
404	-0.44730316406250054	0.219	0.038	0.556	0.003	0.081	0.099	0.003	0.001	0.40882156856238544
405	-0.6425976855468761	0.326	0.0	0.108	0.062	0.004	0.494	0.005	0.001	0.28863796557464594
406	-0.1770785742187496	0.014	0.068	0.132	0.659	0.001	0.016	0.045	0.065	0.6394277648654322
407	-0.6331662695312483	0.192	0.371	0.056	0.008	0.041	0.042	0.275	0.015	0.15935178667129757
408	-0.9190025781250034	0.41	0.016	0.01	0.071	0.141	0.16	0.043	0.149	0.08112980613487905
409	-0.5443294238281261	0.21	0.332	0.06	0.001	0.005	0.341	0.011	0.04	0.2725581636423309
410	-0.7481908886718754	0.222	0.002	0.027	0.0	0.067	0.571	0.112	-0.001	0.3409059523703208
411	-0.9127475390624915	0.298	0.038	0.034	0.002	0.011	0.22	0.335	0.062	0.05355855723327166
412	-0.1970547558593746	0.036	0.153	0.016	0.031	0.032	0.019	0.705	0.008	0.3604374941358622
413	-0.4689435546875019	0.269	0.29	0.172	0.001	0.126	0.003	0.141	-0.002	0.13700526192757082
414	-0.8346515234374954	0.302	0.013	0.041	0.009	0.196	0.196	0.231	0.012	0.07573932447823707
415	-0.12453100585937492	0.008	0.329	0.173	0.005	0.303	0.007	0.167	0.008	0.36457994955587925
416	-0.45760876953124885	0.143	0.009	0.492	0.123	0.006	0.034	0.171	0.022	0.3284554039158192
417	-0.6558597656249997	0.25	0.476	0.019	0.017	0.003	0.015	0.192	0.028	0.21791845459469045
418	-0.8644636816406271	0.888	0.025	0.0	0.087	0.0	0.0	0.0	0.0	0.30900317549876727
419	-0.9652391992187492	0.422	0.008	0.003	0.05	0.133	0.143	0.177	0.064	0.03759765415716827
420	-0.534509843750001	0.472	0.123	0.006	0.131	0.01	0.235	0.021	0.002	0.1196124401684833
421	-0.5418731738281254	0.333	0.002	0.203	0.052	0.377	0.009	0.003	0.021	0.2493442617119781
422	-0.40324125976562475	0.153	0.001	0.001	0.302	0.069	0.008	0.409	0.057	0.18505145491641775
423	-0.7983175292968699	0.416	0.072	0.099	0.039	0.02	0.001	0.349	0.004	0.02572070994966945
424	-0.6789912109375	0.17	0.081	0.01	0.008	0.571	0.132	0.0	0.028	0.44786777183031234
425	-0.6441801562500008	0.464	0.399	0.037	0.003	0.004	0.035	0.028	0.03	0.18309800015440367
426	-0.7286135742187477	0.36	0.008	0.275	0.001	0.01	0.116	0.211	0.019	0.08560926245586208
427	-0.9072955273437532	0.352	0.019	0.001	0.003	0.332	0.091	0.014	0.188	0.16862019823271754
428	-0.6750493261718762	0.19	0.311	0.001	0.003	0.059	0.198	0.226	0.012	0.14803584197279512
429	-0.9766562988281229	0.218	0.015	0.022	0.007	0.032	0.189	0.3	0.217	0.06086950032106949
430	-1.0080949218749977	0.2	0.0	0.0	0.0	0.0	0.205	0.352	0.243	0.08088116121509123
431	-1.0135170507812479	0.194	0.0	0.0	0.0	0.0	0.128	0.319	0.359	0.05693281226316343
432	-0.9309523242187473	0.184	0.076	0.021	0.011	0.066	0.052	0.315	0.275	0.05735354317966849
433	-0.9745203906249973	0.192	0.007	0.0	0.0	0.076	0.092	0.332	0.301	0.059792604828802214
434	-1.0381433300781246	0.48	0.016	0.0	0.0	0.0	0.0	0.273	0.231	0.009449485687759418
435	-0.6105708886718741	0.126	0.005	0.075	0.017	0.049	0.113	0.248	0.367	0.08917363405976332
436	-0.6404315527343754	0.451	0.035	0.32	0.008	0.032	0.123	0.029	0.002	0.16007588198899866
437	-0.8625372753906225	0.166	0.034	0.018	0.03	0.024	0.093	0.345	0.29	0.06898182532328136
438	-0.8582809277343741	0.262	0.068	0.009	0.006	0.096	0.035	0.203	0.321	0.03008602874968945
439	-1.0661533984374991	0.401	0.034	0.021	0.0	0.0	0.037	0.244	0.263	0.0004555460377067998
440	-0.5895744042968759	0.137	0.123	0.008	0.032	0.019	0.122	0.244	0.315	0.08433534899991214
441	-0.9558217968749978	0.577	0.009	0.0	0.078	0.037	0.128	0.171	0.0	0.05422952804931339
442	-0.7632610644531254	0.543	0.104	0.011	0.034	0.163	0.001	0.124	0.02	0.06882659747568726
443	-0.15909005859375022	0.01	0.022	0.003	0.409	0.243	0.268	0.005	0.04	0.4869755524680558
444	-0.16995456054687408	0.001	0.111	0.508	0.285	0.009	0.0	0.034	0.052	0.5470924698839883
445	-0.6253995214843721	0.174	0.086	0.198	0.001	0.043	0.005	0.323	0.17	0.10038131924276543
446	-0.6940306054687452	0.277	0.012	0.285	0.016	0.011	0.033	0.354	0.012	0.10911126777731453
447	-1.0651396582031225	0.245	0.037	0.0	0.0	0.0	0.131	0.301	0.286	0.0356186652639653
448	-0.6687759082031257	0.543	0.013	0.222	0.014	0.005	0.167	0.011	0.025	0.14273962695150058
449	-0.7896037890625014	0.466	0.023	0.001	0.093	0.093	0.022	0.099	0.203	0.042965617994966246
450	-0.8555341113281236	0.256	0.058	0.011	0.011	0.081	0.345	0.235	0.003	0.12287091733076355
451	-0.19716418945312458	0.033	0.043	0.296	0.026	0.006	0.001	0.014	0.581	0.2743830930955231
452	-0.5734454199218735	0.186	0.028	0.358	0.019	0.002	0.29	0.109	0.008	0.25569586988932913
453	-0.8613476171874991	0.332	0.008	0.004	0.088	0.03	0.398	0.124	0.016	0.15951603015456742
454	-0.772173037109375	0.51	0.092	0.023	0.007	0.108	0.247	0.003	0.01	0.12998677599196432
455	-0.8768631445312471	0.238	0.001	0.063	0.013	0.069	0.06	0.319	0.237	0.0420843531172978
456	-0.38393284179687515	0.275	0.153	0.006	0.17	0.31	0.019	0.01	0.057	0.20773670268011113
457	-0.7508543652343742	0.202	0.146	0.011	0.003	0.003	0.269	0.297	0.069	0.10763231804960384
458	-0.9302319042968779	0.469	0.044	0.028	0.02	0.003	0.093	0.006	0.337	0.06575754644620074
459	-0.10381547851562516	0.054	0.499	0.222	0.002	0.155	0.037	0.011	0.02	0.45871558522451455
460	-0.3637959179687506	0.122	0.033	0.028	0.144	0.454	0.194	0.008	0.017	0.3840916099846292
461	-0.4754432910156266	0.089	0.01	0.012	0.115	0.007	0.267	0.465	0.035	0.2120359653331453
462	-0.17920019531249878	0.008	0.003	0.269	0.502	0.019	0.181	0.011	0.007	0.5516497951683598
463	-0.8939015429687535	0.641	0.058	0.018	0.026	0.186	0.006	0.003	0.062	0.15363666160687597
464	-0.9173141699218712	0.453	0.072	0.032	0.015	0.014	0.013	0.246	0.155	0.006258523625495688
465	-0.11533659179687555	0.025	0.246	0.0	0.431	0.015	0.209	0.044	0.03	0.4384221104723265
466	-0.5165241308593767	0.131	0.448	0.01	0.016	0.033	0.18	0.159	0.023	0.26926472291725334
467	-0.7340450781249996	0.193	0.021	0.012	0.002	0.648	0.06	0.027	0.037	0.5084402032955045
468	-0.5344057519531273	0.183	0.001	0.003	0.113	0.086	0.438	0.165	0.011	0.23537594784281543
469	-0.16963024414062522	0.049	0.132	0.081	0.028	0.004	0.538	0.019	0.149	0.4402432553759505
470	-0.43288195312500155	0.316	0.057	0.167	0.341	0.001	0.007	0.011	0.1	0.20578254331610907
471	-0.1993016699218755	0.009	0.141	0.01	0.475	0.004	0.013	0.286	0.062	0.3895636095905176
472	-0.9948438867187509	0.535	0.045	0.002	0.021	0.004	0.129	0.122	0.142	0.04283375835739785
473	-0.8122569140625007	0.316	0.052	0.004	0.011	0.385	0.161	0.025	0.046	0.21881984448918368
474	-0.7793807519531264	0.305	0.0	0.0	0.03	0.032	0.633	0.0	0.0	0.42774936835107
475	-0.6120396289062512	0.286	0.002	0.025	0.117	0.018	0.165	0.246	0.141	0.04498314760943307
476	-0.9615689648437518	0.537	0.044	0.019	0.045	0.018	0.196	0.12	0.021	0.0632246825758387
477	-0.9076074804687533	0.438	0.004	0.001	0.028	0.003	0.355	0.07	0.101	0.13534242440902144
478	-0.9150651269531267	0.385	0.003	0.004	0.065	0.257	0.093	0.187	0.006	0.07808081641768834
479	-0.9704409863281231	0.553	0.007	0.015	0.015	0.057	0.009	0.29	0.054	0.03174326834959096
480	-0.9025131542968698	0.246	0.043	0.0	0.015	0.083	0.268	0.306	0.039	0.08826186594780959
481	-0.839146015624995	0.268	0.051	0.035	0.001	0.084	0.175	0.235	0.151	0.04465071809027913
482	-0.8860149218750034	0.431	0.014	0.006	0.026	0.338	0.01	0.011	0.164	0.1710190125480882
483	-0.4732866992187501	0.176	0.004	0.325	0.006	0.351	0.041	0.014	0.083	0.3311966617209868
484	-0.9432721582031284	0.37	0.065	0.023	0.005	0.006	0.009	0.054	0.468	0.03855904611996317
485	-0.8856992871093724	0.192	0.035	0.044	0.003	0.036	0.011	0.27	0.409	0.04662066356456764
486	-0.5363571289062533	0.302	0.005	0.018	0.444	0.01	0.13	0.022	0.069	0.26560392910698954
487	-0.9104443164062475	0.281	0.044	0.003	0.01	0.034	0.245	0.245	0.138	0.058838713767908
488	-0.7716717382812459	0.406	0.013	0.158	0.013	0.004	0.061	0.288	0.057	0.028462941019754235
489	-0.9465995800781277	0.433	0.073	0.001	0.007	0.003	0.119	0.004	0.36	0.06665783892285174
490	-0.8442263476562519	0.699	0.013	0.015	0.088	0.109	0.007	0.052	0.017	0.14846223162225783
491	-0.9135728906250054	0.419	0.01	0.013	0.064	0.225	0.023	0.002	0.244	0.11462667034344057
492	-0.8538456835937462	0.251	0.056	0.003	0.022	0.08	0.067	0.343	0.178	0.039486526929475435
493	-0.1818207910156246	0.009	0.001	0.106	0.009	0.364	0.426	0.077	0.008	0.4758158712245528
494	-0.917142890625003	0.622	0.033	0.014	0.037	0.031	0.18	0.029	0.054	0.11952223301789441
495	-0.7128910937500011	0.653	0.116	0.003	0.018	0.057	0.134	0.011	0.008	0.1384591508972422
496	-0.7108748046874992	0.181	0.188	0.018	0.008	0.031	0.004	0.422	0.148	0.1036531951676178
497	-0.39883291992187486	0.216	0.362	0.009	0.168	0.098	0.13	0.002	0.015	0.24359648229761652
498	-0.8497739746093742	0.305	0.017	0.001	0.01	0.087	0.428	0.121	0.031	0.1854943799716795
499	-0.5617728125000034	0.126	0.182	0.001	0.008	0.16	0.006	0.165	0.352	0.12767922223770597
500	-0.5214580957031251	0.261	0.012	0.268	0.242	0.033	0.014	0.157	0.013	0.15868838090163653
501	-0.9162764648437535	0.525	0.005	0.011	0.005	0.015	0.066	0.073	0.3	0.04741433234836735
502	-0.6589397363281253	0.176	0.093	0.001	0.01	0.35	0.154	0.124	0.092	0.20335194335914522
503	-0.22589357421875036	0.059	0.006	0.215	0.008	0.449	0.039	0.201	0.023	0.36499250897385116
504	-0.9402092480468708	0.383	0.07	0.004	0.007	0.125	0.007	0.384	0.02	0.03766291165103802
505	-0.5640679394531268	0.215	0.004	0.352	0.107	0.235	0.007	0.01	0.07	0.27952031502275904
506	-0.18186530273437476	0.055	0.227	0.047	0.001	0.164	0.016	0.411	0.079	0.21112851931139154
507	-0.7988897656249948	0.327	0.02	0.005	0.1	0.008	0.317	0.203	0.02	0.09609768731488451
508	-0.6434389843750011	0.132	0.001	0.027	0.002	0.161	0.473	0.011	0.193	0.3444462953455413
509	-0.4434408789062497	0.257	0.02	0.288	0.126	0.011	0.018	0.272	0.008	0.11994284597495447
510	-0.21506210937499934	0.07	0.193	0.523	0.001	0.032	0.009	0.156	0.016	0.4138150106532708
511	-0.7087643749999987	0.128	0.009	0.001	0.048	0.01	0.659	0.14	0.005	0.47465748572824923
512	-0.9110742675781311	0.383	0.008	0.023	0.064	0.169	0.072	0.011	0.27	0.08944107479854052
513	-0.9120009179687497	0.337	0.03	0.002	0.048	0.077	0.202	0.129	0.175	0.05274921118503788
514	-0.5729557617187512	0.247	0.183	0.001	0.002	0.049	0.433	0.08	0.005	0.23099753164856837
515	-0.908671250000001	0.479	0.012	0.033	0.001	0.043	0.17	0.024	0.238	0.07620060660307042
516	-0.5888316015624999	0.25	0.223	0.132	0.002	0.009	0.023	0.317	0.044	0.07917599798516818
517	-0.38649965820312593	0.236	0.338	0.004	0.145	0.026	0.048	0.202	0.001	0.14041440758238594
518	-0.8923242675781282	0.572	0.003	0.004	0.027	0.058	0.12	0.023	0.193	0.09112819940248093
519	-0.36274708007812567	0.078	0.004	0.022	0.456	0.002	0.132	0.289	0.017	0.3232725033845259
520	-0.9186480175781278	0.398	0.055	0.0	0.051	0.006	0.451	0.009	0.03	0.2304174314934865
521	-0.9112619140624976	0.405	0.007	0.024	0.08	0.143	0.001	0.322	0.018	0.036010065477396755
522	-0.5123363574218757	0.209	0.006	0.004	0.655	0.019	0.022	0.01	0.075	0.5200150544948796
