Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au	distance
786	-0.995356035156247	0.473	0.052	0.0	0.0	0.0	0.0	0.322	0.153	0.013468918573163794
787	-0.9367697558593752	0.356	0.002	0.001	0.034	0.056	0.056	0.325	0.17	0.014391950122881306
788	-1.0247949316406266	0.405	0.028	0.004	0.04	0.031	0.002	0.222	0.268	0.004197781737698231
789	-0.9506306249999967	0.398	0.076	0.0	0.03	0.059	0.034	0.341	0.062	0.015628889704594
790	-0.9408641796875027	0.453	0.046	0.015	0.036	0.002	0.242	0.018	0.188	0.09808474856993052
791	-0.9760694628906229	0.429	0.035	0.023	0.004	0.153	0.001	0.244	0.111	0.026096270369791393
792	-0.9827147656249976	0.361	0.005	0.031	0.011	0.021	0.016	0.235	0.32	0.004407384327670927
793	-0.9254616308593755	0.492	0.007	0.007	0.027	0.244	0.041	0.158	0.024	0.07757400497713768
794	-0.4590918457031255	0.555	0.135	0.014	0.184	0.007	0.002	0.097	0.006	0.09133860045461528
795	-0.9617438671874975	0.367	0.052	0.027	0.026	0.075	0.193	0.253	0.007	0.03313830023582824
796	-0.9487472949218725	0.359	0.059	0.003	0.041	0.02	0.007	0.498	0.013	0.06964211479661535
797	-0.9332272753906267	0.389	0.043	0.014	0.077	0.009	0.281	0.113	0.074	0.08356026548912204
798	-0.9362339941406236	0.344	0.046	0.023	0.005	0.009	0.235	0.15	0.188	0.05194365541451428
799	-1.0000202636718742	0.38	0.031	0.009	0.012	0.078	0.118	0.144	0.228	0.023276891293051376
800	-0.9444830761718758	0.431	0.008	0.001	0.056	0.177	0.001	0.163	0.163	0.043964262131340914
801	-0.7102164355468754	0.424	0.254	0.008	0.002	0.282	0.002	0.026	0.002	0.17598694145469873
802	-0.9666706640624969	0.393	0.021	0.017	0.02	0.035	0.003	0.413	0.098	0.032001697254748836
803	-0.95789598632812	0.417	0.036	0.032	0.004	0.047	0.151	0.147	0.166	0.026387098854690427
804	-0.5126697070312505	0.132	0.135	0.02	0.003	0.408	0.044	0.251	0.007	0.24676139975584807
805	-0.9364259765625012	0.588	0.002	0.013	0.042	0.044	0.144	0.139	0.028	0.06407441347967452
806	-0.9560047949218745	0.47	0.041	0.008	0.048	0.168	0.003	0.206	0.056	0.03832137089321075
807	-0.9519623925781245	0.345	0.028	0.001	0.016	0.245	0.042	0.135	0.188	0.07473509183760717
808	-0.7791324609375014	0.417	0.01	0.07	0.03	0.406	0.019	0.031	0.017	0.21735627848930045
809	-0.863020097656248	0.301	0.026	0.001	0.014	0.016	0.43	0.161	0.051	0.17226751937071377
810	-0.10398896484375023	0.007	0.261	0.169	0.443	0.081	0.005	0.015	0.019	0.48677677346781617
811	-0.6805437597656232	0.413	0.11	0.002	0.096	0.01	0.019	0.318	0.032	0.02090701238282889
812	-0.8702659472656215	0.178	0.002	0.027	0.008	0.031	0.346	0.394	0.014	0.1704570200285756
813	-0.9516924804687521	0.366	0.022	0.004	0.002	0.071	0.314	0.109	0.112	0.10206888348882297
814	-0.9770939746093784	0.379	0.016	0.006	0.011	0.038	0.115	0.105	0.33	0.02783745909508488
815	-0.9861108398437469	0.475	0.046	0.0	0.0	0.006	0.208	0.265	0.0	0.036399570679527656
816	-0.36769013671874856	0.179	0.314	0.434	0.012	0.021	0.008	0.008	0.024	0.3691599742651218
817	-1.061937197265623	0.243	0.022	0.0	0.0	0.0	0.147	0.3	0.288	0.039934652253902886
818	-0.9384448535156253	0.48	0.006	0.012	0.022	0.096	0.027	0.156	0.201	0.02529245005424953
819	-0.9642669824218737	0.384	0.036	0.017	0.051	0.106	0.241	0.161	0.004	0.06337071053873954
820	-1.0528620410156235	0.411	0.031	0.0	0.0	0.0	0.0	0.241	0.317	0.001468926537148156
821	-0.9861613867187492	0.426	0.029	0.002	0.048	0.039	0.163	0.162	0.131	0.02751484905060706
822	-0.7173999023437468	0.455	0.033	0.114	0.034	0.018	0.002	0.134	0.21	0.030777769715089196
823	-0.9870286132812487	0.412	0.05	0.005	0.01	0.132	0.034	0.224	0.133	0.018243203519510164
824	-0.979169140625002	0.446	0.016	0.018	0.044	0.016	0.269	0.127	0.064	0.07336811983276786
825	-0.9983482812500017	0.383	0.005	0.01	0.009	0.06	0.033	0.202	0.298	0.006731232909517359
826	-0.882675244140628	0.412	0.002	0.013	0.048	0.259	0.129	0.089	0.048	0.10372827576756946
827	-0.9137891796874976	0.315	0.047	0.013	0.001	0.026	0.08	0.152	0.366	0.01784955839530183
828	-0.9402193652343698	0.481	0.058	0.032	0.039	0.021	0.013	0.354	0.002	0.02325979356980422
829	-0.975821621093748	0.653	0.034	0.006	0.005	0.009	0.019	0.19	0.084	0.06863651687212063
830	-0.2614798535156248	0.016	0.037	0.726	0.049	0.002	0.01	0.153	0.007	0.6831794802124156
831	-0.9699308886718782	0.435	0.037	0.011	0.001	0.022	0.149	0.016	0.329	0.0667105443307132
832	-0.5394001660156283	0.333	0.001	0.009	0.186	0.042	0.177	0.006	0.246	0.11813984823780657
833	-0.9633342773437491	0.561	0.024	0.003	0.034	0.047	0.161	0.143	0.027	0.05605449946841669
834	-1.0617156542968726	0.403	0.032	0.0	0.0	0.0	0.019	0.242	0.304	0.00030558193911689945
835	-0.9159989941406257	0.618	0.004	0.028	0.04	0.023	0.055	0.224	0.008	0.0536808688098872
836	-0.9874602148437482	0.505	0.038	0.0	0.039	0.0	0.244	0.174	0.0	0.06144821060712348
837	-0.5434117968750021	0.365	0.005	0.003	0.393	0.156	0.039	0.003	0.036	0.23833072345570777
838	-1.0089274218750035	0.404	0.03	0.003	0.049	0.016	0.027	0.13	0.341	0.015465912479881085
839	-1.0628438281249974	0.4	0.033	0.0	0.0	0.0	0.024	0.242	0.301	0.00015760895425846633
840	-1.0628438281249974	0.4	0.033	0.0	0.0	0.0	0.024	0.243	0.3	0.00015829760106712823
841	-0.9952182812499979	0.215	0.028	0.011	0.012	0.026	0.173	0.294	0.241	0.05547343210143902
842	-0.5863114648437492	0.299	0.004	0.337	0.019	0.122	0.004	0.2	0.015	0.14200434206285376
843	-0.9590569140625046	0.436	0.022	0.024	0.032	0.026	0.077	0.101	0.282	0.025996290373901033
844	-0.8319088867187462	0.186	0.007	0.096	0.013	0.044	0.003	0.377	0.274	0.07589658400137192
845	-0.9903776367187493	0.542	0.041	0.003	0.009	0.028	0.036	0.138	0.203	0.032646340386488816
846	-0.6464278808593759	0.233	0.005	0.058	0.008	0.526	0.003	0.014	0.153	0.36214790371158745
847	-0.9785370312499986	0.383	0.017	0.014	0.01	0.054	0.047	0.309	0.166	0.008280734114892453
848	-0.9336272558593782	0.401	0.051	0.011	0.01	0.216	0.069	0.003	0.239	0.10587514046453524
849	-0.8775002929687531	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4249431038779109
850	-0.9713029980468754	0.459	0.008	0.002	0.053	0.044	0.158	0.274	0.002	0.025336119657054092
851	-0.9684713281249978	0.399	0.021	0.015	0.034	0.129	0.101	0.297	0.004	0.02550444545690786
852	-0.9660051464843746	0.424	0.024	0.002	0.029	0.072	0.078	0.245	0.126	0.008678905189416202
853	-0.8466246972656208	0.161	0.026	0.021	0.012	0.002	0.05	0.719	0.009	0.2839036244378614
854	-0.9786651171874958	0.351	0.057	0.004	0.019	0.13	0.117	0.313	0.009	0.03132080807514238
855	-0.9424279003906242	0.429	0.039	0.003	0.033	0.249	0.051	0.196	0.0	0.06642214085787433
856	-0.9695089062499989	0.51	0.063	0.024	0.019	0.007	0.193	0.152	0.032	0.04759456333874
857	-0.8652404785156181	0.289	0.017	0.036	0.051	0.006	0.097	0.46	0.044	0.06717441147827258
858	-0.9416891406249961	0.274	0.024	0.022	0.0	0.067	0.128	0.299	0.186	0.0322088000235325
859	-0.9518870507812489	0.49	0.014	0.02	0.059	0.056	0.017	0.336	0.008	0.025165766738743357
860	-1.0641342089843726	0.4	0.034	0.0	0.0	0.0	0.023	0.245	0.298	0.0001698423383360309
861	-0.969736367187498	0.701	0.025	0.001	0.006	0.038	0.008	0.184	0.037	0.09790013190320467
862	-0.4219786621093754	0.213	0.202	0.335	0.002	0.008	0.101	0.009	0.13	0.23243120459288844
863	-0.8978301464843783	0.385	0.01	0.001	0.049	0.096	0.377	0.08	0.002	0.15582484863787444
864	-0.9812374414062482	0.397	0.041	0.0	0.042	0.11	0.195	0.215	0.0	0.04018296919545838
865	-1.061987080078123	0.237	0.023	0.0	0.0	0.0	0.153	0.299	0.288	0.042911767680831346
866	-0.9392957714843714	0.402	0.012	0.017	0.02	0.014	0.005	0.514	0.016	0.07617307864749842
867	-1.0633614062499976	0.4	0.033	0.0	0.0	0.0	0.023	0.246	0.298	0.00017513783071402986
868	-0.9662700488281237	0.197	0.0	0.0	0.0	0.0	0.0	0.388	0.415	0.06400507496382964
869	-0.9702574218749993	0.545	0.015	0.006	0.028	0.051	0.014	0.242	0.099	0.026135540428814295
870	-0.9926640527343729	0.544	0.024	0.001	0.006	0.016	0.132	0.161	0.116	0.037888900139874754
871	-0.5467830175781251	0.204	0.005	0.164	0.392	0.004	0.203	0.023	0.005	0.29536858640602787
872	-1.0641342089843726	0.4	0.034	0.0	0.0	0.0	0.023	0.246	0.297	0.0001801786887987911
873	-0.9613479199218747	0.387	0.0	0.0	0.023	0.011	0.242	0.2	0.137	0.046686306546709876
874	-0.9469849804687483	0.529	0.05	0.008	0.007	0.067	0.071	0.261	0.007	0.0236236693163331
875	-0.918431445312499	0.199	0.009	0.001	0.022	0.003	0.462	0.236	0.068	0.22290270448819433
876	-0.9732732519531261	0.421	0.022	0.019	0.075	0.05	0.265	0.129	0.019	0.07500291427623589
877	-0.7332483984375004	0.535	0.107	0.023	0.0	0.171	0.003	0.001	0.16	0.11305741898595074
878	-0.27976860351562516	0.144	0.182	0.036	0.207	0.162	0.008	0.256	0.005	0.15683771755450288
879	-0.9692711230468732	0.446	0.038	0.0	0.041	0.188	0.0	0.288	-0.001	0.042635156701061654
880	-0.5436423242187525	0.25	0.0	0.116	0.377	0.007	0.103	0.144	0.003	0.19278391730213423
881	-0.9713918945312486	0.599	0.026	0.01	0.02	0.042	0.014	0.199	0.09	0.04552551833166306
882	-0.9351768261718681	0.426	0.037	0.046	0.012	0.015	0.174	0.251	0.039	0.022602631261740457
883	-0.20307015624999988	0.01	0.013	0.005	0.798	0.014	0.023	0.129	0.008	0.8008494555407961
884	-0.9184236035156272	0.48	0.042	0.013	0.07	0.125	0.188	0.082	0.0	0.07704336747469982
885	-0.9463335546874995	0.609	0.037	0.001	0.017	0.011	0.037	0.149	0.139	0.054139451677283984
886	-0.4058197265625001	0.213	0.147	0.267	0.001	0.363	0.002	0.0	0.007	0.30954018254407645
887	-0.9572554101562477	0.417	0.055	0.002	0.03	0.05	0.034	0.411	0.001	0.032463541831846666
888	-0.8976783984375003	0.204	0.083	0.075	0.001	0.001	0.08	0.284	0.272	0.0486367867362809
889	-0.9388770898437492	0.585	0.014	0.003	0.024	0.065	0.102	0.179	0.028	0.0489119705991724
890	-0.9341188183593796	0.364	0.029	0.002	0.038	0.219	0.08	0.001	0.267	0.11104454267497799
891	-0.9424501367187531	0.63	0.018	0.005	0.034	0.003	0.012	0.015	0.283	0.10804969395034307
892	-0.959668515624997	0.406	0.069	0.016	0.019	0.08	0.236	0.174	0.0	0.05319580877353792
893	-0.909128212890622	0.204	0.007	0.001	0.018	0.038	0.419	0.297	0.016	0.1903496465460301
894	-0.9214225976562497	0.453	0.003	0.006	0.042	0.053	0.046	0.395	0.002	0.03204514825799351
895	-0.9489085156250002	0.528	0.007	0.007	0.043	0.105	0.022	0.284	0.004	0.03263556763665475
896	-0.9794630468749975	0.383	0.037	0.013	0.013	0.171	0.17	0.212	0.001	0.048826495042479
897	-1.0630874414062474	0.4	0.033	0.0	0.0	0.0	0.024	0.247	0.296	0.00016767152699315283
898	-0.7293846679687475	0.189	0.115	0.002	0.013	0.146	0.01	0.517	0.008	0.1466232565380527
899	-0.12421117187500005	0.015	0.665	0.203	0.011	0.009	0.001	0.034	0.062	0.627010525063418
900	-0.9131644824218704	0.248	0.016	0.006	0.003	0.125	0.259	0.317	0.026	0.09356450427348742
901	-0.8234372070312468	0.155	0.063	0.004	0.005	0.006	0.298	0.367	0.102	0.14362785859024368
902	-0.9497319238281199	0.318	0.02	0.047	0.004	0.011	0.085	0.289	0.226	0.013583640274254384
903	-0.8760241992187446	0.201	0.018	0.007	0.027	0.094	0.072	0.509	0.072	0.12073742685971536
904	-0.9754124511718721	0.37	0.015	0.018	0.021	0.21	0.006	0.302	0.058	0.050580044982231745
905	-0.786897343749997	0.169	0.07	0.003	0.002	0.021	0.138	0.575	0.022	0.17440201447181514
906	-0.7917055371093769	0.164	0.029	0.006	0.045	0.006	0.445	0.009	0.296	0.2792484072483826
907	-0.4744974218750001	0.443	0.027	0.327	0.18	0.006	0.0	0.0	0.017	0.20153693860030142
908	-1.0648292675781226	0.399	0.034	0.0	0.0	0.0	0.023	0.249	0.295	0.00019593886395969984
909	-0.963668662109373	0.351	0.003	0.015	0.025	0.137	0.123	0.307	0.039	0.03453625681142608
910	-0.9391775	0.414	0.005	0.013	0.028	0.216	0.004	0.181	0.139	0.05349014922771324
911	-0.9706394433593705	0.349	0.063	0.0	0.007	0.084	0.16	0.323	0.014	0.031867675632690017
912	-0.9282975195312455	0.406	0.012	0.035	0.012	0.009	0.057	0.304	0.165	0.006359089420793396
913	-0.9719029882812459	0.584	0.032	0.0	0.0	0.033	0.0	0.351	0.0	0.04881982114549589
914	-0.9870955566406238	0.275	0.004	0.018	0.004	0.005	0.009	0.427	0.258	0.05089084222574551
915	-0.9536132617187455	0.419	0.038	0.031	0.029	0.03	0.264	0.17	0.019	0.060757619398372015
916	-0.9961790039062491	0.387	0.075	0.001	0.003	0.085	0.002	0.191	0.256	0.012670317772823859
917	-0.962812998046873	0.521	0.055	0.0	0.014	0.049	0.219	0.138	0.004	0.06265030921204232
918	-0.9556993945312503	0.297	0.036	0.006	0.012	0.006	0.148	0.215	0.28	0.023683871496421552
919	-0.942667646484376	0.194	0.024	0.008	0.0	0.004	0.321	0.22	0.229	0.12390199412501968
920	-0.34348067382812536	0.144	0.002	0.141	0.195	0.291	0.001	0.182	0.044	0.21309732913275048
921	-0.955565527343746	0.246	0.035	0.038	0.007	0.054	0.011	0.305	0.304	0.03169762638189855
922	-0.5425236621093729	0.097	0.035	0.102	0.014	0.011	0.003	0.726	0.012	0.335649916115088
923	-0.9661379394531237	0.352	0.053	0.019	0.021	0.128	0.011	0.241	0.175	0.020179026077877086
924	-0.967423867187497	0.441	0.047	0.005	0.019	0.148	0.16	0.178	0.002	0.04385351648485721
925	-0.8861685742187537	0.749	0.025	0.017	0.068	0.115	0.017	0.006	0.003	0.19816911475424132
926	-1.0073510058593727	0.521	0.027	0.0	0.029	0.0	0.149	0.274	0.0	0.030055446968091953
927	-0.7015814550781206	0.317	0.018	0.144	0.013	0.017	0.0	0.296	0.195	0.03218836833784203
928	-0.9613153710937503	0.528	0.047	0.023	0.04	0.022	0.036	0.26	0.044	0.02005889207646889
929	-0.9637637988281246	0.401	0.012	0.003	0.043	0.009	0.11	0.292	0.13	0.010685023598148288
930	-0.9243303027343779	0.543	0.066	0.022	0.033	0.003	0.192	0.019	0.122	0.09878902139966264
931	-0.6110035156250002	0.235	0.455	0.0	0.0	0.025	0.152	0.117	0.016	0.23112038066571672
932	-0.9293790820312499	0.33	0.055	0.007	0.003	0.11	0.024	0.266	0.205	0.01780583956513982
933	-0.9855909570312472	0.39	0.022	0.013	0.014	0.016	0.191	0.28	0.074	0.026606508736546117
934	-0.9593950390624965	0.513	0.015	0.022	0.006	0.073	0.018	0.34	0.013	0.029284047059273823
935	-1.0015107031249997	0.46	0.029	0.021	0.017	0.043	0.018	0.178	0.234	0.011084902830968014
936	-0.9339864550781205	0.4	0.022	0.034	0.001	0.114	0.022	0.269	0.138	0.015243471266392992
937	-0.9200220507812529	0.397	0.038	0.004	0.048	0.203	0.025	0.103	0.182	0.06329830429202067
938	-0.5159003710937511	0.125	0.389	0.012	0.02	0.017	0.218	0.002	0.217	0.2905923648175265
939	-0.8968605859375031	0.723	0.019	0.016	0.013	0.073	0.015	0.002	0.139	0.1706177998207938
940	-0.16146136718749945	0.006	0.0	0.237	0.289	0.169	0.253	0.009	0.037	0.4244218622877431
941	-0.9482986914062447	0.401	0.079	0.0	0.003	0.106	0.118	0.29	0.003	0.02192211196428957
942	-0.9446416894531263	0.381	0.004	0.002	0.015	0.136	0.058	0.172	0.232	0.025729199639710813
943	-0.9228414550781252	0.594	0.005	0.007	0.026	0.192	0.033	0.143	0.0	0.08743269444618333
944	-0.8904031152343728	0.318	0.006	0.009	0.044	0.042	0.02	0.516	0.045	0.0859483500523339
945	-1.0020658593749974	0.581	0.03	0.014	0.016	0.0	0.138	0.214	0.007	0.04558201397319525
946	-0.9421998144531271	0.418	0.003	0.001	0.036	0.036	0.099	0.199	0.208	0.010132929947511577
947	-0.15267458984374957	0.004	0.0	0.163	0.463	0.334	0.016	0.004	0.016	0.5658183227924565
948	-0.9981822656249975	0.429	0.057	0.009	0.003	0.03	0.199	0.194	0.079	0.031675893761861265
949	-0.9199504296875028	0.346	0.047	0.006	0.042	0.082	0.274	0.047	0.156	0.1068052128463958
950	-0.9441275683593747	0.394	0.001	0.005	0.01	0.241	0.012	0.25	0.087	0.06012077052183164
951	-0.9778786621093751	0.386	0.059	0.002	0.012	0.066	0.01	0.255	0.21	0.005974731189092151
952	-0.975264736328125	0.487	0.022	0.004	0.004	0.043	0.095	0.148	0.197	0.022686790853434648
953	-0.9627317187500007	0.479	0.016	0.01	0.05	0.01	0.011	0.226	0.198	0.010722361555060438
954	-0.8993443261718777	0.453	0.022	0.005	0.01	0.391	0.017	0.029	0.073	0.20241072591467432
955	-0.9614545898437479	0.385	0.045	0.021	0.031	0.219	0.12	0.148	0.031	0.06593451138878902
956	-0.9890927343749987	0.38	0.029	0.019	0.032	0.032	0.146	0.159	0.203	0.022216519348493315
957	-0.2515949511718751	0.127	0.42	0.011	0.159	0.262	0.008	0.002	0.011	0.3727913032038016
958	-0.9847476953124982	0.519	0.038	0.024	0.036	0.001	0.163	0.179	0.04	0.03699110673203091
959	-0.8981082519531224	0.333	0.044	0.008	0.002	0.134	0.109	0.19	0.18	0.030504548894621116
960	-0.9364337207031233	0.216	0.0	0.003	0.002	0.07	0.148	0.335	0.226	0.06021526400438014
961	-0.9297043261718768	0.252	0.057	0.006	0.02	0.133	0.001	0.269	0.262	0.0414450708688886
962	-0.9484530078124966	0.363	0.039	0.012	0.009	0.056	0.048	0.473	0.0	0.057545301443638605
963	-0.9784833691406242	0.472	0.048	0.011	0.025	0.004	0.051	0.247	0.142	0.0066817539498233
964	-0.12624579101562472	0.009	0.321	0.172	0.275	0.006	0.003	0.213	0.001	0.3391742054358506
965	-0.22484553710937563	0.133	0.475	0.177	0.124	0.009	0.003	0.069	0.01	0.3401717490934741
966	-0.7668291601562459	0.305	0.085	0.002	0.027	0.23	0.006	0.169	0.176	0.0707049989739369
967	-0.9466397265625037	0.35	0.036	0.001	0.001	0.191	0.11	0.028	0.283	0.09039902548414336
968	-0.9747370312499998	0.432	0.045	0.009	0.035	0.044	0.006	0.259	0.17	0.005537023682727556
969	-0.8190967382812498	0.575	0.082	0.013	0.01	0.28	0.013	0.01	0.017	0.1669023158783205
970	-0.9568365820312468	0.355	0.033	0.002	0.013	0.078	0.013	0.377	0.129	0.02651046648152665
971	-0.725150673828126	0.279	0.001	0.0	0.026	0.693	0.001	0.0	0.0	0.5567301055010212
972	-0.2260253515625006	0.05	0.014	0.256	0.004	0.191	0.21	0.251	0.024	0.2534622459344492
973	-0.8909613281250013	0.353	0.042	0.033	0.056	0.193	0.101	0.113	0.109	0.06447301247733062
974	-0.9894714160156237	0.443	0.018	0.014	0.021	0.002	0.152	0.159	0.191	0.023855146717984728
975	-1.0194182812500006	0.388	0.045	0.003	0.058	0.033	0.024	0.181	0.268	0.008523760118641793
976	-0.9557114355468719	0.415	0.076	0.003	0.011	0.125	0.179	0.176	0.015	0.04285758251316504
977	-0.8381893847656261	0.594	0.006	0.041	0.017	0.003	0.278	0.022	0.039	0.14972091088945014
978	-0.9276940429687446	0.188	0.045	0.048	0.001	0.029	0.067	0.343	0.279	0.05815898687992341
979	-0.9697818164062477	0.178	0.016	0.016	0.035	0.06	0.002	0.429	0.264	0.0891530480832883
980	-0.5554582421875005	0.105	0.285	0.0	0.036	0.014	0.133	0.401	0.026	0.18295258141157564
981	-0.9493570214843747	0.527	0.045	0.004	0.064	0.03	0.058	0.259	0.013	0.022622645108093684
982	-0.9473822949218758	0.399	0.006	0.008	0.031	0.109	0.024	0.225	0.198	0.014385160938072024
983	-0.9760401074218783	0.213	0.009	0.012	0.027	0.008	0.187	0.27	0.274	0.05948574653015592
984	-0.9718512792968729	0.47	0.018	0.018	0.024	0.05	0.232	0.178	0.01	0.052038792275231616
985	-0.9687034570312517	0.381	0.023	0.026	0.056	0.018	0.092	0.149	0.255	0.016638705390483885
986	-0.9854587402343732	0.407	0.029	0.001	0.047	0.094	0.14	0.219	0.063	0.022771634477497655
987	-0.9217299121093735	0.319	0.061	0.014	0.038	0.013	0.025	0.325	0.205	0.015223989737962153
988	-0.9670314453125046	0.413	0.062	0.021	0.008	0.001	0.083	0.086	0.326	0.028279090129533835
989	-0.9178447656250025	0.38	0.052	0.008	0.014	0.013	0.366	0.028	0.139	0.1564830174395206
990	-0.8592488281249966	0.194	0.023	0.018	0.073	0.123	0.005	0.466	0.098	0.11287441781928442
991	-0.18712404296875082	0.028	0.25	0.009	0.146	0.003	0.016	0.51	0.038	0.2753947944208053
992	-0.7060634374999971	0.152	0.0	0.04	0.002	0.091	0.007	0.595	0.113	0.19598275640960772
993	-0.9490170019531219	0.416	0.052	0.012	0.046	0.02	0.005	0.444	0.005	0.04454923765701941
994	-1.0561726562499985	0.393	0.036	0.0	0.0	0.0	0.03	0.236	0.305	0.0001039554650191149
995	-0.9204349218750014	0.422	0.036	0.008	0.022	0.065	0.197	0.08	0.17	0.058014739503594176
996	-1.0398414550781268	0.441	0.055	0.004	0.023	0.055	0.03	0.132	0.26	0.018142796812874673
997	-0.9155831152343756	0.191	0.066	0.013	0.004	0.162	0.037	0.271	0.256	0.07070021221368471
998	-0.9350269140624989	0.393	0.068	0.011	0.035	0.118	0.05	0.153	0.172	0.024440156654735402
999	-0.9745940722656214	0.383	0.038	0.024	0.0	0.044	0.009	0.406	0.096	0.029938356305475006
1000	-0.9674143945312483	0.466	0.011	0.017	0.016	0.009	0.231	0.185	0.065	0.04758200629619353
1001	-0.831850957031249	0.203	0.01	0.002	0.003	0.361	0.217	0.196	0.008	0.20405034929966506
1002	-0.9701862890624962	0.463	0.055	0.027	0.011	0.054	0.168	0.169	0.053	0.03148470766506871
1003	-0.9738677343749995	0.533	0.037	0.019	0.052	0.022	0.021	0.183	0.133	0.02589415473292189
1004	-0.7220656933593744	0.478	0.009	0.349	0.001	0.002	0.043	0.118	0.0	0.14495655857416428
1005	-0.9442991406250041	0.423	0.057	0.004	0.032	0.032	0.002	0.02	0.43	0.05415531411496394
1006	-0.17759915039062513	0.038	0.021	0.003	0.218	0.16	0.524	0.002	0.034	0.4993690271264743
1007	-0.47192210937499984	0.668	0.072	0.003	0.163	0.018	0.016	0.026	0.034	0.14863773350650775
1008	-0.8934122460937532	0.425	0.031	0.008	0.085	0.023	0.004	0.008	0.416	0.06470201790925002
1009	-0.8480498925781272	0.322	0.018	0.004	0.004	0.164	0.088	0.067	0.333	0.06663975276571785
1010	-0.7084711523437471	0.232	0.309	0.006	0.002	0.013	0.044	0.387	0.007	0.12219699921872024
1011	-0.1470915136718747	0.009	0.015	0.184	0.187	0.521	0.063	0.019	0.002	0.5425144588220195
1012	-0.9205534765625034	0.388	0.005	0.001	0.006	0.272	0.02	0.036	0.272	0.11834626241581386
1013	-0.8907997656250032	0.472	0.019	0.008	0.007	0.3	0.046	0.011	0.137	0.1497627054138294
1014	-0.6852320507812504	0.445	0.373	0.013	0.03	0.099	0.007	0.021	0.012	0.17646480641275375
1015	-0.85202947265625	0.34	0.079	0.021	0.002	0.152	0.151	0.0	0.255	0.1009437357903932
1016	-0.9542767968750004	0.432	0.025	0.007	0.083	0.007	0.029	0.172	0.245	0.013450388139483441
1017	-0.9682007324218763	0.457	0.006	0.003	0.014	0.027	0.107	0.151	0.235	0.019161459880872214
1018	-0.9675028124999985	0.466	0.059	0.016	0.014	0.178	0.025	0.226	0.016	0.03794220039677789
1019	-0.9587368554687492	0.521	0.022	0.01	0.033	0.013	0.109	0.182	0.11	0.02605137990360325
1020	-0.5855974707031236	0.126	0.008	0.065	0.004	0.478	0.288	0.003	0.028	0.428437026152008
1021	-0.9606566406249974	0.526	0.033	0.026	0.067	0.01	0.156	0.164	0.018	0.04264387696649966
1022	-0.9037929296874962	0.227	0.008	0.0	0.0	0.0	0.013	0.752	0.0	0.28907435322462416
1023	-0.9872474414062454	0.389	0.052	0.006	0.009	0.062	0.116	0.312	0.054	0.015540513211197433
1024	-0.22584772460937497	0.025	0.005	0.196	0.258	0.008	0.224	0.26	0.024	0.28118521771814303
1025	-0.9648047851562458	0.508	0.021	0.03	0.06	0.0	0.209	0.171	0.001	0.052359811763940375
1026	-0.954526435546877	0.472	0.067	0.005	0.006	0.015	0.128	0.116	0.191	0.03141723739349435
1027	-1.0647914746093725	0.392	0.035	0.0	0.0	0.0	0.027	0.243	0.303	0.00010838684698198074
1028	-0.9847777734374982	0.44	0.045	0.003	0.002	0.091	0.033	0.221	0.165	0.010705705241092094
1029	-0.9017429882812523	0.39	0.031	0.013	0.002	0.46	0.005	0.034	0.065	0.25635414211740143
1030	-0.814131562499995	0.277	0.08	0.015	0.059	0.085	0.001	0.463	0.02	0.07682159373256642
1031	-0.9371782324218788	0.437	0.022	0.009	0.061	0.012	0.192	0.073	0.194	0.05900045202677269
1032	-0.943236337890628	0.387	0.018	0.003	0.001	0.029	0.294	0.063	0.205	0.10028347556008421
1033	-0.7621288769531251	0.327	0.078	0.001	0.028	0.386	0.004	0.019	0.157	0.20769114896509538
1034	-0.9253403710937523	0.581	0.043	0.006	0.003	0.024	0.326	0.016	0.001	0.17080990207478616
1035	-0.8057694921874979	0.215	0.004	0.021	0.081	0.034	0.007	0.486	0.152	0.10215850897831397
1036	-0.898075751953121	0.409	0.082	0.005	0.002	0.05	0.001	0.345	0.106	0.016196196929588357
1037	-0.8418670019531258	0.393	0.069	0.051	0.083	0.0	0.105	0.007	0.292	0.07090815954729902
1038	-0.4893291894531271	0.089	0.317	0.025	0.013	0.17	0.126	0.237	0.023	0.2112330070744953
1039	-0.9707313281249977	0.508	0.038	0.018	0.004	0.018	0.08	0.256	0.078	0.015232293095642826
1040	-0.9604188281250008	0.35	0.021	0.007	0.047	0.186	0.002	0.253	0.134	0.040593083949535216
1041	-0.9843584082031216	0.22	0.011	0.056	0.019	0.002	0.112	0.298	0.282	0.04463250972950336
1042	-0.9597716015624999	0.439	0.067	0.003	0.039	0.023	0.045	0.207	0.177	0.006117763769207517
1043	-0.8809681347656223	0.267	0.015	0.012	0.001	0.019	0.307	0.193	0.186	0.09416714195710689
1044	-0.9285135156249995	0.437	0.0	0.017	0.014	0.289	0.023	0.187	0.033	0.09011847089207904
1045	-0.9855628320312475	0.474	0.049	0.019	0.044	0.017	0.17	0.196	0.031	0.029082092182174914
1046	-0.9257645605468764	0.66	0.046	0.015	0.015	0.117	0.025	0.112	0.01	0.10032198831019086
1047	-0.9526826074218735	0.5	0.017	0.014	0.025	0.214	0.004	0.167	0.059	0.06447207937269883
