Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.10873086914062552	0.05555113015685653	0.2574884357468057	0.005099693946094663	0.3003493868899283	0.3000701125326073	0.050062344620921406	0.007382733439022071	0.023996162667764054
2	-0.2743756152343742	0.0720339067209631	0.09839372864151841	0.022537021212511887	0.2855855529470467	0.1524667069301926	0.2168022774039592	0.14315839148802123	0.009022414655786903
3	-0.420841552734375	0.09530911946964293	0.08073777055244857	0.17481974745891715	0.06970378024844537	0.0760462445564919	0.04048176051996033	0.31941750126080504	0.1434840759332887
4	-0.19962604492187516	0.06361576467047969	0.01728453680870956	0.10741527475380341	0.001308881768396719	0.11938569684739264	0.6001493204322612	0.06060294036292524	0.03023758435603152
5	-0.4179702539062501	0.08888813262985301	0.08114536241577766	0.1770774851085526	0.07525299181921613	0.07135841886666419	0.04332824819600161	0.3137104198714431	0.1492389410924917
6	-0.6155914550781219	0.14184624945663024	0.001907246355931434	0.18503266091566997	0.047346534885785996	0.009579389350300149	0.018057595736108413	0.4694141389195931	0.12681618437998066
7	-0.39902083984375053	0.07835807289251465	0.006952524836954622	0.09606789591383029	0.10214515276536787	0.018749383514694212	0.05028266558315042	0.6431522219933818	0.0042920825001060425
8	-0.7210822460937456	0.19674671211042888	0.0	0.2658411103340758	0.014464665014391316	0.0	0.0	0.48553528167625165	0.03741223086485235
9	-0.27989696289062466	0.05338359452436268	0.014352555853901714	0.5978970461351439	0.05543857297037522	0.004606446374279347	0.029313216657323192	0.2450010132597318	7.554224882078131e-06
10	-0.8959768945312436	0.4147720741524921	0.010133975793022897	0.050599540033641775	0.02236448619739488	0.023477552843839893	0.0060028925140619745	0.47239553489208713	0.0002539435734594253
11	-0.9015748242187458	0.6011264690646683	0.016889001546295076	0.05793205083024778	0.055986811167076544	0.0006529178925697686	0.017388783665340378	0.2495016706266378	0.0005222952071644027
12	-0.7322952050781252	0.558459214921186	0.004375282287685377	0.3093888629295533	0.0038472122353771085	0.004974634286868775	0.005591279917326087	0.11336070164898458	2.8117730188625956e-06
13	-0.87288697265625	0.7710110591779901	0.0	0.0	0.0	0.0	0.15412729348797038	0.07486082110996944	8.262240700496193e-07
14	-0.7386469531250002	0.6639315983297877	0.27715137476467655	0.0	0.0	0.0	0.0	0.05798930638846746	0.0009277205170683533
15	-0.9368029589843712	0.6412386069753623	0.0	0.006703969917007852	0.0	0.0	0.0	0.3520573138530262	1.0925460369737294e-07
16	-0.5695028613281246	0.6399051532119802	0.0	0.0	0.3548712369521141	0.0	0.0	0.0051423111627580745	8.129867314765615e-05
17	-0.9139344921874968	0.5753773490195953	0.0	0.002417440588451461	0.0	0.0	0.055106104138284005	0.3667415329232348	0.000357573330434402
18	-0.9355691406249983	0.6000655278022314	0.0	0.0	0.0	0.23216082660260118	0.0	0.160558746234432	0.007214899360735383
19	-0.9220550390624976	0.6101403401702413	0.0	0.00015715671103346348	0.0	0.14839874032413117	0.0	0.24130033100335485	3.431791239183468e-06
20	-0.8704063085937508	0.7410202008859841	0.0	0.0	0.0	0.24591179711500982	0.0	0.012881816144066681	0.00018618585493945794
21	-1.0012803710937503	0.5258801602089891	0.0	0.0	0.0	0.0	0.0	0.23168053771305772	0.24243930207795317
22	-0.9250609863281265	0.5017240165154705	0.0	0.0	0.0	0.0	0.0	0.06817042708153781	0.43010555640299164
23	-0.7224174023437511	0.24895707846495713	0.0	0.0	0.0	0.7248431768644465	0.009845979389904459	0.016346279950442195	7.485330249634714e-06
24	-1.0276467382812502	0.4654483210881779	0.0	0.0	0.0	0.0	0.0	0.2705429704312176	0.2640087084806044
25	-0.2130261230468753	0.014921515804347708	0.0	0.0	0.9138790346284326	0.0	0.0	0.07112287961262664	7.656995459304206e-05
26	-0.14171919921875	0.048717763899226066	0.8996333093550986	0.0	0.0	0.0	0.0	0.04722818404735204	0.004420742698323266
27	-1.0254141015625005	0.42198606870099997	0.0	0.0	0.0	0.0	0.0	0.2737002358570817	0.30431369544191833
28	-0.9221743945312475	0.4136905532540354	0.0	0.0	0.0	0.3371710545895811	0.0	0.249089776923332	4.861523305144111e-05
29	-0.8766543750000014	0.9628134701064627	0.0	0.015447332935631396	0.0	0.0	0.0	0.021638529404664576	0.00010066755324134036
30	-1.0291788476562502	0.43254785770689536	0.0	0.0	0.0	0.0	0.0	0.27742074005462813	0.29003140223847645
31	-0.8704063085937508	0.47168046313755946	0.0	0.0	0.0	0.512124444227307	0.0	0.015454337121309126	0.0007407555138243538
32	-0.8671165234375003	0.5280617414103845	0.0	0.0	0.0	0.0	0.47193101643930613	0.0	7.242150309338946e-06
