Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.4336163281250018	0.106	0.124	0.037	0.096	0.193	0.026	0.036	0.382
2	-0.6159531054687494	0.134	0.068	0.017	0.049	0.426	0.017	0.197	0.092
3	-0.22060098632812486	0.067	0.057	0.021	0.119	0.017	0.56	0.064	0.095
4	-0.7301104980468737	0.145	0.057	0.014	0.033	0.51	0.0	0.241	0.0
5	-0.5839720703125009	0.101	0.009	0.02	0.016	0.699	0.043	0.111	0.001
6	-0.6359985839843734	0.123	0.046	0.008	0.028	0.351	0.005	0.438	0.001
7	-0.5784387988281251	0.089	0.005	0.0	0.088	0.484	0.014	0.315	0.005
8	-0.7684674902343754	0.586	0.015	0.019	0.1	0.161	0.002	0.116	0.001
9	-0.8702327636718754	0.584	0.03	0.011	0.022	0.252	0.075	0.026	0.0
10	-0.8932633007812507	0.751	0.037	0.015	0.014	0.013	0.157	0.014	-0.001
11	-0.6456891015624989	0.626	0.072	0.156	0.024	0.099	0.006	0.016	0.001
12	-0.8746602050781264	0.725	0.05	0.017	0.044	0.026	0.062	0.077	-0.001
13	-0.6995295898437506	0.433	0.471	0.005	0.019	0.034	0.008	0.03	0.0
14	-0.9656604980468692	0.513	0.035	0.011	0.007	0.023	0.006	0.405	0.0
15	-0.8783358300781197	0.277	0.014	0.019	0.033	0.046	0.087	0.525	-0.001
16	-0.2549766796875001	0.043	0.006	0.072	0.027	0.004	0.008	0.841	-0.001
17	-0.9403276367187473	0.544	0.01	0.006	0.004	0.155	0.061	0.214	0.006
18	-0.17351555664062385	0.0	0.001	0.808	0.04	0.138	0.007	0.007	-0.001
19	-0.9682614062499966	0.556	0.016	0.0	0.0	0.019	0.263	0.143	0.003
20	-0.9674168359374969	0.533	0.0	0.0	0.0	0.002	0.15	0.314	0.001
21	-0.9776882714843709	0.599	0.008	0.023	0.007	0.047	0.134	0.182	0.0
22	-0.0923442285156253	0.0	0.726	0.029	0.0	0.056	0.124	0.064	0.001
23	-0.9329612011718696	0.485	0.067	0.0	0.0	0.011	0.079	0.358	0.0
24	-0.942202460937497	0.543	0.0	0.0	0.01	0.0	0.093	0.354	0.0
25	-0.9375021484374956	0.532	0.0	0.0	0.0	0.021	0.02	0.426	0.001
26	-0.9490704687499956	0.461	0.008	0.028	0.002	0.196	0.152	0.153	0.0
27	-0.9661357421874947	0.38	0.007	0.013	0.013	0.077	0.186	0.325	-0.001
28	-0.9167401953124936	0.479	0.081	0.0	0.0	0.041	0.057	0.341	0.001
29	-0.9423237597656223	0.455	0.0	0.0	0.0	0.069	0.212	0.264	0.0
30	-0.9532603320312486	0.581	0.0	0.0	0.0	0.006	0.191	0.221	0.001
31	-0.9535509472656217	0.586	0.0	0.0	0.0	0.026	0.211	0.176	0.001
32	-0.8823108886718765	0.64	0.0	0.0	0.002	0.005	0.274	0.078	0.001
33	-0.9477665624999959	0.518	0.0	0.0	0.0	0.005	0.113	0.363	0.001
34	-0.9494504980468698	0.467	0.0	0.0	0.0	0.043	0.118	0.371	0.001
35	-0.9793057812499955	0.429	0.028	0.0	0.0	0.318	0.033	0.19	0.002
36	-0.94200284179687	0.368	0.0	0.0	0.0	0.112	0.156	0.363	0.001
37	-1.028928798828123	0.389	0.0	0.0	0.0	0.0	0.0	0.342	0.269
38	-0.7824545605468718	0.388	0.0	0.186	0.0	0.0	0.01	0.417	-0.001
39	-0.35105239257812443	0.117	0.0	0.0	0.85	0.0	0.0	0.029	0.004
40	-1.0033458398437507	0.378	0.0	0.0	0.0	0.0	0.0	0.279	0.343
41	-1.0271979882812483	0.366	0.0	0.0	0.0	0.0	0.0	0.345	0.289
42	-1.0257901855468732	0.354	0.0	0.0	0.0	0.0	0.0	0.362	0.284
43	-1.0255388183593732	0.352	0.0	0.0	0.0	0.0	0.0	0.369	0.279
44	-0.6938947558593768	0.538	0.198	0.0	0.0	0.0	0.227	0.036	0.001
45	-0.5079496972656281	0.341	0.042	0.002	0.146	0.001	0.077	0.39	0.001
46	-0.6839879296875021	0.415	0.007	0.167	0.027	0.004	0.301	0.079	0.0
47	-0.9076119824218689	0.242	0.046	0.015	0.004	0.001	0.268	0.424	0.0
48	-0.8667609960937503	0.459	0.0	0.0	0.0	0.517	0.023	0.0	0.001
49	-0.9672285449218715	0.349	0.0	0.026	0.0	0.0	0.177	0.33	0.118
50	-0.7051385351562499	0.405	0.005	0.116	0.0	0.377	0.0	0.098	-0.001
51	-0.7504476953125006	0.296	0.003	0.018	0.018	0.28	0.342	0.042	0.001
52	-0.9976057519531248	0.599	0.0	0.0	0.0	0.0	0.0	0.133	0.268
53	-1.0048272753906236	0.333	0.0	0.0	0.0	0.0	0.0	0.403	0.264
54	-1.028345800781248	0.375	0.0	0.0	0.0	0.0	0.0	0.342	0.283
55	-0.701730537109376	0.441	0.242	0.004	0.032	0.259	0.015	0.008	-0.001
56	-0.9336895605468779	0.506	0.0	0.0	0.0	0.0	0.124	0.081	0.289
57	-0.15378177734374998	0.023	0.441	0.002	0.0	0.009	0.0	0.525	0.0
58	-0.8995952832031228	0.65	0.004	0.071	0.013	0.005	0.009	0.247	0.001
59	-0.2572214453125001	0.049	0.0	0.0	0.005	0.031	0.322	0.591	0.002
60	-0.5840932617187509	0.657	0.0	0.0	0.12	0.063	0.16	0.0	0.0
