Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.28791566406249985	0.096	0.124	0.088	0.22	0.078	0.211	0.123	0.06
2	-0.5814883300781241	0.109	0.041	0.067	0.005	0.408	0.182	0.163	0.025
3	-0.14446584960937486	0.007	0.227	0.004	0.1	0.003	0.087	0.075	0.497
4	-0.5436314941406253	0.079	0.015	0.038	0.002	0.484	0.208	0.174	0.0
5	-0.6779162597656244	0.221	0.051	0.071	0.006	0.463	0.037	0.151	0.0
6	-0.745236542968748	0.418	0.014	0.116	0.012	0.249	0.017	0.175	-0.001
7	-0.8317359667968733	0.722	0.032	0.045	0.071	0.052	0.012	0.065	0.001
8	-0.6672357617187494	0.599	0.01	0.199	0.011	0.151	0.014	0.014	0.002
9	-0.912912441406249	0.629	0.011	0.002	0.021	0.204	0.008	0.114	0.011
10	-0.6504359472656237	0.132	0.0	0.0	0.0	0.112	0.0	0.755	0.001
11	-0.962667226562497	0.487	0.02	0.005	0.001	0.222	0.006	0.259	0.0
12	-0.9135051269531189	0.541	0.046	0.043	0.034	0.078	0.006	0.252	0.0
13	-0.9104353320312482	0.509	0.03	0.0	0.019	0.08	0.257	0.102	0.003
14	-0.8784813671874991	0.738	0.002	0.046	0.0	0.0	0.061	0.153	0.0
15	-0.7918771289062471	0.474	0.102	0.001	0.014	0.007	0.003	0.397	0.002
16	-0.6928774316406261	0.575	0.166	0.006	0.004	0.064	0.092	0.085	0.008
17	-0.5626612500000008	0.551	0.004	0.017	0.337	0.011	0.05	0.028	0.002
18	-0.9401981054687476	0.599	0.029	0.005	0.054	0.02	0.057	0.235	0.001
19	-0.9753866894531207	0.493	0.018	0.007	0.016	0.116	0.119	0.23	0.001
20	-0.5666512499999995	0.103	0.008	0.063	0.003	0.053	0.768	0.002	0.0
21	-0.24598301757812402	0.07	0.022	0.728	0.095	0.051	0.024	0.011	-0.001
22	-0.9215358007812452	0.396	0.002	0.003	0.005	0.085	0.065	0.445	-0.001
23	-0.9516576269531215	0.596	0.0	0.0	0.0	0.079	0.136	0.19	-0.001
24	-0.9298177832031234	0.525	0.0	0.0	0.0	0.139	0.098	0.238	0.0
25	-0.9293954882812483	0.556	0.0	0.0	0.0	0.106	0.1	0.237	0.001
