Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.3071963574218727	0.165	0.411	0.306	0.018	0.021	0.054	0.014	0.011
2	-0.3560142773437501	0.188	0.11	0.015	0.31	0.038	0.006	0.105	0.228
3	-0.3844720703124992	0.179	0.101	0.237	0.024	0.113	0.308	0.002	0.036
4	-0.38247562499999904	0.176	0.109	0.234	0.022	0.122	0.316	0.0	0.021
5	-0.46929396484375047	0.209	0.0	0.237	0.046	0.048	0.337	0.022	0.101
6	-0.5467935546874996	0.235	0.0	0.235	0.063	0.001	0.381	0.037	0.048
7	-0.5757896972656266	0.229	0.009	0.097	0.091	0.041	0.432	0.101	0.0
8	-0.8609052050781264	0.386	0.004	0.033	0.064	0.001	0.423	0.089	0.0
9	-0.892716347656252	0.62	0.06	0.028	0.067	0.007	0.175	0.043	0.0
10	-0.8710969824218746	0.693	0.059	0.03	0.001	0.016	0.185	0.015	0.001
11	-0.6287235058593766	0.527	0.144	0.044	0.015	0.003	0.253	0.014	0.0
12	-0.8856258203125009	0.547	0.002	0.014	0.053	0.026	0.256	0.101	0.001
13	-0.6318143847656253	0.677	0.012	0.119	0.1	0.012	0.026	0.05	0.004
14	-0.8637473730468763	0.675	0.064	0.005	0.073	0.063	0.11	0.011	-0.001
15	-0.5510930078125005	0.082	0.003	0.006	0.016	0.162	0.041	0.689	0.001
16	-0.8537803906249986	0.556	0.015	0.035	0.075	0.136	0.158	0.025	0.0
17	-0.8906108593750007	0.592	0.011	0.021	0.023	0.015	0.278	0.061	-0.001
18	-0.4654728222656256	0.121	0.0	0.097	0.041	0.734	0.0	0.008	-0.001
19	-0.10451400390625021	0.0	0.894	0.0	0.0	0.018	0.036	0.052	0.0
20	-0.15323877929687493	0.006	0.0	0.025	0.843	0.111	0.015	0.0	0.0
21	-0.176000624999999	0.011	0.0	0.883	0.0	0.024	0.02	0.062	0.0
22	-0.5076721679687524	0.541	0.025	0.008	0.264	0.042	0.118	0.002	0.0
23	-0.8655892675781257	0.632	0.0	0.0	0.045	0.076	0.174	0.073	0.0
24	-0.7272224902343754	0.512	0.11	0.0	0.0	0.286	0.028	0.061	0.003
25	-0.9491146484374973	0.662	0.0	0.0	0.0	0.048	0.136	0.152	0.002
26	-0.9916566894531224	0.512	0.049	0.0	0.013	0.0	0.187	0.238	0.001
27	-0.9865134472656193	0.367	0.024	0.02	0.004	0.003	0.123	0.459	0.0
28	-0.7974418457031249	0.611	0.101	0.0	0.0	0.0	0.049	0.238	0.001
29	-0.9656108007812471	0.466	0.0	0.0	0.0	0.004	0.238	0.293	-0.001
30	-0.9883123828124977	0.507	0.024	0.0	0.0	0.0	0.268	0.197	0.004
31	-0.9469011230468701	0.387	0.0	0.0	0.0	0.04	0.183	0.39	0.0
32	-0.9570050878906207	0.491	0.0	0.0	0.0	0.068	0.138	0.303	0.0
33	-0.936946582031247	0.51	0.0	0.0	0.0	0.072	0.262	0.153	0.003
34	-0.9300911718749958	0.335	0.0	0.0	0.0	0.0	0.291	0.373	0.001
35	-0.9385845703124969	0.448	0.0	0.0	0.0	0.0	0.1	0.452	0.0
36	-0.9277882617187508	0.595	0.013	0.0	0.0	0.001	0.287	0.105	-0.001
37	-0.9539231738281213	0.424	0.0	0.0	0.0	0.0	0.188	0.386	0.002
38	-0.9312577929687456	0.426	0.0	0.002	0.0	0.134	0.1	0.338	0.0
39	-0.9539231738281213	0.432	0.0	0.0	0.0	0.0	0.194	0.373	0.001
40	-0.9589306640624987	0.562	0.0	0.0	0.0	0.002	0.176	0.259	0.001
41	-0.9582721679687483	0.56	0.0	0.0	0.0	0.004	0.171	0.264	0.001
42	-0.768373183593747	0.344	0.002	0.17	0.0	0.0	0.131	0.353	0.0
43	-0.6773274414062476	0.279	0.091	0.026	0.099	0.003	0.028	0.475	-0.001
44	-0.9256418652343705	0.315	0.0	0.0	0.0	0.0	0.282	0.403	0.0
45	-0.19608110351562463	0.0	0.065	0.0	0.126	0.0	0.808	0.0	0.001
46	-0.6999707421874978	0.279	0.171	0.012	0.006	0.007	0.198	0.325	0.002
47	-0.9592665917968737	0.55	0.0	0.0	0.0	0.002	0.195	0.253	0.0
48	-0.24698945312500087	0.028	0.014	0.029	0.003	0.007	0.325	0.594	0.0
49	-0.19486302734374977	0.022	0.0	0.0	0.001	0.589	0.386	0.0	0.002
50	-0.9813116113281244	0.461	0.0	0.0	0.0	0.0	0.142	0.173	0.224
51	-1.0041867089843721	0.464	0.042	0.0	0.0	0.0	0.204	0.227	0.063
52	-0.2394601660156244	0.022	0.032	0.016	0.068	0.476	0.0	0.384	0.002
53	-0.890973681640629	0.572	0.0	0.0	0.0	0.0	0.087	0.0	0.341
54	-0.8607020800781253	0.449	0.0	0.0	0.0	0.382	0.168	0.0	0.001
55	-0.9529323046874969	0.431	0.0	0.0	0.0	0.165	0.125	0.151	0.128
56	-0.6667277246093744	0.373	0.0	0.228	0.01	0.389	0.0	0.0	0.0
57	-0.9579033886718736	0.42	0.0	0.0	0.0	0.0	0.388	0.192	0.0
