Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.5094986328125006	0.224	0.023	0.362	0.02	0.029	0.025	0.115	0.202
2	-0.11958191406250046	0.01	0.085	0.057	0.264	0.29	0.007	0.047	0.24
3	-0.4983664941406252	0.217	0.032	0.368	0.025	0.035	0.029	0.105	0.189
4	-0.7459947753906243	0.475	0.061	0.274	0.03	0.008	0.023	0.13	-0.001
5	-0.806666191406249	0.689	0.02	0.047	0.013	0.092	0.094	0.044	0.001
6	-0.6548515917968757	0.627	0.128	0.055	0.025	0.002	0.043	0.117	0.003
7	-0.662361123046875	0.77	0.0	0.141	0.019	0.037	0.0	0.027	0.006
8	-0.7858979003906255	0.543	0.0	0.077	0.008	0.032	0.33	0.01	0.0
9	-0.8730605664062506	0.479	0.002	0.003	0.061	0.229	0.154	0.072	0.0
10	-0.6528406835937498	0.509	0.015	0.122	0.004	0.257	0.052	0.041	0.0
11	-0.5438936328125014	0.478	0.013	0.061	0.16	0.021	0.168	0.093	0.006
12	-0.8669638574218754	0.347	0.003	0.019	0.0	0.148	0.416	0.066	0.001
13	-0.6926098535156238	0.123	0.002	0.018	0.001	0.01	0.634	0.211	0.001
14	-0.8868395605468745	0.408	0.036	0.006	0.031	0.221	0.293	0.003	0.002
15	-0.10600478515625007	0.002	0.759	0.028	0.014	0.028	0.013	0.156	0.0
16	-0.4565509277343754	0.077	0.136	0.006	0.003	0.092	0.013	0.673	0.0
17	-0.7370650000000004	0.23	0.02	0.009	0.016	0.358	0.318	0.049	0.0
18	-0.153644951171875	0.001	0.051	0.003	0.183	0.064	0.665	0.032	0.001
19	-0.8868938769531167	0.268	0.015	0.035	0.009	0.029	0.284	0.361	-0.001
20	-0.9226045605468712	0.318	0.022	0.007	0.002	0.094	0.299	0.251	0.007
21	-0.9648009667968686	0.377	0.041	0.023	0.01	0.137	0.084	0.328	0.0
22	-0.922444257812497	0.505	0.001	0.016	0.004	0.007	0.046	0.418	0.003
23	-0.9413749121093696	0.36	0.011	0.025	0.016	0.147	0.07	0.371	0.0
24	-0.1876806249999997	0.022	0.0	0.0	0.0	0.96	0.004	0.014	0.0
25	-0.1907460449218751	0.019	0.042	0.017	0.82	0.002	0.0	0.099	0.001
26	-0.2015159472656236	0.023	0.008	0.846	0.081	0.005	0.029	0.007	0.001
27	-0.9355428417968722	0.533	0.002	0.003	0.012	0.123	0.189	0.136	0.002
28	-0.9871571484374942	0.349	0.045	0.0	0.0	0.136	0.149	0.319	0.002
29	-0.8050962890624974	0.393	0.096	0.0	0.0	0.002	0.083	0.425	0.001
30	-0.8921999023437459	0.292	0.01	0.014	0.001	0.19	0.217	0.275	0.001
31	-0.20153577148437637	0.031	0.15	0.01	0.0	0.006	0.46	0.343	0.0
32	-0.9470656054687456	0.509	0.0	0.0	0.0	0.018	0.15	0.322	0.001
33	-0.9335005566406204	0.428	0.0	0.0	0.0	0.161	0.023	0.388	0.0
34	-0.9468675585937448	0.424	0.0	0.0	0.0	0.107	0.133	0.336	0.0
35	-0.738145585937495	0.36	0.001	0.172	0.007	0.016	0.049	0.396	-0.001
36	-0.9575629394531207	0.393	0.0	0.0	0.0	0.153	0.134	0.32	0.0
37	-0.7383881738281218	0.328	0.114	0.0	0.0	0.194	0.048	0.316	0.0
38	-0.9455396093749969	0.442	0.0	0.0	0.0	0.109	0.165	0.282	0.002
39	-0.8874886621093688	0.305	0.002	0.024	0.0	0.082	0.226	0.362	-0.001
40	-0.9369321582031217	0.51	0.0	0.0	0.0	0.098	0.104	0.287	0.001
41	-0.9104487988281195	0.319	0.0	0.0	0.0	0.102	0.266	0.313	0.0
42	-0.9257146386718732	0.478	0.0	0.0	0.0	0.203	0.091	0.228	0.0
43	-0.9513810742187473	0.431	0.0	0.0	0.0	0.138	0.199	0.232	0.0
44	-0.9451990722656222	0.448	0.0	0.0	0.0	0.124	0.152	0.276	0.0
45	-0.9406444433593756	0.336	0.003	0.0	0.0	0.066	0.105	0.258	0.232
46	-0.6325944921875011	0.327	0.005	0.238	0.002	0.009	0.281	0.137	0.001
47	-0.8247511230468703	0.335	0.043	0.022	0.093	0.061	0.131	0.315	0.0
48	-0.7920113574218728	0.561	0.0	0.107	0.0	0.007	0.017	0.308	0.0
49	-0.6615777539062494	0.374	0.152	0.046	0.001	0.041	0.269	0.115	0.002
50	-0.9562656738281207	0.425	0.0	0.0	0.0	0.098	0.155	0.322	0.0
51	-0.928555039062495	0.414	0.0	0.0	0.0	0.121	0.078	0.387	0.0
52	-0.9779412109374944	0.377	0.051	0.0	0.0	0.114	0.172	0.286	0.0
53	-0.9634046386718738	0.369	0.0	0.0	0.0	0.0	0.408	0.222	0.001
54	-0.2517144433593758	0.02	0.0	0.0	0.399	0.0	0.008	0.573	0.0
55	-0.8600651757812504	0.542	0.0	0.0	0.0	0.163	0.294	0.001	0.0
56	-0.11179556640625005	0.025	0.462	0.456	0.0	0.055	0.0	0.0	0.002
57	-0.890592587890624	0.406	0.0	0.0	0.0	0.229	0.262	0.103	0.0
58	-0.8218678320312526	0.337	0.0	0.0	0.0	0.143	0.201	0.0	0.319
59	-0.8863715234375017	0.352	0.0	0.0	0.0	0.0	0.56	0.087	0.001
60	-0.9439414648437477	0.415	0.0	0.0	0.0	0.145	0.173	0.257	0.01
61	-0.9447371582031229	0.34	0.0	0.0	0.0	0.0	0.382	0.278	0.0
62	-0.24860963867187433	0.0	0.0	0.376	0.0	0.0	0.01	0.614	0.0
63	-0.9647577636718732	0.54	0.012	0.008	0.005	0.002	0.275	0.157	0.001
64	-0.17302565429687386	0.0	0.0	0.494	0.0	0.505	0.0	0.0	0.001
65	-0.9405641601562467	0.552	0.0	0.0	0.0	0.0	0.0	0.447	0.001
66	-0.25238590820312423	0.004	0.0	0.004	0.0	0.005	0.003	0.983	0.001
67	-0.9882903515624966	0.436	0.008	0.0	0.0	0.0	0.262	0.294	0.0
68	-0.9523119726562481	0.41	0.0	0.0	0.0	0.108	0.0	0.299	0.183
69	-0.7908532031249985	0.443	0.0	0.0	0.099	0.197	0.0	0.262	-0.001
70	-0.9637139550781236	0.472	0.0	0.0	0.0	0.0	0.305	0.218	0.005
71	-0.9912238769531193	0.361	0.022	0.0	0.0	0.123	0.116	0.304	0.074
72	-0.2340979492187493	0.0	0.0	0.0	0.0	0.445	0.0	0.554	0.001
73	-0.9845751171874938	0.385	0.049	0.0	0.0	0.062	0.197	0.307	0.0
74	-0.9455591308593726	0.346	0.0	0.0	0.0	0.137	0.081	0.305	0.131
75	-0.9870022070312463	0.426	0.05	0.0	0.0	0.0	0.237	0.285	0.002
76	-0.22534401367187515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
77	-0.841998945312501	0.437	0.0	0.0	0.0	0.521	0.042	0.0	0.0
78	-0.9077219140625015	0.709	0.0	0.0	0.0	0.0	0.175	0.117	-0.001
79	-1.0042343164062477	0.408	0.016	0.0	0.0	0.0	0.21	0.274	0.092
80	-0.5898244726562523	0.261	0.0	0.15	0.0	0.0	0.534	0.055	0.0
81	-0.9263653417968782	0.569	0.0	0.0	0.0	0.0	0.117	0.0	0.314
82	-0.9623645117187485	0.5	0.0	0.0	0.0	0.0	0.172	0.175	0.153
83	-1.010178671874997	0.381	0.017	0.0	0.0	0.0	0.219	0.287	0.096
84	-0.33829682617187445	0.09	0.005	0.409	0.457	0.008	0.02	0.011	0.0
85	-0.8924166015625019	0.422	0.0	0.0	0.0	0.0	0.352	0.08	0.146
86	-0.11316989257812508	0.0	0.496	0.0	0.503	0.0	0.0	0.0	0.001
87	-0.719967236328126	0.514	0.0	0.485	0.001	0.0	0.0	0.0	0.0
88	-0.7040185058593768	0.46	0.106	0.0	0.0	0.344	0.09	0.0	0.0
89	-0.8362986035156276	0.346	0.0	0.0	0.044	0.51	0.099	0.0	0.001
90	-1.0079919335937468	0.378	0.018	0.0	0.0	0.0	0.211	0.294	0.099
91	-0.5294304882812522	0.768	0.0	0.0	0.184	0.049	0.0	0.0	-0.001
92	-0.9806066406249936	0.379	0.022	0.036	0.0	0.0	0.226	0.293	0.044
