Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.15250614257812456	0.024	0.055	0.247	0.035	0.413	0.018	0.029	0.179
2	-0.5716851367187505	0.287	0.501	0.001	0.053	0.075	0.025	0.02	0.038
3	-0.1466497753906248	0.018	0.238	0.042	0.024	0.18	0.051	0.283	0.164
4	-0.5922233691406256	0.316	0.525	0.0	0.056	0.064	0.022	0.0	0.017
5	-0.557839873046876	0.623	0.244	0.114	0.005	0.013	0.0	0.001	0.0
6	-0.1097776562500003	0.054	0.749	0.011	0.072	0.012	0.075	0.027	0.0
7	-0.5942443359375004	0.44	0.39	0.103	0.041	0.002	0.02	0.003	0.001
8	-0.6795816015625006	0.457	0.318	0.015	0.089	0.047	0.002	0.062	0.01
9	-0.5625206835937518	0.531	0.001	0.01	0.223	0.036	0.185	0.014	0.0
10	-0.35388243164062616	0.19	0.035	0.001	0.622	0.077	0.059	0.015	0.001
11	-0.8913087011718761	0.562	0.028	0.012	0.037	0.334	0.004	0.008	0.015
12	-0.8859044433593748	0.512	0.022	0.004	0.015	0.265	0.157	0.022	0.003
13	-0.9054866406250004	0.489	0.0	0.0	0.0	0.368	0.035	0.107	0.001
14	-0.6364441308593751	0.107	0.003	0.005	0.005	0.165	0.711	0.005	-0.001
15	-0.291244072265625	0.064	0.0	0.027	0.042	0.001	0.003	0.861	0.002
16	-0.87534548828125	0.462	0.031	0.0	0.009	0.419	0.079	0.0	0.0
17	-0.8597594531250005	0.369	0.0	0.007	0.0	0.231	0.392	0.0	0.001
18	-0.7874751074218719	0.484	0.11	0.0	0.006	0.009	0.015	0.374	0.002
19	-0.9164134179687449	0.322	0.0	0.025	0.0	0.052	0.302	0.298	0.001
20	-0.8063190917968749	0.441	0.014	0.071	0.0	0.029	0.395	0.051	-0.001
21	-0.9512173925781235	0.45	0.0	0.0	0.0	0.006	0.373	0.17	0.001
22	-0.9626610546874985	0.467	0.0	0.0	0.0	0.002	0.315	0.216	0.0
23	-0.23534219726562494	0.062	0.008	0.768	0.077	0.0	0.066	0.019	0.0
