Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.37264361328124956	0.095	0.187	0.146	0.012	0.069	0.321	0.092	0.078
2	-0.619696123046875	0.269	0.021	0.096	0.075	0.076	0.172	0.109	0.182
3	-0.6626016796874962	0.179	0.02	0.14	0.058	0.156	0.002	0.345	0.1
4	-0.2117848730468745	0.038	0.076	0.301	0.015	0.016	0.023	0.26	0.271
5	-0.17857351562500037	0.059	0.162	0.188	0.081	0.122	0.086	0.229	0.073
6	-0.6683118554687473	0.217	0.0	0.118	0.057	0.164	0.0	0.354	0.09
7	-0.7262293359374999	0.292	0.0	0.082	0.068	0.125	0.065	0.235	0.133
8	-0.8993023339843745	0.411	0.0	0.024	0.081	0.111	0.054	0.171	0.148
9	-0.8449930859375013	0.644	0.001	0.004	0.056	0.12	0.087	0.087	0.001
10	-0.9393866601562478	0.539	0.002	0.004	0.049	0.081	0.02	0.304	0.001
11	-0.5030215136718761	0.553	0.025	0.031	0.16	0.023	0.047	0.162	-0.001
12	-0.9453938378906224	0.481	0.024	0.001	0.012	0.298	0.048	0.136	0.0
13	-0.7943152929687515	0.339	0.023	0.002	0.013	0.562	0.055	0.007	-0.001
14	-0.9675237890624981	0.416	0.052	0.018	0.008	0.377	0.008	0.122	-0.001
15	-0.8537642089843704	0.263	0.001	0.005	0.017	0.06	0.095	0.559	0.0
16	-0.9174539160156218	0.426	0.005	0.026	0.016	0.323	0.039	0.165	0.0
17	-0.8973004687499994	0.599	0.032	0.0	0.0	0.35	0.0	0.019	0.0
18	-0.22143200195312487	0.0	0.0	0.0	0.0	0.836	0.0	0.162	0.002
19	-0.9335005566406204	0.392	0.0	0.0	0.0	0.18	0.0	0.428	0.0
20	-0.20603912109375	0.038	0.005	0.007	0.003	0.067	0.839	0.04	0.001
21	-0.9771649316406213	0.481	0.03	0.003	0.013	0.267	0.034	0.169	0.003
22	-0.9474209277343726	0.462	0.0	0.0	0.0	0.317	0.001	0.219	0.001
23	-0.9386091015624973	0.503	0.0	0.0	0.0	0.196	0.016	0.282	0.003
24	-0.5445391210937492	0.11	0.887	0.0	0.0	0.0	0.0	0.0	0.003
25	-0.9033569433593762	0.424	0.0	0.0	0.0	0.242	0.0	0.046	0.288
26	-0.7189592578125006	0.44	0.142	0.008	0.002	0.276	0.036	0.096	0.0
27	-0.9307764160156227	0.459	0.0	0.0	0.0	0.159	0.097	0.284	0.001
28	-0.948954541015622	0.462	0.004	0.007	0.011	0.348	0.03	0.135	0.003
29	-0.9500418164062471	0.484	0.0	0.0	0.0	0.319	0.004	0.194	-0.001
30	-0.156837783203125	0.023	0.0	0.0	0.794	0.113	0.061	0.009	0.0
31	-0.9335005566406204	0.485	0.0	0.0	0.0	0.106	0.006	0.401	0.002
32	-0.8755319042968743	0.455	0.001	0.001	0.0	0.295	0.16	0.088	0.0
33	-0.9494097265624972	0.505	0.0	0.0	0.0	0.303	0.006	0.187	-0.001
34	-0.9376322949218706	0.452	0.0	0.0	0.0	0.044	0.0	0.505	-0.001
35	-0.9490678613281222	0.527	0.0	0.0	0.0	0.295	0.002	0.175	0.001
36	-0.23910852539062546	0.053	0.088	0.028	0.008	0.011	0.054	0.757	0.001
37	-0.8772396777343769	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	-0.775576064453122	0.376	0.161	0.0	0.0	0.069	0.0	0.394	0.0
39	-0.5029122753906279	0.318	0.0	0.0	0.24	0.423	0.0	0.02	-0.001
40	-0.8946238378906254	0.435	0.031	0.008	0.029	0.027	0.44	0.026	0.004
41	-0.9681672167968703	0.504	0.019	0.009	0.015	0.086	0.195	0.172	0.0
42	-0.17103807617187408	0.021	0.01	0.833	0.02	0.088	0.016	0.012	0.0
43	-0.9398810742187464	0.47	0.0	0.0	0.0	0.129	0.11	0.291	0.0
44	-0.9151936523437443	0.271	0.011	0.001	0.002	0.061	0.342	0.31	0.002
