Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.30897749023437343	0.133	0.254	0.335	0.013	0.047	0.134	0.055	0.029
2	-0.320658203124999	0.071	0.007	0.676	0.038	0.006	0.106	0.005	0.091
3	-0.1633017578125003	0.011	0.14	0.292	0.014	0.082	0.224	0.151	0.086
4	-0.429637011718751	0.278	0.02	0.158	0.216	0.129	0.155	0.035	0.009
5	-0.22856010742187446	0.068	0.023	0.178	0.29	0.205	0.141	0.02	0.075
6	-0.3364358300781238	0.167	0.045	0.062	0.151	0.025	0.32	0.205	0.025
7	-0.2703218652343764	0.216	0.145	0.067	0.179	0.13	0.046	0.17	0.047
8	-0.2762946093750005	0.228	0.061	0.076	0.116	0.203	0.033	0.037	0.246
9	-0.5235544531249996	0.203	0.116	0.059	0.031	0.257	0.135	0.057	0.142
10	-0.1779967480468741	0.021	0.015	0.226	0.011	0.067	0.345	0.007	0.308
11	-0.3569272363281248	0.136	0.181	0.141	0.035	0.107	0.042	0.22	0.138
12	-0.23692276367187515	0.067	0.037	0.242	0.114	0.223	0.0	0.286	0.031
13	-0.17309450195312504	0.016	0.079	0.02	0.061	0.258	0.32	0.102	0.144
14	-0.40776302734374875	0.119	0.011	0.302	0.038	0.06	0.121	0.174	0.175
15	-0.11650741210937553	0.041	0.219	0.066	0.2	0.216	0.218	0.002	0.038
16	-0.2481557128906257	0.108	0.063	0.065	0.693	0.001	0.024	0.018	0.028
17	-0.2110842480468754	0.067	0.11	0.09	0.154	0.077	0.203	0.18	0.119
18	-0.20685542968749968	0.216	0.086	0.123	0.248	0.151	0.043	0.01	0.123
19	-0.5506658105468729	0.235	0.06	0.615	0.019	0.004	0.003	0.019	0.045
20	-0.21942678710937452	0.124	0.023	0.203	0.443	0.077	0.0	0.055	0.075
21	-0.6648202441406253	0.16	0.0	0.058	0.04	0.205	0.053	0.206	0.278
