Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.18734794921875034	0.057	0.086	0.048	0.004	0.132	0.4	0.012	0.261
2	-0.4113281835937494	0.198	0.055	0.14	0.102	0.081	0.189	0.062	0.173
3	-0.38405274414062496	0.113	0.143	0.129	0.048	0.122	0.167	0.245	0.033
4	-0.4637477734375005	0.174	0.084	0.14	0.087	0.093	0.174	0.127	0.121
5	-0.33659819335937424	0.211	0.083	0.169	0.113	0.081	0.102	0.164	0.077
6	-0.44901922851562565	0.148	0.092	0.124	0.069	0.103	0.208	0.125	0.131
7	-0.5619144628906265	0.164	0.078	0.096	0.036	0.102	0.146	0.112	0.266
8	-0.6077844921875014	0.161	0.069	0.055	0.0	0.108	0.109	0.098	0.4
9	-0.7121764746093765	0.179	0.071	0.0	0.0	0.203	0.059	0.078	0.41
10	-0.7100990820312505	0.162	0.053	0.0	0.0	0.314	0.0	0.032	0.439
11	-0.5827952343750009	0.23	0.185	0.0	0.0	0.27	0.0	0.006	0.309
12	-0.7419874414062512	0.176	0.0	0.0	0.0	0.288	0.045	0.119	0.372
13	-0.1970757421874998	0.034	0.0	0.0	0.0	0.267	0.0	0.104	0.595
14	-0.7652831347656261	0.266	0.009	0.0	0.0	0.308	0.058	0.074	0.285
15	-0.7864704101562494	0.226	0.059	0.0	0.0	0.313	0.054	0.123	0.225
16	-0.7595524511718751	0.255	0.0	0.0	0.0	0.474	0.0	0.113	0.158
17	-0.7691677636718752	0.211	0.026	0.0	0.0	0.447	0.124	0.064	0.128
18	-0.47662419921874977	0.244	0.022	0.155	0.0	0.508	0.047	0.024	0.0
19	-0.17595352539062495	0.0	0.053	0.0	0.782	0.0	0.062	0.104	-0.001
20	-0.10024567382812542	0.054	0.833	0.0	0.045	0.062	0.0	0.007	-0.001
21	-0.8234369726562519	0.851	0.0	0.068	0.0	0.0	0.003	0.078	0.0
22	-0.8772396777343769	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	-0.7689270312499998	0.751	0.086	0.015	0.012	0.066	0.05	0.016	0.004
24	-0.21504774414062403	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
25	-0.245561767578126	0.028	0.003	0.047	0.009	0.006	0.147	0.761	-0.001
26	-0.5619506933593758	0.839	0.0	0.0	0.161	0.0	0.0	0.0	0.0
27	-0.9263858300781245	0.618	0.056	0.015	0.003	0.021	0.185	0.102	-0.0
28	-0.9693414746093726	0.635	0.034	0.002	0.006	0.004	0.107	0.213	-0.001
29	-0.7020761132812494	0.474	0.232	0.04	0.009	0.017	0.045	0.183	0.0
30	-0.9591522460937466	0.475	0.0	0.0	0.0	0.0	0.198	0.327	0.0
31	-0.9213704003906196	0.486	0.009	0.038	0.001	0.013	0.266	0.187	0.0
32	-0.9736336816406203	0.525	0.021	0.005	0.003	0.083	0.193	0.169	0.001
33	-0.9164635156249984	0.362	0.031	0.012	0.005	0.309	0.18	0.1	0.001
34	-0.973298359374996	0.511	0.014	0.005	0.001	0.108	0.155	0.206	0.0
35	-0.9326171484374979	0.519	0.004	0.0	0.002	0.106	0.113	0.254	0.002
36	-0.9656812109374987	0.549	0.0	0.0	0.0	0.0	0.209	0.23	0.012
37	-0.9437747753906216	0.468	0.0	0.0	0.0	0.156	0.209	0.167	0.0
38	-0.9634046386718738	0.599	0.0	0.0	0.0	0.0	0.179	0.221	0.001
39	-0.9899979785156209	0.526	0.032	0.0	0.0	0.025	0.192	0.224	0.001
40	-0.9642952734374988	0.56	0.0	0.0	0.0	0.0	0.197	0.243	0.0
41	-0.996253623046873	0.467	0.009	0.0	0.0	0.0	0.135	0.187	0.202
42	-0.9729132519531211	0.361	0.062	0.0	0.0	0.113	0.22	0.243	0.001
43	-0.7591389160156233	0.441	0.138	0.0	0.0	0.014	0.229	0.177	0.001
44	-0.9049104687499943	0.327	0.004	0.011	0.002	0.171	0.149	0.336	0.0
45	-0.709530849609374	0.585	0.021	0.151	0.012	0.012	0.049	0.169	0.001
46	-0.9104758593749951	0.33	0.026	0.004	0.011	0.183	0.222	0.213	0.011
47	-0.9671299707031231	0.404	0.006	0.0	0.0	0.05	0.174	0.256	0.11
48	-0.9451874902343728	0.635	0.0	0.0	0.0	0.0	0.058	0.308	-0.001
49	-0.9518303027343719	0.461	0.0	0.0	0.0	0.096	0.178	0.229	0.036
50	-0.9775129394531232	0.542	0.0	0.0	0.0	0.0	0.147	0.193	0.118
51	-0.9555019628906185	0.392	0.074	0.011	0.026	0.04	0.132	0.325	0.0
52	-0.8764170605468702	0.447	0.085	0.0	0.0	0.0	0.0	0.464	0.004
53	-0.9261887207031205	0.495	0.081	0.0	0.0	0.038	0.112	0.274	0.0
54	-0.9716097851562493	0.465	0.0	0.0	0.0	0.0	0.133	0.249	0.153
55	-0.9469065820312494	0.669	0.0	0.0	0.0	0.0	0.181	0.15	0.0
56	-0.985118027343749	0.501	0.0	0.0	0.0	0.0	0.146	0.225	0.128
57	-0.9005638085937429	0.258	0.041	0.003	0.018	0.041	0.245	0.394	0.0
58	-0.2301638085937503	0.042	0.03	0.045	0.031	0.009	0.819	0.022	0.002
59	-0.9687811230468694	0.348	0.07	0.0	0.0	0.005	0.221	0.357	-0.001
60	-0.2849931250000006	0.105	0.055	0.015	0.172	0.627	0.017	0.009	0.0
61	-0.4906586132812522	0.426	0.058	0.002	0.17	0.0	0.03	0.313	0.001
62	-0.7267550292968716	0.302	0.121	0.002	0.003	0.049	0.132	0.391	0.0
