Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.3723176074218738	0.166	0.147	0.036	0.165	0.062	0.089	0.27	0.065
2	-0.14451878906250076	0.034	0.147	0.134	0.087	0.249	0.051	0.164	0.134
3	-0.2354164257812502	0.103	0.238	0.369	0.113	0.12	0.041	0.006	0.01
4	-0.5408112304687497	0.084	0.006	0.084	0.031	0.132	0.451	0.109	0.103
5	-0.1554965136718744	0.021	0.02	0.247	0.271	0.023	0.012	0.113	0.293
6	-0.8018202343749954	0.187	0.005	0.053	0.057	0.023	0.038	0.535	0.102
7	-0.8737727539062463	0.229	0.0	0.015	0.022	0.0	0.084	0.623	0.027
8	-0.6847457714843724	0.101	0.0	0.003	0.033	0.004	0.049	0.809	0.001
9	-0.642112578124999	0.095	0.005	0.001	0.065	0.053	0.275	0.503	0.003
10	-0.9297601562499958	0.563	0.0	0.0	0.0	0.016	0.019	0.402	0.0
11	-0.8451356054687527	0.789	0.003	0.017	0.032	0.013	0.093	0.052	0.001
12	-0.932230908203122	0.59	0.0	0.033	0.0	0.0	0.197	0.18	0.0
13	-0.8936057324218757	0.528	0.034	0.001	0.0	0.014	0.423	0.0	0.0
14	-0.6968893261718746	0.626	0.0	0.24	0.0	0.014	0.026	0.094	0.0
15	-0.4530749999999986	0.077	0.018	0.028	0.027	0.005	0.844	0.001	0.0
16	-0.8667179687500005	0.611	0.007	0.01	0.013	0.19	0.108	0.061	0.0
17	-0.9044390429687512	0.62	0.0	0.0	0.0	0.003	0.267	0.111	-0.001
18	-0.988288603515621	0.509	0.007	0.003	0.001	0.003	0.165	0.312	0.0
19	-0.7087266992187515	0.611	0.24	0.0	0.0	0.0	0.149	0.0	0.0
20	-0.5577251660156269	0.585	0.0	0.0	0.259	0.015	0.09	0.052	-0.001
21	-0.7675170703124965	0.362	0.0	0.111	0.0	0.031	0.088	0.4	0.008
22	-0.19572791992187502	0.063	0.0	0.051	0.0	0.882	0.003	0.0	0.001
23	-0.9454466015624965	0.529	0.003	0.0	0.002	0.0	0.11	0.353	0.003
24	-0.8607018457031254	0.724	0.0	0.0	0.0	0.089	0.177	0.01	0.0
25	-0.9791389355468706	0.467	0.023	0.0	0.003	0.02	0.309	0.178	0.0
26	-0.5241354199218737	0.122	0.852	0.007	0.0	0.003	0.0	0.015	0.001
27	-0.9593377832031239	0.491	0.0	0.0	0.0	0.002	0.267	0.239	0.001
28	-0.9422128710937467	0.66	0.0	0.0	0.0	0.001	0.005	0.335	-0.001
29	-0.9535288281249984	0.464	0.0	0.0	0.0	0.005	0.351	0.18	0.0
30	-0.9451545019531215	0.468	0.0	0.0	0.0	0.107	0.244	0.181	0.0
31	-0.86733111328125	0.431	0.001	0.0	0.0	0.094	0.406	0.066	0.002
32	-0.5130880468749983	0.102	0.0	0.767	0.0	0.006	0.102	0.024	-0.001
33	-0.9630603710937456	0.442	0.059	0.0	0.0	0.0	0.021	0.479	-0.001
34	-0.9663449609374977	0.598	0.0	0.0	0.0	0.001	0.123	0.278	0.0
35	-0.9622889843749981	0.57	0.0	0.0	0.0	0.001	0.15	0.278	0.001
36	-0.9600216406249984	0.502	0.0	0.0	0.0	0.0	0.232	0.265	0.001
37	-0.9603154296874987	0.542	0.002	0.0	0.0	0.002	0.198	0.257	-0.001
38	-0.9614364746093739	0.484	0.001	0.0	0.0	0.0	0.271	0.241	0.003
39	-0.17793138671875008	0.042	0.441	0.0	0.0	0.0	0.041	0.477	-0.001
40	-0.9796597753906224	0.426	0.065	0.0	0.0	0.0	0.246	0.263	0.0
41	-0.8969896386718719	0.486	0.087	0.0	0.0	0.0	0.175	0.251	0.001
42	-0.9601714257812487	0.464	0.0	0.0	0.0	0.0	0.272	0.26	0.004
43	-0.635408857421877	0.323	0.234	0.006	0.0	0.0	0.409	0.025	0.003
44	-0.6935747753906273	0.364	0.0	0.25	0.02	0.0	0.365	0.0	0.001
45	-0.9405641601562467	0.401	0.0	0.0	0.0	0.0	0.0	0.599	0.0
46	-0.961296591796873	0.462	0.0	0.0	0.0	0.0	0.253	0.284	0.001
47	-0.9612348437499987	0.463	0.0	0.0	0.0	0.0	0.277	0.259	0.001
48	-0.9601051562499985	0.487	0.0	0.0	0.0	0.004	0.296	0.212	0.001
49	-0.9595705468749987	0.459	0.001	0.0	0.0	0.001	0.282	0.257	0.0
50	-0.1577572949218749	0.0	0.0	0.0	0.87	0.124	0.005	0.0	0.001
51	-0.9660298632812467	0.506	0.027	0.01	0.01	0.206	0.002	0.24	-0.001
52	-0.9472987597656226	0.795	0.0	0.0	0.0	0.016	0.0	0.187	0.002
53	-0.9941162890624976	0.396	0.022	0.0	0.0	0.0	0.282	0.173	0.127
54	-0.9396901855468729	0.637	0.0	0.0	0.0	0.123	0.003	0.236	0.001
55	-0.9335005566406204	0.44	0.0	0.0	0.0	0.17	0.001	0.389	0.0
56	-0.9021925195312497	0.501	0.0	0.0	0.0	0.375	0.003	0.119	0.002
57	-0.9566070019531207	0.479	0.0	0.0	0.0	0.1	0.129	0.292	0.0
58	-0.9862417382812496	0.44	0.0	0.0	0.0	0.0	0.0	0.212	0.348
59	-0.9762154492187494	0.403	0.0	0.0	0.0	0.0	0.202	0.17	0.225
60	-1.0199668066406238	0.374	0.0	0.0	0.0	0.0	0.0	0.387	0.239
61	-0.9050476367187519	0.359	0.0	0.0	0.0	0.0	0.0	0.0	0.641
62	-1.0071671679687486	0.337	0.0	0.0	0.0	0.0	0.0	0.408	0.255
63	-1.0271030566406232	0.357	0.0	0.0	0.0	0.0	0.0	0.394	0.249
64	-1.026286074218748	0.351	0.0	0.0	0.0	0.0	0.0	0.397	0.252
65	-1.0316290039062486	0.348	0.0	0.0	0.0	0.0	0.0	0.401	0.251
66	-0.9768078613281228	0.431	0.0	0.0	0.0	0.156	0.0	0.186	0.227
67	-1.017423652343749	0.339	0.0	0.0	0.0	0.0	0.0	0.411	0.25
68	-0.6949183496093766	0.462	0.183	0.0	0.0	0.323	0.031	0.0	0.001
69	-1.0294888476562485	0.35	0.0	0.0	0.0	0.0	0.0	0.396	0.254
70	-1.026286074218748	0.357	0.0	0.0	0.0	0.0	0.0	0.378	0.265
71	-0.5960170898437506	0.365	0.0	0.0	0.13	0.0	0.0	0.505	0.0
72	-0.9858016992187493	0.299	0.0	0.0	0.0	0.0	0.0	0.306	0.395
73	-0.9774705664062479	0.195	0.0	0.0	0.0	0.0	0.0	0.525	0.28
74	-0.9050476367187519	0.606	0.0	0.0	0.0	0.0	0.0	0.0	0.394
75	-1.0293547656249982	0.386	0.0	0.0	0.0	0.0	0.0	0.354	0.26
76	-0.26240669921875037	0.043	0.038	0.0	0.0	0.269	0.067	0.582	0.001
77	-0.22622369140624998	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.856
78	-0.8334326855468686	0.138	0.026	0.0	0.0	0.0	0.514	0.322	0.0
79	-0.2504957910156243	0.006	0.0	0.432	0.0	0.0	0.0	0.559	0.003
80	-0.719967236328126	0.436	0.0	0.564	0.0	0.0	0.0	0.0	0.0
81	-0.6702224414062495	0.418	0.0	0.205	0.0	0.335	0.0	0.042	0.0
82	-0.787890302734372	0.289	0.094	0.0	0.0	0.0	0.0	0.561	0.056
83	-0.9193730078125036	0.47	0.0	0.0	0.0	0.0	0.235	0.0	0.295
84	-0.9487660058593733	0.348	0.0	0.0	0.0	0.0	0.106	0.372	0.174
85	-0.11786640625000036	0.038	0.557	0.011	0.373	0.0	0.0	0.021	0.0
86	-0.4075704882812502	0.091	0.0	0.123	0.32	0.0	0.463	0.002	0.001
87	-0.2629152636718752	0.0	0.0	0.0	0.0	0.0	0.534	0.466	0.0
88	-0.6640465039062496	0.265	0.011	0.002	0.112	0.0	0.41	0.2	0.0
89	-0.8943558007812511	0.488	0.0	0.0	0.0	0.179	0.0	0.0	0.333
90	-0.8398247656250011	0.311	0.017	0.005	0.0	0.0	0.645	0.021	0.001
91	-0.23572329101562467	0.037	0.035	0.433	0.0	0.0	0.494	0.0	0.001
92	-0.1874623437500001	0.059	0.0	0.0	0.409	0.53	0.0	0.0	0.002
93	-0.8662552929687495	0.452	0.013	0.084	0.0	0.0	0.299	0.152	0.0
