Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.604534882812497	0.257	0.064	0.144	0.088	0.017	0.039	0.371	0.02
2	-0.49632580078124977	0.187	0.096	0.214	0.008	0.365	0.007	0.111	0.012
3	-0.6135652050781216	0.269	0.065	0.15	0.085	0.016	0.036	0.366	0.013
4	-0.719242148437496	0.35	0.058	0.136	0.079	0.01	0.055	0.312	0.0
5	-0.8327756542968705	0.434	0.052	0.078	0.087	0.046	0.064	0.239	0.0
6	-0.8413397265624994	0.602	0.016	0.03	0.092	0.0	0.144	0.117	-0.001
7	-0.6946322460937506	0.576	0.199	0.029	0.033	0.038	0.026	0.099	0.0
8	-0.581421650390626	0.405	0.005	0.043	0.291	0.009	0.164	0.084	-0.001
9	-0.6784156152343745	0.542	0.012	0.167	0.016	0.111	0.037	0.115	-0.0
10	-0.9373117187499953	0.552	0.009	0.037	0.025	0.004	0.164	0.209	-0.0
11	-0.13048073242187525	0.004	0.814	0.0	0.0	0.0	0.061	0.121	0.0
12	-0.2421543261718758	0.037	0.002	0.0	0.042	0.046	0.721	0.152	0.0
13	-0.9534850195312462	0.439	0.009	0.023	0.025	0.072	0.036	0.396	0.0
14	-0.5996435644531256	0.116	0.0	0.0	0.03	0.844	0.0	0.01	0.0
15	-0.246324326171875	0.033	0.001	0.003	0.014	0.244	0.012	0.693	0.0
16	-0.9827754199218715	0.461	0.059	0.002	0.0	0.051	0.18	0.245	0.002
17	-0.939793935546872	0.547	0.0	0.0	0.0	0.0	0.088	0.364	0.001
18	-0.921950566406249	0.493	0.0	0.0	0.001	0.208	0.048	0.249	0.001
19	-0.9482716601562466	0.503	0.0	0.0	0.0	0.012	0.168	0.317	0.0
20	-0.8599735546875004	0.537	0.003	0.0	0.0	0.099	0.352	0.008	0.001
21	-0.17198728515624895	0.0	0.009	0.757	0.006	0.148	0.05	0.031	-0.001
22	-0.9613589550781253	0.436	0.0	0.0	0.0	0.039	0.029	0.282	0.214
23	-0.9482622558593717	0.51	0.001	0.0	0.0	0.107	0.18	0.202	0.0
24	-0.15133999999999986	0.0	0.038	0.0	0.937	0.025	0.0	0.0	0.0
25	-0.9737194042968721	0.513	0.067	0.0	0.0	0.0	0.244	0.176	0.0
26	-0.9977608593749969	0.459	0.034	0.0	0.0	0.0	0.176	0.185	0.146
27	-0.9802191992187518	0.418	0.0	0.0	0.0	0.0	0.233	0.128	0.221
28	-0.849153974609377	0.396	0.086	0.0	0.0	0.0	0.231	0.0	0.287
29	-0.7769919042968718	0.418	0.158	0.001	0.007	0.045	0.006	0.365	0.0
30	-0.8838129003906215	0.33	0.0	0.0	0.0	0.249	0.207	0.214	0.0
31	-0.9679277441406218	0.421	0.0	0.0	0.0	0.023	0.178	0.209	0.169
32	-0.19632557617187457	0.0	0.0	0.0	0.0	0.624	0.376	0.0	0.0
33	-0.9311284179687455	0.429	0.0	0.0	0.0	0.14	0.093	0.338	0.0
34	-0.9709974804687483	0.47	0.0	0.0	0.0	0.0	0.213	0.193	0.124
35	-0.9688673730468732	0.465	0.0	0.0	0.0	0.0	0.185	0.196	0.154
36	-0.9922173144531216	0.464	0.036	0.0	0.0	0.0	0.231	0.188	0.081
37	-0.8667609960937503	0.493	0.0	0.0	0.0	0.507	0.0	0.0	0.0
38	-0.9756582421874964	0.447	0.06	0.0	0.0	0.009	0.243	0.186	0.055
39	-1.0018555175781216	0.465	0.041	0.0	0.0	0.0	0.204	0.186	0.104
40	-0.8075670507812516	0.332	0.0	0.0	0.0	0.282	0.0	0.0	0.386
41	-0.9999383789062468	0.466	0.046	0.0	0.0	0.0	0.196	0.184	0.108
42	-0.7922325781249958	0.468	0.019	0.007	0.101	0.005	0.032	0.368	0.0
43	-0.46122309570312736	0.244	0.004	0.0	0.282	0.45	0.0	0.021	-0.001
44	-0.22534401367187515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
45	-0.727242480468753	0.455	0.002	0.122	0.0	0.0	0.302	0.119	0.0
46	-0.8600651757812504	0.462	0.0	0.0	0.0	0.325	0.212	0.001	0.0
47	-0.9835036523437454	0.453	0.052	0.0	0.0	0.043	0.181	0.145	0.126
48	-0.8772396777343769	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	-0.8979791601562431	0.525	0.0	0.049	0.0	0.085	0.0	0.341	0.0
50	-0.9592839257812452	0.434	0.031	0.001	0.0	0.0	0.07	0.464	0.0
51	-0.996684062499997	0.473	0.049	0.0	0.0	0.0	0.174	0.179	0.125
52	-0.937010195312498	0.378	0.0	0.0	0.0	0.384	0.0	0.238	0.0
53	-0.9680777148437505	0.34	0.0	0.0	0.0	0.185	0.0	0.24	0.235
54	-0.947287167968747	0.423	0.061	0.0	0.0	0.279	0.095	0.142	0.0
55	-0.9317509960937453	0.423	0.0	0.0	0.0	0.067	0.0	0.51	0.0
56	-0.9278969921874978	0.382	0.0	0.0	0.0	0.197	0.088	0.16	0.173
57	-0.9557240136718729	0.359	0.0	0.0	0.0	0.051	0.0	0.378	0.212
58	-0.7641287011718718	0.256	0.086	0.0	0.0	0.341	0.047	0.271	-0.001
59	-0.7811127636718758	0.63	0.089	0.0	0.036	0.23	0.012	0.002	0.001
60	-0.9854641113281224	0.5	0.069	0.0	0.0	0.0	0.168	0.223	0.04
61	-0.8766990820312522	0.701	0.0	0.0	0.0	0.0	0.298	0.0	0.001
62	-0.9932346289062468	0.457	0.052	0.0	0.0	0.0	0.188	0.173	0.13
63	-0.7194115136718763	0.851	0.109	0.0	0.0	0.0	0.037	0.0	0.003
64	-0.9954739355468719	0.463	0.051	0.0	0.0	0.0	0.189	0.175	0.122
65	-0.8776010253906273	0.456	0.0	0.0	0.0	0.0	0.504	0.039	0.001
66	-0.9697035156249969	0.405	0.051	0.0	0.058	0.295	0.0	0.192	-0.001
67	-0.5000403808593792	0.253	0.0	0.0	0.187	0.045	0.512	0.002	0.001
68	-0.9900544628906222	0.46	0.045	0.0	0.037	0.0	0.207	0.164	0.087
69	-0.9976923535156262	0.382	0.0	0.0	0.0	0.0	0.0	0.132	0.486
