Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.42939115234375197	0.322	0.06	0.04	0.24	0.122	0.106	0.03	0.08
2	-0.18894331054687508	0.044	0.006	0.06	0.063	0.622	0.043	0.02	0.142
3	-0.11553168945312565	0.03	0.227	0.02	0.085	0.354	0.125	0.024	0.135
4	-0.44580125976562623	0.361	0.038	0.043	0.26	0.09	0.103	0.031	0.074
5	-0.49795644531250227	0.557	0.112	0.008	0.163	0.0	0.067	0.093	0.0
6	-0.9006315234374946	0.707	0.007	0.047	0.01	0.064	0.018	0.148	-0.001
7	-0.8524735449218726	0.35	0.0	0.088	0.0	0.002	0.0	0.56	0.0
8	-0.5629558691406211	0.101	0.001	0.592	0.005	0.004	0.005	0.292	0.0
9	-0.25613590820312526	0.03	0.016	0.081	0.0	0.0	0.0	0.873	0.0
10	-0.7005841113281207	0.337	0.011	0.212	0.047	0.02	0.026	0.347	0.0
11	-0.7426016992187499	0.635	0.004	0.085	0.002	0.079	0.157	0.037	0.001
12	-0.9671563281249985	0.585	0.025	0.021	0.03	0.004	0.079	0.255	0.001
13	-0.781328193359377	0.204	0.0	0.004	0.0	0.0	0.682	0.11	0.0
14	-0.9055457031249954	0.563	0.008	0.083	0.015	0.007	0.012	0.312	0.0
15	-0.9525427832031205	0.472	0.006	0.018	0.034	0.062	0.071	0.337	0.0
16	-0.9011930957031188	0.266	0.024	0.067	0.026	0.004	0.284	0.33	-0.001
17	-0.9672011816406196	0.347	0.011	0.002	0.003	0.032	0.161	0.443	0.001
18	-0.19607496093749988	0.0	0.0	0.0	0.914	0.0	0.028	0.057	0.001
19	-1.007234746093746	0.461	0.033	0.017	0.038	0.005	0.142	0.3	0.004
20	-0.9642952734374988	0.429	0.0	0.0	0.0	0.0	0.328	0.243	0.0
21	-0.23150258789062422	0.01	0.0	0.367	0.015	0.0	0.502	0.104	0.002
22	-0.9575049414062464	0.452	0.0	0.0	0.0	0.0	0.196	0.352	0.0
23	-0.9277324804687463	0.453	0.0	0.0	0.021	0.036	0.049	0.441	0.0
24	-0.9580288574218713	0.495	0.0	0.0	0.0	0.0	0.14	0.365	0.0
25	-0.6764785253906233	0.207	0.218	0.041	0.006	0.047	0.035	0.444	0.002
26	-1.0329484960937507	0.386	0.0	0.0	0.0	0.0	0.131	0.253	0.23
27	-0.5929837695312509	0.321	0.0	0.0	0.135	0.0	0.166	0.362	0.016
28	-0.9851587695312451	0.54	0.007	0.0	0.0	0.002	0.123	0.328	0.0
29	-0.8031587402343712	0.42	0.052	0.1	0.015	0.041	0.161	0.209	0.002
30	-0.9582634765624964	0.499	0.0	0.0	0.0	0.0	0.156	0.345	0.0
31	-0.12060664062499991	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
32	-0.9624136425781207	0.622	0.009	0.0	0.0	0.001	0.008	0.357	0.003
33	-0.9347235742187453	0.52	0.0	0.0	0.0	0.11	0.01	0.36	0.0
34	-0.8736115234375021	0.478	0.003	0.0	0.0	0.004	0.513	0.0	0.002
35	-0.9591522460937466	0.46	0.0	0.0	0.0	0.0	0.214	0.326	0.0
36	-0.633066328125002	0.333	0.179	0.0	0.0	0.0	0.411	0.077	0.0
37	-0.7718702539062451	0.416	0.096	0.065	0.006	0.042	0.009	0.364	0.002
38	-0.9550830273437456	0.439	0.0	0.0	0.0	0.077	0.165	0.317	0.002
39	-0.9424782128906223	0.567	0.0	0.0	0.0	0.0	0.09	0.33	0.013
40	-0.9608804492187466	0.516	0.0	0.0	0.0	0.0	0.151	0.332	0.001
41	-0.9593934960937466	0.507	0.0	0.0	0.0	0.0	0.163	0.329	0.001
42	-0.27420748046875076	0.036	0.0	0.022	0.0	0.0	0.418	0.524	0.0
43	-0.1796428124999987	0.011	0.01	0.543	0.409	0.012	0.006	0.011	-0.002
44	-0.13865709960937495	0.006	0.522	0.472	0.0	0.0	0.0	0.0	0.0
45	-0.8885349804687501	0.575	0.016	0.008	0.026	0.325	0.001	0.049	0.0
46	-0.7820545507812495	0.516	0.098	0.013	0.01	0.029	0.087	0.247	0.0
47	-0.9659210742187473	0.439	0.0	0.0	0.0	0.003	0.272	0.286	0.0
48	-0.9591522460937466	0.483	0.0	0.0	0.0	0.0	0.189	0.327	0.001
49	-0.9442543066406254	0.325	0.0	0.0	0.0	0.0	0.228	0.234	0.213
50	-0.20311374023437462	0.01	0.019	0.0	0.0	0.296	0.674	0.001	0.0
51	-0.8581902734374959	0.281	0.0	0.0	0.0	0.307	0.0	0.406	0.006
52	-0.9372387499999953	0.534	0.0	0.0	0.0	0.12	0.0	0.346	0.0
53	-0.21426215820312391	0.022	0.0	0.262	0.008	0.226	0.0	0.481	0.001
54	-0.9510587597656254	0.434	0.0	0.0	0.0	0.0	0.109	0.281	0.176
55	-0.9591522460937466	0.457	0.0	0.0	0.0	0.0	0.218	0.325	0.0
56	-0.9558503125000026	0.292	0.0	0.0	0.0	0.0	0.09	0.243	0.375
57	-0.8428067773437486	0.454	0.001	0.034	0.007	0.442	0.001	0.06	0.001
58	-0.9601860058593736	0.414	0.0	0.0	0.0	0.0	0.331	0.255	0.0
59	-0.719967236328126	0.558	0.0	0.441	0.0	0.0	0.0	0.0	0.001
60	-0.918578994140616	0.342	0.061	0.041	0.002	0.041	0.206	0.307	0.0
61	-0.9360835742187475	0.477	0.0	0.0	0.0	0.241	0.006	0.275	0.001
62	-0.973234638671873	0.408	0.0	0.0	0.0	0.0	0.147	0.304	0.141
63	-0.972360039062498	0.407	0.0	0.0	0.0	0.0	0.15	0.304	0.139
64	-0.22404239257812578	0.047	0.0	0.001	0.395	0.001	0.542	0.011	0.003
65	-0.8600651757812504	0.439	0.0	0.0	0.0	0.244	0.318	0.0	-0.001
66	-0.9727833886718729	0.411	0.0	0.0	0.0	0.0	0.157	0.302	0.13
67	-0.8787302636718752	0.438	0.0	0.0	0.061	0.272	0.141	0.088	0.0
68	-1.0110659277343748	0.366	0.0	0.0	0.0	0.0	0.137	0.192	0.305
69	-0.42192473632812405	0.088	0.0	0.789	0.0	0.123	0.0	0.0	0.0
70	-0.11316989257812508	0.0	0.529	0.0	0.462	0.0	0.008	0.0	0.001
71	-0.6681205761718746	0.477	0.0	0.189	0.0	0.321	0.0	0.0	0.013
72	-0.7316154296875036	0.39	0.0	0.11	0.0	0.0	0.499	0.001	0.0
73	-0.9687834082031251	0.404	0.0	0.0	0.0	0.0	0.151	0.266	0.179
74	-0.945382832031247	0.414	0.0	0.0	0.0	0.118	0.19	0.278	0.0
75	-0.9688710546875002	0.405	0.0	0.0	0.0	0.0	0.144	0.269	0.182
76	-0.8772396777343769	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	-0.9671060546875	0.403	0.0	0.0	0.0	0.0	0.149	0.271	0.177
78	-0.9671060546875	0.402	0.0	0.0	0.0	0.0	0.15	0.271	0.177
79	-0.947065214843747	0.671	0.0	0.0	0.0	0.0	0.0	0.329	0.0
80	-0.9688710546875002	0.405	0.0	0.0	0.0	0.0	0.144	0.268	0.183
81	-0.9811428320312505	0.407	0.0	0.0	0.0	0.0	0.134	0.258	0.201
82	-0.8164002050781273	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.701
83	-0.6248210546875005	0.553	0.0	0.0	0.116	0.0	0.084	0.247	0.0
84	-0.9748870898437473	0.402	0.0	0.0	0.0	0.0	0.173	0.305	0.12
85	-0.9745203710937475	0.401	0.0	0.0	0.0	0.0	0.173	0.305	0.121
86	-0.8694847070312486	0.308	0.0	0.0	0.018	0.425	0.0	0.249	0.0
87	-0.1586603320312496	0.0	0.542	0.0	0.0	0.0	0.023	0.434	0.001
88	-0.9733628417968725	0.399	0.0	0.0	0.0	0.0	0.172	0.306	0.123
89	-0.9303949902343734	0.351	0.0	0.0	0.0	0.284	0.103	0.259	0.003
90	-0.7055120996093751	0.458	0.49	0.021	0.002	0.016	0.004	0.007	0.002
91	-0.20912899414062483	0.0	0.03	0.0	0.523	0.127	0.0	0.319	0.001
92	-0.7116896777343761	0.818	0.0	0.182	0.0	0.0	0.0	0.0	0.0
93	-0.6971428125000024	0.351	0.0	0.385	0.017	0.0	0.247	0.0	0.0
94	-1.0130209960937526	0.36	0.0	0.0	0.0	0.0	0.098	0.236	0.306
95	-0.9702719433593732	0.396	0.0	0.0	0.0	0.0	0.152	0.298	0.154
96	-0.9690488867187483	0.396	0.0	0.0	0.0	0.0	0.154	0.298	0.152
97	-0.170665585937499	0.024	0.0	0.508	0.0	0.421	0.046	0.0	0.001
98	-0.1248607324218749	0.0	0.508	0.0	0.0	0.0	0.492	0.0	0.0
99	-0.22534401367187515	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.998
100	-0.8743921289062523	0.8	0.0	0.0	0.0	0.003	0.178	0.02	-0.001
101	-0.896266855468742	0.317	0.045	0.001	0.005	0.078	0.078	0.476	0.0
102	-1.0456976953124997	0.356	0.0	0.002	0.0	0.0	0.136	0.238	0.268
103	-0.7100602441406257	0.711	0.248	0.002	0.004	0.008	0.026	0.0	0.001
104	-0.9632740820312471	0.413	0.006	0.02	0.031	0.339	0.004	0.186	0.001
105	-0.8860067675781259	0.6	0.008	0.001	0.017	0.016	0.356	0.001	0.001
106	-1.0333326562500007	0.391	0.0	0.0	0.0	0.0	0.122	0.255	0.232
107	-1.0302836132812516	0.394	0.0	0.0	0.0	0.0	0.108	0.25	0.248
108	-1.0236316992187526	0.398	0.0	0.0	0.0	0.0	0.088	0.244	0.27
109	-1.0087369726562523	0.405	0.0	0.0	0.0	0.0	0.064	0.238	0.293
110	-1.0040182324218767	0.409	0.0	0.0	0.0	0.0	0.051	0.235	0.305
111	-0.9952573046875016	0.409	0.0	0.0	0.0	0.0	0.05	0.233	0.308
112	-0.9924569238281264	0.405	0.0	0.0	0.0	0.0	0.06	0.233	0.302
113	-0.9936317871093765	0.402	0.0	0.0	0.0	0.0	0.067	0.233	0.298
114	-0.9902327832031264	0.4	0.0	0.0	0.0	0.0	0.071	0.233	0.296
115	-0.9950471289062512	0.397	0.0	0.0	0.0	0.0	0.076	0.233	0.294
116	-1.037409267578124	0.402	0.0	0.0	0.0	0.0	0.0	0.306	0.292
117	-0.9086026367187532	0.379	0.0	0.0	0.0	0.0	0.242	0.0	0.379
118	-0.6932418945312515	0.477	0.175	0.0	0.0	0.341	0.0	0.0	0.007
119	-0.9419254882812489	0.39	0.0	0.0	0.0	0.145	0.341	0.124	0.0
120	-0.8925521289062505	0.401	0.0	0.0	0.0	0.226	0.0	0.0	0.373
121	-0.7980124511718741	0.382	0.0	0.116	0.0	0.0	0.265	0.236	0.001
122	-0.8930776367187496	0.33	0.0	0.0	0.0	0.12	0.193	0.123	0.234
123	-0.8933542968749995	0.701	0.04	0.003	0.021	0.169	0.015	0.049	0.002
124	-1.0203046093750012	0.405	0.0	0.0	0.0	0.0	0.038	0.282	0.275
