Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.814812597656243	0.1741522650202577	0.055267622044170794	0.036250556462174455	0.0017441091760304062	0.22861306068371656	0.06673948067267921	0.3674842556612762	0.06974865027969468
2	-0.338173291015625	0.1584347063221001	0.06760408791708705	0.013850688321330296	0.33112703028711477	0.16580210463789957	0.020713438116244598	0.23597926874773556	0.006488675650488052
3	-0.32881989257812505	0.1639783660946038	0.05459693524569342	0.013695848617130135	0.2672526308307476	0.2916473873403348	0.0025485402671459045	0.045588614241058645	0.1606916773632857
4	-0.7086128124999962	0.16023400910215277	0.046785041327398545	0.043894777527348015	0.0	0.22546955633934462	0.07737162874877672	0.44622162341617266	2.336353880671993e-05
5	-0.8493967285156167	0.2575567311887602	0.06345879312698782	0.03448262263423941	0.0	0.238425129791038	0.08280776651358748	0.3232686643063613	2.9243902588405035e-07
6	-0.7763784082031209	0.1830320456922838	0.09067372898728446	0.02721008895580649	0.0	0.23418300675909054	0.19031808518127943	0.27458270965896725	3.3476528804587957e-07
7	-0.7145735253906219	0.22722477855511988	0.19414522222149763	0.014150692364397463	0.0	0.24942602215789683	0.004059176629602563	0.31099363582014494	4.722513406996143e-07
8	-0.639820371093747	0.23628026728066148	0.0	0.1335242186107556	0.0	0.23349955949512677	0.06424620463158039	0.287319831599237	0.04512991838263869
9	-0.8436631249999934	0.2525963108196765	0.07507537663600691	0.0	0.0	0.1811120923177607	0.10904506275794142	0.34497263197667644	0.03719852549193803
10	-0.16074266601562515	0.0	0.08615276775117821	0.04341026564324585	0.008419621205159777	0.12215367101595552	0.6594675087681843	0.08039607722903024	8.838724618875915e-08
11	-0.16333402343749928	0.016190671441259595	0.11789866198922817	0.8437049065886929	0.0036105955371842275	0.010591919246092216	0.00800324383569115	0.0	1.361851631465072e-09
12	-0.9240748730468752	0.7511781392279314	0.05575033974577382	0.0	0.0	0.005918586665870674	0.07591367357258419	0.11123925382886879	6.95897117708455e-09
13	-0.7618750097656247	0.6350893669590356	0.14111494908191763	0.0	0.0	0.0	0.043978908503849806	0.1776777376360244	0.0021390378191725734
14	-0.8374682031250013	0.7604359362734792	0.08109942869172086	0.00075107393987088	0.030589652316574	0.059354380239672974	0.048221983499677414	0.01953714105942384	1.0403979580964062e-05
15	-0.9066317578124997	0.6377946321191369	0.057221354714391104	0.02438260538854566	0.005307329557141142	0.028961086450981804	0.19448350550419888	0.05173574634907146	0.00011373991653307325
16	-0.8868026074218736	0.610891431753049	0.0427476017937087	0.02630302193705972	0.0009011892461431727	0.04508892492988011	0.23645041506451303	0.03760534570539161	1.2069570254569228e-05
17	-0.9257171679687471	0.5583730149458846	0.0	0.0	0.0	0.07563837304635262	0.18398512079950832	0.18117930303514077	0.0008241881731135825
18	-0.10649088867187513	0.0	0.8420786817978133	0.0	0.0	0.015669349892102474	0.041280783255616314	0.09787376798957592	0.003097417064891972
19	-0.6101951464843745	0.10463222936161264	0.015288165809127542	0.0	0.0	0.7393224764789822	0.022414737948958933	0.11725852804340385	0.0010838623579148
20	-0.8617007421874998	0.744253909362776	0.001781289394592613	0.0120335707706434	0.0005173499455807649	0.06907210480632482	0.12963868173212817	0.04269972934741299	3.364640541292374e-06
21	-0.9103900195312491	0.6011108561108239	0.004970941222846449	0.0019307927246789297	0.0265488641904352	0.0713604633775036	0.04287310482185936	0.24650719304562901	0.00469778450622349
22	-0.8516430273437496	0.6078307506634096	0.0	0.0	0.0	0.21781485416492855	0.09377717885279538	0.07985133573097102	0.0007258805878954666
23	-0.9276554199218724	0.45881734783924377	0.003051561756493756	0.008694610797770612	0.003276272478678975	0.07228369782133648	0.21503987006924385	0.2374933497942721	0.0013432894429605824
24	-0.9274031835937456	0.4937388284933112	0.0	0.0	0.0	0.013999436266210762	0.1644625508256896	0.3267550400739303	0.0010441443408580886
25	-0.9393953222656224	0.58461398435825	0.0	0.0	0.0	0.0011170542579491123	0.21054364628814248	0.20372246806271976	2.847032938735339e-06
26	-0.9366362695312493	0.7172868519778447	0.0	0.0	0.0	0.0	0.1600526591762659	0.12258707802037992	7.341082550949007e-05
27	-0.8812270898437499	0.581088725120116	0.0017142556321357043	0.0	0.0	0.0006688249452046491	0.3188941323534289	0.09763304593257907	1.0160165356820627e-06
28	-0.8671165234375003	0.679402631697533	0.0	0.0	0.0	0.0	0.31454714974921527	0.00112484404606831	0.004925374507183444
29	-0.9116798730468731	0.5208274528274134	0.0	0.0	0.0	0.22061127060803665	0.0645220599890226	0.19403193002228716	7.286553240226645e-06
30	-0.9317137402343723	0.590147499413171	0.0	0.0	0.0	0.04827722267842742	0.19371329775311538	0.16785994222122927	2.0379340569531834e-06
31	-0.9260945507812471	0.5177513470276689	0.0	0.0	0.0	0.07238327958450413	0.1603288036872823	0.24667167131855358	0.00286489838199111
32	-0.9335680078124979	0.6888791471229488	0.0	0.0	0.0	9.529200496195326e-05	0.16564719029474922	0.14527078358666468	0.0001075869906752569
33	-0.8634166699218704	0.18627276068228302	0.005032255628821005	0.010950137884635598	0.003664709488792271	0.4649383153387432	4.6160870935961525e-05	0.3290954971216524	1.6298413652027222e-07
34	-0.9168260058593771	0.5448735239554109	0.0	0.0	0.0	0.0	0.11533204233989383	0.046840620706186144	0.2929538129985092
35	-0.23193171874999965	0.0	0.0	0.0	0.0	0.33050095615156444	0.0	0.2849396345854044	0.3845594092630311
36	-0.8763252148437514	1.0	0.0	0.0	0.0	0.0	0.0	9.782054900657527e-31	0.0
37	-0.5519472070312511	0.5363441900591288	4.488212914879052e-05	0.015255119285480366	0.2959422349549299	0.02880237677357978	0.04343795472517459	0.08012879828072736	4.444379183043967e-05
38	-0.9232081640624983	0.7170955415389315	0.0	0.0	0.0	0.0	0.10154723193427995	0.17811926781917897	0.0032379587076095673
39	-0.9424837890624973	0.6231198715242621	0.0	0.0	0.0	0.0	0.17393221323937985	0.2015948305889863	0.0013530846473717162
40	-0.9684417968749982	0.4026096873259973	0.0	0.0	0.0	0.0	0.19884283200859085	0.20801924628422297	0.19052823438118893
41	-0.8260837597656231	0.39365914927095674	0.0	0.0	0.10297900591754713	0.0	0.354863406803937	0.1484984356123981	2.3951610694794567e-09
42	-0.8773049414062505	0.4461132379746025	0.0013065143374675252	0.0033927479003042875	0.004265735510997001	0.464157102854309	0.01598159720202043	0.06448544915326383	0.0002976150670354061
43	-0.9247261328124946	0.32037866029158885	0.0	0.0	0.0	0.0	0.3488866730285018	0.33073464440356765	2.227634166018788e-08
44	-0.6591412207031238	0.6494910921899334	0.008078115901337963	0.20990311022638167	0.03396742873142815	0.01985825436507071	0.02722812864063407	0.051073393256129695	0.0004004766890843836
45	-0.3812282714843748	0.08018299893030044	0.0	0.0	0.696285667598215	0.0	0.2234154895250086	0.0	0.00011584394647601304
46	-0.9617973242187474	0.3804824139535056	0.0	0.0	0.0	0.0	0.2580361920767615	0.2601304060447607	0.10135098792497221
47	-0.9281912988281221	0.3790501658483659	0.0	0.0	0.08766848042492455	0.0	0.21191787820809035	0.3213003584576142	6.311706100503578e-05
48	-1.0116566992187517	0.279357294672112	0.0	0.0	0.0	0.0	0.1926000573554311	0.2723999670243061	0.2556426809481509
49	-1.0154961621093763	0.18830889399313722	0.0	0.0	0.0	0.0	0.2230626575524219	0.2795605713579504	0.3090678770964904
50	-0.8895798046875019	0.21922122468444424	0.0	0.0	0.0	0.0	0.1935032363098876	0.20606197722535574	0.3812135617803124
51	-0.9896216992187473	0.1962015304969327	0.0	0.0	0.0	0.0	0.2241300157911664	0.35811061034259994	0.22155784336930096
52	-0.9214682128906221	0.26040242950102194	0.0	0.0	0.0	0.0	0.21929939742496057	0.34085660685228447	0.17944156622173302
53	-0.9361843945312471	0.2738675869286205	0.0	0.0	0.0	0.0	0.2290928768617645	0.3142036132735936	0.18283592293602136
54	-0.9440651757812476	0.2745154815115449	0.0	0.0	0.0	0.0	0.22812829378325258	0.3090366438865619	0.18831958081864064
55	-0.9464569824218728	0.26493075407364153	0.0	0.0	0.0	0.0	0.23126324402417417	0.3090608619929152	0.194745139909269
56	-0.8744653808593706	0.2810749031142749	0.0	0.0	0.021532350485724206	0.0	0.07310474328657374	0.6241808083888951	0.00010719472453202261
57	-0.28270837890624967	0.0	0.0	0.0	0.0	0.0	0.3446879096850029	0.6552783106053951	3.377970960194432e-05
58	-0.9528361523437475	0.2994658408628598	0.0	0.0	0.0	0.0	0.1870763214491762	0.3169215047240439	0.19653633296392004
59	-0.9293884374999962	0.45696541371196303	0.0	0.0	0.0	0.0	0.00791145877575093	0.5334048049283809	0.0017183225839050298
60	-0.944205527343748	0.2869689927297279	0.0	0.0	0.0	0.0	0.21677564434515867	0.293268268407774	0.20298709451733943
61	-0.9471184570312485	0.27199080555072197	0.0	0.0	0.0	0.0	0.22005589818863575	0.2960022846586942	0.21195101160194807
62	-1.0013021679687488	0.258332682172962	0.0	0.0	0.0	0.0	0.2206870753655037	0.29959112087508283	0.2213891215864514
63	-0.9979387988281241	0.2579016810769685	0.0	0.0	0.0	0.0	0.22273943613816824	0.29774944590790514	0.2216094368769581
64	-0.9966550585937493	0.253352864702147	0.0	0.0	0.0	0.0	0.22674547466647152	0.2953786860312769	0.2245229746001045
65	-0.9948874902343744	0.24594370564543885	0.0	0.0	0.0	0.0	0.2331709757496219	0.2923447540854165	0.22854056451952276
66	-1.0054693066406246	0.23579982075096534	0.0	0.0	0.0	0.0	0.24174944098259069	0.2892817512834276	0.23316898698301636
67	-0.9899081347656266	0.22212765515199365	0.0	0.0	0.0	0.0	0.2557743821584977	0.2848756058753591	0.2372223568141496
68	-1.0091075781249994	0.2126864848758143	0.0	0.0	0.0	0.0	0.26002062201436726	0.2857613716043122	0.24153152150550627
69	-1.0352053613281236	0.19594184133445977	0.0	0.0	0.0	0.0	0.27145406860008653	0.2861020303361504	0.24650205972930328
70	-1.0008250976562478	0.17025989235099184	0.0	0.0	0.0	0.0	0.2927110096732759	0.2866521642125566	0.2503769337631756
71	-1.0380571289062492	0.18065177403336147	0.0	0.0	0.0	0.0	0.27990409374230624	0.28827012414090497	0.25117400808342727
72	-1.0020338281249979	0.17060234256590456	0.0	0.0	0.0	0.0	0.2838484125886852	0.29070933058125314	0.2548399142641571
73	-0.9547349609374974	0.17392306751234538	0.06183858626090698	0.0	0.0	0.0	0.28441424727213394	0.29027172422256814	0.18955237473204556
74	-1.0374095605468743	0.1788586067034039	0.0	0.0	0.0	0.0	0.2806474648790564	0.28877801981358825	0.25171590860395154
75	-1.0340731152343745	0.17397061327057106	0.0	0.0	0.0	0.0	0.28210007866905723	0.29028084492355377	0.2536484631368179
76	-0.9976641113281232	0.16859276136919266	0.0	0.0	0.0	0.0	0.28042581332771316	0.2931814054366256	0.2578000198664686
77	-0.5721584960937509	0.30969757170685236	0.0	0.0	0.20499074511714602	0.0	0.0	0.4850582954916148	0.0002533876843868743
78	-1.0386091601562493	0.17562049688834558	0.0	0.0	0.0	0.0	0.27907793727704194	0.2905288160506422	0.25477274978397024
79	-1.0212580175781238	0.1717912473161972	0.0	0.0	0.0	0.0	0.2780917477591226	0.2923364996469177	0.2577805052777624
80	-0.9298455664062478	0.17178966837022522	0.0	0.0	0.04828267578500468	0.0	0.28440829214361973	0.2951342645096202	0.20038509919153014
81	-1.0350095214843742	0.17500352681993003	0.0	0.0	0.0	0.0	0.2730912810022829	0.29038499268725876	0.2615201994905283
82	-0.6374795019531255	0.17920570293566981	0.0108113694644591	0.22251634457360464	0.0	0.0	0.37769561463554263	0.20941314112653894	0.00035782726418487343
83	-0.7124795410156255	0.4673064124936861	0.2598051790871069	0.0	0.0	0.0	0.271961236866549	0.0	0.0009271715526579793
84	-0.23708595703124927	0.03978457838384551	0.0	0.40542585606904913	0.5416378820321958	0.0	0.0	0.013015562274898708	0.0001361212400108336
85	-1.023198779296874	0.1733051144655276	0.0	0.0	0.0	0.0	0.2723617035070828	0.29041253012195256	0.2639206519054371
86	-0.5905362207031243	0.13082382280171803	0.24858872027141146	0.0	0.0	0.0	0.0	0.619952174532401	0.0006352823944695274
87	-1.001595283203123	0.17139802842030105	0.0	0.0	0.0	0.0	0.26888299099564245	0.2923339035010674	0.2673850770829891
88	-0.2917310156249991	0.052683564009756975	0.0	0.3804871291703595	0.0	0.0	0.023048699027040424	0.5437225975982072	5.8010194635915724e-05
89	-0.8615090722656251	0.348382582066412	0.0	0.0	0.0	0.2862050417568596	0.2879840224987835	0.07726997269325826	0.00015838098468656803
90	-0.8671165234375003	0.43629745590956265	0.0	0.0	0.0	0.0	0.5636884089901393	0.0	1.4135100298018344e-05
