Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au
1	-0.4061522070312498	0.161	0.133	0.107	0.107	0.073	0.097	0.002	0.32
2	-0.22075421875000145	0.131	0.152	0.108	0.151	0.127	0.024	0.18	0.127
3	-0.16151791992187536	0.024	0.194	0.027	0.051	0.453	0.071	0.135	0.045
4	-0.5538339550781259	0.166	0.071	0.091	0.065	0.109	0.142	0.043	0.313
5	-0.5819923339843759	0.174	0.054	0.088	0.048	0.103	0.166	0.012	0.355
6	-0.6628349609375023	0.203	0.0	0.079	0.002	0.096	0.227	0.083	0.31
7	-0.7160087402343743	0.201	0.0	0.048	0.058	0.069	0.472	0.13	0.022
8	-0.5777574121093735	0.112	0.0	0.243	0.0	0.002	0.642	0.0	0.001
9	-0.8629407421875006	0.35	0.0	0.0	0.0	0.137	0.505	0.0	0.008
10	-0.7866549609375012	0.71	0.017	0.081	0.019	0.015	0.158	0.001	-0.001
11	-0.7845606738281256	0.531	0.002	0.004	0.094	0.138	0.205	0.021	0.005
12	-0.8087489550781238	0.31	0.039	0.002	0.023	0.018	0.591	0.016	0.001
13	-0.6804309570312517	0.487	0.153	0.001	0.0	0.04	0.318	0.0	0.001
14	-0.6071924023437507	0.431	0.0	0.034	0.121	0.0	0.412	0.0	0.002
15	-0.8664831152343756	0.572	0.009	0.015	0.001	0.288	0.053	0.06	0.002
16	-0.9527515820312441	0.708	0.062	0.032	0.002	0.02	0.004	0.17	0.002
17	-0.8650705761718755	0.729	0.072	0.006	0.047	0.109	0.005	0.032	0.0
18	-0.952267353515622	0.67	0.0	0.0	0.0	0.034	0.0	0.295	0.001
19	-0.8700998730468709	0.688	0.001	0.076	0.0	0.069	0.0	0.166	0.0
20	-0.9877957714843728	0.749	0.015	0.0	0.0	0.0	0.004	0.232	0.0
21	-0.19639450195312455	0.0	0.0	0.0	0.018	0.112	0.869	0.0	0.001
22	-0.21453558593749905	0.0	0.0	0.882	0.0	0.0	0.047	0.071	0.0
23	-0.6623571679687471	0.121	0.002	0.0	0.033	0.007	0.04	0.798	-0.001
24	-0.20899520507812536	0.035	0.0	0.0	0.936	0.0	0.03	0.0	-0.001
25	-0.7785538281249991	0.635	0.178	0.0	0.011	0.0	0.002	0.17	0.004
26	-0.9535557714843723	0.665	0.0	0.0	0.0	0.015	0.129	0.191	0.0
27	-0.11932603515625022	0.015	0.896	0.004	0.0	0.0	0.049	0.035	0.001
28	-0.591239326171876	0.737	0.0	0.0	0.136	0.0	0.0	0.127	0.0
29	-0.8667641406250003	0.906	0.0	0.0	0.0	0.093	0.0	0.001	0.0
30	-0.906352939453119	0.307	0.0	0.046	0.0	0.0	0.168	0.478	0.001
31	-0.9496647265624972	0.465	0.002	0.008	0.033	0.014	0.183	0.295	0.0
32	-0.9473835937499973	0.698	0.0	0.0	0.0	0.136	0.0	0.165	0.001
33	-0.9343029394531213	0.578	0.0	0.0	0.0	0.035	0.054	0.327	0.006
34	-0.9507935839843721	0.4	0.0	0.018	0.0	0.09	0.261	0.228	0.003
35	-0.9642264941406212	0.514	0.0	0.0	0.0	0.024	0.149	0.312	0.001
36	-0.8943574707031214	0.213	0.0	0.0	0.0	0.0	0.347	0.437	0.003
37	-0.9550436914062456	0.375	0.0	0.0	0.0	0.123	0.18	0.319	0.003
38	-0.9749232519531215	0.505	0.03	0.0	0.0	0.015	0.2	0.249	0.001
39	-0.6725198925781251	0.408	0.001	0.402	0.0	0.154	0.035	0.0	0.0
40	-0.7878009863281222	0.39	0.0	0.131	0.0	0.0	0.167	0.312	0.0
41	-0.902212236328126	0.642	0.0	0.0	0.0	0.109	0.0	0.0	0.249
42	-0.8600651757812504	0.378	0.0	0.0	0.001	0.376	0.24	0.005	0.0
43	-0.1675334082031239	0.019	0.0	0.495	0.0	0.411	0.075	0.0	0.0
44	-0.9605773925781208	0.458	0.004	0.0	0.0	0.055	0.172	0.312	-0.001
45	-0.9376211425781221	0.54	0.001	0.0	0.0	0.133	0.179	0.144	0.003
46	-0.8357904003906249	0.713	0.079	0.0	0.0	0.093	0.083	0.029	0.003
47	-0.9494762304687471	0.624	0.0	0.0	0.0	0.168	0.025	0.177	0.006
48	-0.9268353515624956	0.508	0.0	0.0	0.0	0.047	0.06	0.384	0.001
49	-0.8703900097656246	0.513	0.0	0.0	0.0	0.187	0.216	0.079	0.005
50	-0.9465368261718725	0.575	0.0	0.0	0.0	0.015	0.133	0.277	0.0
51	-0.9492416601562471	0.667	0.0	0.0	0.0	0.129	0.007	0.197	0.0
52	-0.9499389648437478	0.49	0.0	0.0	0.0	0.032	0.222	0.255	0.001
53	-0.9593269335937458	0.549	0.0	0.0	0.0	0.019	0.127	0.305	0.0
54	-0.9430153222656236	0.672	0.0	0.005	0.0	0.142	0.036	0.142	0.003
55	-0.9579099121093715	0.45	0.0	0.0	0.0	0.002	0.223	0.326	-0.001
56	-0.9117087011718696	0.333	0.068	0.0	0.0	0.087	0.25	0.261	0.001
57	-0.5883808007812508	0.09	0.0	0.0	0.001	0.883	0.026	0.0	0.0
58	-0.9579099121093715	0.462	0.0	0.0	0.0	0.002	0.21	0.326	0.0
59	-0.9830333691406252	0.442	0.0	0.0	0.0	0.0	0.112	0.216	0.23
60	-0.9336949121093724	0.434	0.0	0.0	0.0	0.12	0.103	0.176	0.167
61	-0.23276724609375005	0.0	0.0	0.0	0.0	0.136	0.236	0.628	0.0
62	-0.5320792773437518	0.382	0.0	0.0	0.222	0.359	0.022	0.008	0.007
63	-1.001988173828121	0.474	0.044	0.0	0.0	0.0	0.127	0.28	0.075
64	-0.7679112207031229	0.341	0.128	0.0	0.009	0.0	0.023	0.498	0.001
65	-0.5823733398437508	0.267	0.013	0.0	0.143	0.0	0.285	0.292	0.0
66	-0.623886240234375	0.145	0.0	0.058	0.003	0.351	0.406	0.036	0.001
67	-1.0161029882812462	0.505	0.037	0.0	0.0	0.0	0.118	0.216	0.124
68	-0.5606308886718775	0.179	0.254	0.0	0.0	0.032	0.521	0.014	0.0
69	-0.9387478515624957	0.353	0.0	0.0	0.0	0.023	0.0	0.62	0.004
70	-0.9661268554687492	0.566	0.012	0.0	0.0	0.0	0.051	0.171	0.2
71	-0.590443193359375	0.539	0.112	0.178	0.0	0.171	0.0	0.0	0.0
72	-1.0062144433593716	0.483	0.051	0.0	0.0	0.0	0.145	0.194	0.127
73	-0.8564758789062458	0.275	0.0	0.0	0.0	0.281	0.0	0.445	-0.001
74	-0.2631168749999997	0.035	0.0	0.524	0.0	0.0	0.037	0.403	0.001
75	-0.8568397070312465	0.316	0.013	0.002	0.002	0.402	0.097	0.167	0.001
76	-0.2006939843749988	0.021	0.0	0.543	0.436	0.0	0.0	0.0	0.0
77	-0.6670124316406245	0.353	0.0	0.197	0.0	0.45	0.0	0.0	0.0
78	-0.271273222656251	0.025	0.0	0.0	0.01	0.0	0.624	0.34	0.001
79	-0.6852932421874969	0.262	0.0	0.184	0.0	0.013	0.0	0.541	0.0
80	-0.15546477539062503	0.013	0.0	0.013	0.316	0.54	0.075	0.042	0.001
81	-0.14061151367187516	0.043	0.431	0.511	0.0	0.0	0.006	0.008	0.001
82	-0.22534401367187515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
83	-0.6954795312500021	0.499	0.016	0.259	0.0	0.0	0.209	0.017	0.0
84	-0.6017656445312493	0.127	0.0	0.5	0.0	0.0	0.373	0.0	0.0
85	-0.8677267578125004	0.449	0.0	0.0	0.0	0.522	0.0	0.028	0.001
86	-1.0159823535156223	0.496	0.027	0.0	0.0	0.0	0.135	0.223	0.119
87	-0.6818281347656271	0.321	0.072	0.087	0.0	0.01	0.422	0.088	0.0
88	-0.25409397460937494	0.068	0.0	0.0	0.494	0.01	0.427	0.0	0.001
89	-0.6997505468750009	0.384	0.155	0.0	0.0	0.239	0.146	0.076	0.0
90	-0.114544375	0.0	0.384	0.0	0.616	0.0	0.0	0.0	0.0
91	-0.9817836718749982	0.519	0.01	0.0	0.0	0.0	0.143	0.158	0.17
92	-0.9032849609375019	0.346	0.0	0.0	0.0	0.332	0.0	0.0	0.322
93	-0.7201949218750009	0.355	0.0	0.629	0.0	0.0	0.016	0.0	0.0
94	-0.8777620996093719	0.293	0.0	0.0	0.003	0.253	0.186	0.262	0.003
95	-0.7184201660156262	0.25	0.0	0.0	0.0	0.593	0.157	0.0	0.0
96	-0.9273146777343745	0.848	0.052	0.0	0.0	0.0	0.0	0.1	0.0
97	-0.49109579101562784	0.225	0.0	0.0	0.136	0.11	0.0	0.529	0.0
98	-0.14221356445312466	0.01	0.358	0.027	0.0	0.05	0.0	0.555	0.0
99	-0.6004731152343743	0.384	0.0	0.436	0.18	0.0	0.0	0.0	0.0
100	-0.9659845019531219	0.449	0.02	0.0	0.004	0.288	0.0	0.239	0.0
101	-0.7740090234374979	0.398	0.0	0.106	0.0	0.256	0.0	0.24	0.0
102	-0.2728982031249995	0.061	0.0	0.0	0.0	0.531	0.0	0.407	0.001
103	-0.7414545703125	0.286	0.0	0.0	0.082	0.244	0.305	0.083	0.0
104	-0.9774999609374972	0.351	0.064	0.0	0.0	0.364	0.0	0.221	0.0
105	-0.9172631347656206	0.302	0.0	0.0	0.0	0.0	0.282	0.416	0.0
106	-0.9378952441406224	0.363	0.0	0.0	0.0	0.355	0.0	0.28	0.002
107	-0.7188265820312504	0.41	0.59	0.0	0.0	0.0	0.0	0.0	0.0
108	-0.7000749707031262	0.381	0.136	0.0	0.0	0.457	0.0	0.026	0.0
109	-0.9473703710937472	0.435	0.002	0.0	0.0	0.398	0.0	0.165	0.0
110	-0.9445460058593711	0.512	0.068	0.0	0.0	0.114	0.107	0.197	0.002
111	-0.9304317187499962	0.363	0.079	0.0	0.0	0.289	0.0	0.27	-0.001
112	-0.9050476367187519	0.425	0.0	0.0	0.0	0.0	0.0	0.0	0.575
113	-0.6028615820312512	0.381	0.207	0.377	0.0	0.0	0.0	0.035	0.0
114	-0.8916590917968754	0.415	0.0	0.0	0.0	0.17	0.0	0.0	0.415
115	-1.0211857128906219	0.495	0.042	0.0	0.0	0.0	0.127	0.23	0.106
116	-0.458068896484376	0.479	0.192	0.0	0.329	0.0	0.0	0.0	0.0
117	-0.9568125097656228	0.348	0.0	0.0	0.0	0.303	0.0	0.159	0.19
118	-0.7372699511718755	0.361	0.0	0.214	0.0	0.0	0.0	0.0	0.425
119	-0.5352606347656258	0.299	0.0	0.236	0.0	0.263	0.202	0.0	0.0
120	-1.0021407421874973	0.499	0.051	0.0	0.02	0.0	0.128	0.231	0.071
121	-0.7339398339843763	0.226	0.0	0.0	0.0	0.241	0.0	0.0	0.533
122	-0.20345953124999866	0.0	0.0	0.271	0.27	0.0	0.46	0.0	-0.001
123	-0.6260680566406227	0.098	0.015	0.251	0.0	0.0	0.316	0.32	0.0
124	-0.7215662500000007	0.714	0.009	0.275	0.0	0.0	0.0	0.0	0.002
125	-0.5624713671874999	0.101	0.581	0.0	0.0	0.0	0.318	0.0	0.0
126	-0.7066549511718763	0.435	0.409	0.0	0.0	0.0	0.157	0.0	-0.001
127	-0.7585838378906234	0.342	0.433	0.0	0.0	0.0	0.001	0.225	-0.001
128	-0.7358246972656258	0.37	0.201	0.0	0.0	0.0	0.0	0.0	0.429
129	-0.7816564843749992	0.389	0.217	0.0	0.0	0.0	0.18	0.213	0.001
130	-0.5193623339843761	0.326	0.473	0.201	0.0	0.0	0.0	0.0	0.0
131	-0.7808669433593743	0.537	0.096	0.0	0.0	0.254	0.0	0.113	0.0
132	-0.9585932128906257	0.729	0.005	0.0	0.0	0.0	0.0	0.121	0.145
133	-0.5989744140625002	0.28	0.535	0.0	0.0	0.185	0.0	0.0	0.0
134	-0.8491715039062464	0.17	0.044	0.019	0.0	0.186	0.286	0.296	-0.001
135	-1.0236512207031259	0.476	0.0	0.0	0.0	0.0	0.0	0.278	0.246
136	-0.5040347949218746	0.402	0.457	0.0	0.121	0.0	0.0	0.019	0.001
137	-0.6450770214843771	0.217	0.543	0.0	0.0	0.0	0.097	0.143	0.0
138	-0.09487582031250044	0.022	0.323	0.018	0.0	0.232	0.377	0.028	0.0
139	-1.050091972656248	0.478	0.034	0.0	0.0	0.0	0.0	0.255	0.233
140	-1.0610146874999977	0.453	0.054	0.0	0.0	0.0	0.0	0.236	0.257
141	-1.0403558984374968	0.447	0.044	0.0	0.0	0.0	0.0	0.208	0.301
142	-1.0097508105468758	0.449	0.07	0.0	0.0	0.0	0.0	0.263	0.218
143	-0.7996643945312468	0.402	0.021	0.023	0.109	0.081	0.019	0.273	0.072
144	-0.478606757812504	0.29	0.014	0.002	0.402	0.009	0.076	0.03	0.177
145	-0.8275723925781222	0.233	0.031	0.0	0.0	0.112	0.438	0.186	0.0
146	-0.7979105664062511	0.49	0.08	0.09	0.043	0.007	0.081	0.132	0.077
