Generation	min_value
0	-0.6361019238281217
1	-0.7122408691406187
2	-0.7122408691406187
3	-0.7483540527343711
4	-0.7483540527343711
5	-0.8057529296875013
6	-0.8211673242187473
7	-0.915140742187498
8	-0.915140742187498
9	-0.915140742187498
10	-0.915140742187498
11	-0.915140742187498
12	-0.915140742187498
13	-0.915140742187498
14	-0.959447412109371
15	-0.959447412109371
16	-0.959447412109371
17	-0.959447412109371
18	-0.959447412109371
19	-0.959447412109371
20	-0.959447412109371
21	-0.9887783984374972
22	-1.001186357421874
23	-1.001186357421874
24	-1.001186357421874
25	-1.001186357421874
26	-1.001186357421874
27	-1.001186357421874
28	-1.001186357421874
29	-1.001186357421874
30	-1.001186357421874
