Generation	min_value
0	-0.3089774902343734
1	-0.320658203124999
2	-0.320658203124999
3	-0.429637011718751
4	-0.429637011718751
5	-0.429637011718751
6	-0.429637011718751
7	-0.429637011718751
8	-0.5235544531249996
9	-0.5235544531249996
10	-0.5235544531249996
11	-0.5235544531249996
12	-0.5235544531249996
13	-0.5235544531249996
14	-0.5235544531249996
15	-0.5235544531249996
16	-0.5235544531249996
17	-0.5235544531249996
18	-0.5506658105468729
19	-0.5506658105468729
20	-0.6648202441406253
21	-0.7449837792968748
22	-0.7460440722656237
23	-0.8139112207031255
24	-0.8194594531250005
25	-0.8194594531250005
26	-0.8194594531250005
27	-0.8632244042968756
28	-0.8632244042968756
29	-0.9364287109374992
30	-0.9364287109374992
31	-0.9364287109374992
32	-0.9364287109374992
33	-0.9364287109374992
34	-0.9364287109374992
35	-0.9405641601562468
36	-0.9405641601562468
37	-0.945634453124998
38	-0.945634453124998
39	-0.9627402929687452
40	-0.9627402929687452
41	-0.9627402929687452
42	-0.9627402929687452
43	-0.9627402929687452
44	-0.9627402929687452
45	-0.9627402929687452
46	-0.9627402929687452
47	-0.9627402929687452
48	-0.9627402929687452
49	-0.9627402929687452
50	-0.965997138671872
51	-0.965997138671872
52	-0.965997138671872
53	-0.965997138671872
54	-0.965997138671872
55	-0.965997138671872
56	-0.965997138671872
57	-0.965997138671872
58	-0.965997138671872
59	-0.965997138671872
60	-0.965997138671872
61	-0.965997138671872
62	-0.965997138671872
63	-0.965997138671872
64	-0.965997138671872
65	-0.965997138671872
66	-0.965997138671872
67	-0.9667604687499988
68	-0.9667604687499988
69	-0.9667604687499988
70	-0.9667604687499988
71	-0.9667604687499988
72	-0.9667604687499988
73	-0.9667604687499988
74	-0.9667604687499988
75	-0.9667604687499988
76	-0.9667604687499988
77	-0.9667604687499988
78	-0.9667604687499988
79	-0.9667604687499988
80	-0.9667604687499988
81	-0.9667604687499988
82	-0.9667604687499988
83	-0.9667604687499988
84	-0.9667604687499988
85	-0.9667604687499988
86	-0.9667604687499988
87	-0.9667604687499988
88	-0.9667604687499988
89	-0.9667604687499988
90	-0.9667604687499988
91	-0.9667604687499988
92	-0.9667604687499988
93	-0.9667604687499988
94	-0.9667604687499988
95	-0.9667604687499988
96	-0.9667604687499988
97	-0.9667604687499988
98	-0.9667604687499988
