Generation	min_value
0	-0.1924318652343754
1	-0.1924318652343754
2	-0.2036659960937501
3	-0.2051571289062499
4	-0.2661916210937486
5	-0.4702019433593775
6	-0.4976738867187532
7	-0.4976738867187532
8	-0.5493825585937524
9	-0.5727838183593763
10	-0.5727838183593763
11	-0.8996203808593732
12	-0.8996203808593732
13	-0.9557820800781224
14	-0.9557820800781224
15	-0.9557820800781224
16	-0.9557820800781224
17	-0.9557820800781224
18	-0.9557820800781224
19	-0.9557820800781224
20	-0.9557820800781224
21	-0.9557820800781224
22	-0.9557820800781224
23	-0.9557820800781224
24	-0.9557820800781224
25	-0.9557820800781224
26	-0.9557820800781224
27	-0.9557820800781224
28	-0.9557820800781224
29	-0.9557820800781224
30	-0.9557820800781224
31	-0.9557820800781224
32	-0.9557820800781224
33	-0.9557820800781224
34	-0.9557820800781224
35	-0.9557820800781224
36	-0.9557820800781224
37	-0.9557820800781224
38	-0.9557820800781224
39	-0.9557820800781224
40	-0.9557820800781224
41	-0.9557820800781224
42	-0.9557820800781224
43	-0.9557820800781224
44	-0.9557820800781224
45	-0.9557820800781224
46	-0.9557820800781224
47	-0.9557820800781224
48	-0.9557820800781224
49	-0.9557820800781224
50	-0.9557820800781224
51	-0.9557820800781224
52	-0.9557820800781224
53	-0.9557820800781224
54	-0.9570880664062464
55	-0.9570880664062464
56	-0.9570880664062464
57	-0.9570880664062464
58	-0.9570880664062464
59	-0.9570880664062464
60	-0.9570880664062464
61	-0.9570880664062464
62	-0.9570880664062464
63	-0.9573430761718712
64	-0.9573430761718712
65	-0.9573430761718712
66	-0.9573430761718712
67	-0.9573430761718712
68	-0.9573430761718712
69	-0.9573430761718712
70	-0.9573430761718712
71	-0.9573430761718712
72	-0.9591522460937466
73	-0.9591522460937466
74	-0.9591522460937466
75	-0.9591522460937466
76	-0.9591522460937466
77	-0.9663593652343724
78	-0.9663593652343724
79	-0.9663593652343724
80	-0.9663593652343724
81	-0.9663593652343724
82	-0.9663593652343724
83	-0.9663593652343724
84	-0.9663593652343724
85	-0.9663593652343724
86	-0.9663593652343724
87	-0.9663593652343724
88	-0.9666072656249972
89	-0.9666072656249972
90	-0.9666072656249972
91	-0.9666072656249972
