Generation	min_value
0	-0.6361019238281217
1	-0.7723800195312513
2	-0.7777840624999992
3	-0.9705361425781232
4	-0.9705361425781232
5	-1.0045401269531222
6	-1.0045401269531222
7	-1.0045401269531222
8	-1.0228076269531228
9	-1.0228076269531228
10	-1.0228076269531228
11	-1.0228076269531228
12	-1.0228076269531228
13	-1.0228076269531228
14	-1.0228076269531228
15	-1.0228076269531228
16	-1.0228076269531228
17	-1.053493535156247
18	-1.053493535156247
19	-1.053493535156247
20	-1.053493535156247
21	-1.053493535156247
22	-1.053493535156247
23	-1.053493535156247
24	-1.053493535156247
25	-1.053493535156247
26	-1.053493535156247
27	-1.053493535156247
28	-1.068976943359372
29	-1.068976943359372
30	-1.068976943359372
