Generation	Exploration Value
0	0.002
1	0.004
2	0.007
3	0.009
4	0.011
5	0.013
6	0.013
7	0.016
8	0.018
9	0.018
10	0.02
11	0.02
12	0.022
13	0.024
14	0.024
15	0.027
16	0.029
17	0.031
18	0.033
19	0.036
20	0.038
21	0.038
22	0.038
23	0.04
24	0.042
25	0.042
26	0.044
27	0.047
28	0.049
29	0.051
30	0.051
31	0.051
32	0.053
33	0.053
34	0.056
35	0.056
36	0.056
37	0.056
38	0.056
39	0.056
40	0.058
41	0.058
42	0.058
43	0.06
44	0.06
45	0.06
46	0.06
47	0.06
48	0.06
49	0.06
50	0.06
51	0.062
52	0.062
53	0.062
54	0.062
55	0.062
56	0.064
57	0.067
58	0.067
59	0.069
60	0.071
61	0.073
62	0.073
63	0.073
64	0.073
65	0.076
66	0.076
67	0.076
68	0.076
69	0.076
70	0.078
71	0.08
72	0.082
73	0.084
74	0.087
75	0.087
76	0.089
77	0.091
78	0.093
79	0.096
80	0.096
81	0.096
82	0.096
83	0.096
84	0.098
85	0.098
86	0.098
87	0.098
88	0.1
89	0.102
90	0.102
91	0.104
92	0.107
93	0.109
94	0.109
95	0.109
96	0.109
97	0.111
98	0.111
99	0.111
100	0.111
101	0.113
102	0.113
103	0.113
104	0.116
105	0.118
106	0.12
107	0.12
108	0.122
109	0.122
110	0.122
111	0.122
112	0.124
113	0.127
114	0.127
115	0.127
116	0.129
117	0.131
118	0.133
119	0.136
120	0.138
121	0.138
122	0.14
123	0.14
124	0.14
125	0.14
126	0.14
127	0.142
128	0.142
129	0.142
130	0.142
131	0.144
132	0.147
133	0.149
134	0.149
135	0.151
136	0.151
137	0.153
138	0.156
139	0.158
140	0.158
141	0.16
142	0.16
143	0.16
144	0.162
145	0.162
146	0.164
147	0.167
148	0.169
149	0.171
150	0.171
151	0.173
152	0.173
153	0.173
154	0.173
155	0.176
156	0.178
157	0.178
158	0.18
159	0.18
160	0.18
161	0.18
162	0.18
163	0.182
164	0.182
165	0.184
166	0.184
167	0.184
168	0.187
169	0.187
170	0.189
171	0.191
172	0.191
173	0.193
174	0.193
175	0.193
176	0.196
177	0.196
178	0.196
179	0.196
180	0.196
181	0.198
182	0.198
183	0.2
184	0.2
185	0.2
186	0.2
187	0.2
188	0.202
189	0.202
190	0.202
191	0.202
192	0.202
193	0.204
194	0.207
195	0.209
196	0.209
197	0.209
198	0.211
199	0.211
200	0.213
201	0.213
202	0.216
203	0.216
204	0.218
205	0.218
206	0.22
207	0.222
208	0.224
209	0.224
210	0.227
211	0.229
212	0.231
213	0.233
214	0.233
215	0.236
216	0.238
217	0.24
218	0.242
219	0.244
220	0.244
221	0.244
222	0.247
223	0.247
224	0.249
225	0.249
226	0.249
227	0.251
228	0.253
229	0.253
230	0.256
231	0.258
232	0.26
233	0.26
234	0.262
235	0.262
236	0.262
237	0.264
238	0.267
239	0.267
240	0.269
241	0.271
242	0.273
243	0.276
244	0.276
245	0.276
246	0.276
247	0.276
248	0.276
249	0.276
250	0.276
251	0.276
252	0.276
253	0.278
254	0.278
255	0.278
256	0.278
257	0.28
258	0.28
259	0.28
260	0.28
261	0.28
262	0.28
263	0.28
264	0.28
265	0.282
266	0.282
267	0.282
268	0.282
269	0.282
270	0.282
271	0.282
272	0.282
273	0.282
274	0.284
275	0.284
276	0.284
277	0.284
278	0.287
279	0.287
280	0.287
281	0.287
282	0.289
283	0.289
284	0.289
285	0.291
286	0.293
287	0.293
288	0.293
289	0.293
290	0.293
291	0.296
292	0.296
293	0.298
294	0.298
295	0.3
296	0.302
297	0.302
298	0.304
299	0.307
