Generation	min_value
0	-0.3723176074218738
1	-0.3723176074218738
2	-0.3723176074218738
3	-0.5408112304687497
4	-0.5408112304687497
5	-0.8018202343749954
6	-0.8737727539062463
7	-0.8737727539062463
8	-0.8737727539062463
9	-0.9297601562499958
10	-0.9297601562499958
11	-0.932230908203122
12	-0.932230908203122
13	-0.932230908203122
14	-0.932230908203122
15	-0.932230908203122
16	-0.932230908203122
17	-0.988288603515621
18	-0.988288603515621
19	-0.988288603515621
20	-0.988288603515621
21	-0.988288603515621
22	-0.988288603515621
23	-0.988288603515621
24	-0.988288603515621
25	-0.988288603515621
26	-0.988288603515621
27	-0.988288603515621
28	-0.988288603515621
29	-0.988288603515621
30	-0.988288603515621
31	-0.988288603515621
32	-0.988288603515621
33	-0.988288603515621
34	-0.988288603515621
35	-0.988288603515621
36	-0.988288603515621
37	-0.988288603515621
38	-0.988288603515621
39	-0.988288603515621
40	-0.988288603515621
41	-0.988288603515621
42	-0.988288603515621
43	-0.988288603515621
44	-0.988288603515621
45	-0.988288603515621
46	-0.988288603515621
47	-0.988288603515621
48	-0.988288603515621
49	-0.988288603515621
50	-0.988288603515621
51	-0.988288603515621
52	-0.9941162890624976
53	-0.9941162890624976
54	-0.9941162890624976
55	-0.9941162890624976
56	-0.9941162890624976
57	-0.9941162890624976
58	-0.9941162890624976
59	-1.0199668066406238
60	-1.0199668066406238
61	-1.0199668066406238
62	-1.0271030566406232
63	-1.0271030566406232
64	-1.0316290039062486
65	-1.0316290039062486
66	-1.0316290039062486
67	-1.0316290039062486
68	-1.0316290039062486
69	-1.0316290039062486
70	-1.0316290039062486
71	-1.0316290039062486
72	-1.0316290039062486
73	-1.0316290039062486
74	-1.0316290039062486
75	-1.0316290039062486
76	-1.0316290039062486
77	-1.0316290039062486
78	-1.0316290039062486
79	-1.0316290039062486
80	-1.0316290039062486
81	-1.0316290039062486
82	-1.0316290039062486
83	-1.0316290039062486
84	-1.0316290039062486
85	-1.0316290039062486
86	-1.0316290039062486
87	-1.0316290039062486
88	-1.0316290039062486
89	-1.0316290039062486
90	-1.0316290039062486
91	-1.0316290039062486
92	-1.0316290039062486
93	-1.0316290039062486
94	-1.0316290039062486
95	-1.0316290039062486
96	-1.0316290039062486
97	-1.0316290039062486
98	-1.0316290039062486
99	-1.0316290039062486
100	-1.0316290039062486
101	-1.0316290039062486
102	-1.0316290039062486
103	-1.0316290039062486
104	-1.0316290039062486
105	-1.0316290039062486
106	-1.0316290039062486
107	-1.0316290039062486
108	-1.0316290039062486
109	-1.0316290039062486
110	-1.0316290039062486
111	-1.0316290039062486
112	-1.0316290039062486
113	-1.0316290039062486
114	-1.0316290039062486
115	-1.0316290039062486
116	-1.0316290039062486
117	-1.0316290039062486
118	-1.0316290039062486
119	-1.0316290039062486
120	-1.0316290039062486
121	-1.0316290039062486
122	-1.0316290039062486
123	-1.0316290039062486
124	-1.0316290039062486
125	-1.0316290039062486
126	-1.0316290039062486
127	-1.0316290039062486
128	-1.0316290039062486
129	-1.0316290039062486
130	-1.0316290039062486
131	-1.0316290039062486
132	-1.0316290039062486
133	-1.0316290039062486
134	-1.0316290039062486
135	-1.0316290039062486
136	-1.0316290039062486
137	-1.0316290039062486
138	-1.0316290039062486
139	-1.0316290039062486
140	-1.0316290039062486
141	-1.0316290039062486
142	-1.0316290039062486
143	-1.0316290039062486
144	-1.0316290039062486
145	-1.0316290039062486
146	-1.0316290039062486
147	-1.0316290039062486
148	-1.0316290039062486
149	-1.0316290039062486
150	-1.0316290039062486
151	-1.0316290039062486
152	-1.0316290039062486
153	-1.0316290039062486
154	-1.0316290039062486
155	-1.0316290039062486
156	-1.0316290039062486
157	-1.0316290039062486
158	-1.0316290039062486
159	-1.0316290039062486
160	-1.0316290039062486
161	-1.0316290039062486
162	-1.0316290039062486
163	-1.0316290039062486
164	-1.0316290039062486
165	-1.0316290039062486
166	-1.0316290039062486
167	-1.0316290039062486
168	-1.0316290039062486
169	-1.0629555078124966
170	-1.0629555078124966
171	-1.0629555078124966
172	-1.0629555078124966
173	-1.0629555078124966
174	-1.0629555078124966
175	-1.0629555078124966
176	-1.0629555078124966
177	-1.0629555078124966
178	-1.0629555078124966
179	-1.0629555078124966
180	-1.0629555078124966
181	-1.0629555078124966
182	-1.0629555078124966
183	-1.0629555078124966
184	-1.0629555078124966
185	-1.0629555078124966
186	-1.0629555078124966
187	-1.0629555078124966
188	-1.0629555078124966
189	-1.0629555078124966
190	-1.0629555078124966
191	-1.0629555078124966
192	-1.0629555078124966
193	-1.0629555078124966
194	-1.0629555078124966
195	-1.0629555078124966
196	-1.0629555078124966
197	-1.0629555078124966
198	-1.0629555078124966
199	-1.0629555078124966
200	-1.0629555078124966
201	-1.0629555078124966
202	-1.0629555078124966
203	-1.0629555078124966
204	-1.0629555078124966
205	-1.0629555078124966
206	-1.0629555078124966
207	-1.0629555078124966
208	-1.0629555078124966
209	-1.0629555078124966
210	-1.0776378808593716
211	-1.0776378808593716
212	-1.0776378808593716
213	-1.0776378808593716
214	-1.0776378808593716
215	-1.0776378808593716
216	-1.0776378808593716
217	-1.0776378808593716
218	-1.0776378808593716
219	-1.0776378808593716
220	-1.0776378808593716
221	-1.0776378808593716
222	-1.0782530273437472
223	-1.0782530273437472
224	-1.0782530273437472
225	-1.0782530273437472
226	-1.0782530273437472
227	-1.0782530273437472
228	-1.0782530273437472
229	-1.0782530273437472
230	-1.0782530273437472
231	-1.0782530273437472
232	-1.0782530273437472
233	-1.0782530273437472
234	-1.0782530273437472
235	-1.0782530273437472
236	-1.0782530273437472
237	-1.0782530273437472
238	-1.0782530273437472
239	-1.0782530273437472
240	-1.0782530273437472
241	-1.0782530273437472
242	-1.0782530273437472
243	-1.0782530273437472
244	-1.0782530273437472
245	-1.0782530273437472
246	-1.0782670117187472
247	-1.0782670117187472
248	-1.0782670117187472
249	-1.0782670117187472
250	-1.0782670117187472
251	-1.0782670117187472
252	-1.0782670117187472
253	-1.0782670117187472
254	-1.0782670117187472
255	-1.0782670117187472
256	-1.0782670117187472
257	-1.0782670117187472
258	-1.0782670117187472
259	-1.0782670117187472
260	-1.0790605957031214
261	-1.0790605957031214
262	-1.0790605957031214
263	-1.0790605957031214
264	-1.0790605957031214
265	-1.0790605957031214
266	-1.0790605957031214
267	-1.0790605957031214
268	-1.0790605957031214
269	-1.0790605957031214
270	-1.0790605957031214
271	-1.0790605957031214
272	-1.0790605957031214
273	-1.0790605957031214
274	-1.0790605957031214
275	-1.0790605957031214
276	-1.0790605957031214
277	-1.0790605957031214
278	-1.0790605957031214
279	-1.0790605957031214
280	-1.0790605957031214
281	-1.0790605957031214
282	-1.0790605957031214
283	-1.0790605957031214
284	-1.0790605957031214
285	-1.0790605957031214
286	-1.0790605957031214
287	-1.0790605957031214
288	-1.0790605957031214
289	-1.0790605957031214
290	-1.0790605957031214
291	-1.0790605957031214
292	-1.0790605957031214
293	-1.0790605957031214
294	-1.0790605957031214
295	-1.0790605957031214
296	-1.0790605957031214
297	-1.0790605957031214
298	-1.0790605957031214
299	-1.0790605957031214
