Generation	min_value
0	-0.6361019238281217
1	-0.6361019238281217
2	-0.7029447070312488
3	-0.9077304101562456
4	-0.9236397265624968
5	-0.9278935742187446
6	-0.9278935742187446
7	-0.974966152343744
8	-0.974966152343744
9	-0.974966152343744
10	-0.974966152343744
11	-0.974966152343744
12	-0.974966152343744
13	-0.974966152343744
14	-0.976556376953123
15	-0.9927220703124972
16	-1.0050132324218726
17	-1.0050132324218726
18	-1.0050132324218726
19	-1.0050132324218726
20	-1.0050132324218726
21	-1.0050132324218726
22	-1.0050132324218726
23	-1.0050132324218726
24	-1.0050132324218726
25	-1.0050132324218726
26	-1.0050132324218726
27	-1.0050132324218726
28	-1.0050132324218726
29	-1.0050132324218726
30	-1.0050132324218726
