Generation	Distance
0	0.058
1	0.058
2	0.058
3	0.058
4	0.058
5	0.058
6	0.058
7	0.058
8	0.058
9	0.058
10	0.058
11	0.058
12	0.058
13	0.058
14	0.058
15	0.058
16	0.058
17	0.058
18	0.058
19	0.058
20	0.058
21	0.058
22	0.058
23	0.058
24	0.058
25	0.058
26	0.058
27	0.058
28	0.058
29	0.058
30	0.058
31	0.058
32	0.058
33	0.058
34	0.058
35	0.058
36	0.058
37	0.058
38	0.058
39	0.058
40	0.058
41	0.058
42	0.058
43	0.058
44	0.058
45	0.058
46	0.058
47	0.058
48	0.058
49	0.058
50	0.058
51	0.058
52	0.058
53	0.058
54	0.058
55	0.058
56	0.058
57	0.058
58	0.058
59	0.058
60	0.058
61	0.058
62	0.058
63	0.058
64	0.058
65	0.058
66	0.058
67	0.058
68	0.058
69	0.058
70	0.058
71	0.058
72	0.058
73	0.058
74	0.058
75	0.058
76	0.058
77	0.058
78	0.058
79	0.058
80	0.058
81	0.058
82	0.058
83	0.058
84	0.058
85	0.058
86	0.058
87	0.058
88	0.058
89	0.058
90	0.058
91	0.058
92	0.058
93	0.058
94	0.058
95	0.058
96	0.058
97	0.058
98	0.058
99	0.058
100	0.058
101	0.058
102	0.058
103	0.058
104	0.058
105	0.058
106	0.058
107	0.058
108	0.058
109	0.058
110	0.058
111	0.058
112	0.058
113	0.058
114	0.058
115	0.058
116	0.058
117	0.058
118	0.058
119	0.058
120	0.058
121	0.058
122	0.058
123	0.058
124	0.058
125	0.058
126	0.058
127	0.058
128	0.058
129	0.058
130	0.058
131	0.058
132	0.058
133	0.058
134	0.058
135	0.058
136	0.058
137	0.058
138	0.058
139	0.058
140	0.058
141	0.058
142	0.058
143	0.058
144	0.058
145	0.058
146	0.058
147	0.058
148	0.058
149	0.058
150	0.058
151	0.058
152	0.058
153	0.058
154	0.058
155	0.058
156	0.058
157	0.058
158	0.058
159	0.058
160	0.058
161	0.058
162	0.058
163	0.058
164	0.058
165	0.058
166	0.058
167	0.058
168	0.058
169	0.058
170	0.058
171	0.058
172	0.058
173	0.058
174	0.058
175	0.058
176	0.058
177	0.058
178	0.058
179	0.058
180	0.058
181	0.058
182	0.058
183	0.058
184	0.058
185	0.058
186	0.058
187	0.058
188	0.058
189	0.058
190	0.058
191	0.058
192	0.058
193	0.058
194	0.058
195	0.058
196	0.058
197	0.058
198	0.058
199	0.058
200	0.058
201	0.058
202	0.058
203	0.058
204	0.058
205	0.058
206	0.058
207	0.058
208	0.058
209	0.058
210	0.058
211	0.058
212	0.058
213	0.058
214	0.058
215	0.058
216	0.058
217	0.058
218	0.058
219	0.058
220	0.058
221	0.058
222	0.058
223	0.058
224	0.058
225	0.058
226	0.058
227	0.058
228	0.058
229	0.058
230	0.058
231	0.058
232	0.058
233	0.058
234	0.058
235	0.058
236	0.058
237	0.058
238	0.058
239	0.058
240	0.058
241	0.058
242	0.058
243	0.058
244	0.058
245	0.058
246	0.058
247	0.058
248	0.058
249	0.058
250	0.058
251	0.058
252	0.058
253	0.058
254	0.058
255	0.058
256	0.058
257	0.058
258	0.058
259	0.058
260	0.058
261	0.058
262	0.058
263	0.058
264	0.058
265	0.058
266	0.058
267	0.058
268	0.058
269	0.058
270	0.058
271	0.058
272	0.058
273	0.058
274	0.058
275	0.058
276	0.058
277	0.058
278	0.058
279	0.058
280	0.058
281	0.058
282	0.058
283	0.058
284	0.058
285	0.058
286	0.058
287	0.058
288	0.058
289	0.058
290	0.058
291	0.058
292	0.058
293	0.058
294	0.058
295	0.058
296	0.058
297	0.058
298	0.058
299	0.058
