Generation	min_value
0	-0.6361019238281217
1	-0.7173669628906265
2	-0.7846886523437485
3	-0.7846886523437485
4	-0.7846886523437485
5	-0.9703965820312463
6	-0.9703965820312463
7	-1.007093925781247
8	-1.007093925781247
9	-1.007093925781247
10	-1.0347840624999958
11	-1.0347840624999958
12	-1.0347840624999958
13	-1.0347840624999958
14	-1.0347840624999958
15	-1.0347840624999958
16	-1.0347840624999958
17	-1.0347840624999958
18	-1.0497139355468734
19	-1.0497139355468734
20	-1.0497139355468734
21	-1.0497139355468734
22	-1.0497139355468734
23	-1.0497139355468734
24	-1.0497139355468734
25	-1.0497139355468734
26	-1.0497139355468734
27	-1.0513563183593733
28	-1.0513563183593733
29	-1.0513563183593733
30	-1.0513563183593733
