Generation	Exploration Value
0	0.002
1	0.004
2	0.004
3	0.007
4	0.009
5	0.009
6	0.011
7	0.013
8	0.016
9	0.018
10	0.02
11	0.022
12	0.024
13	0.024
14	0.027
15	0.029
16	0.031
17	0.033
18	0.036
19	0.038
20	0.04
21	0.042
22	0.042
23	0.044
24	0.047
25	0.049
26	0.051
27	0.053
28	0.053
29	0.056
30	0.058
31	0.058
32	0.058
33	0.058
34	0.06
35	0.062
36	0.064
37	0.064
38	0.064
39	0.064
40	0.064
41	0.064
42	0.064
43	0.064
44	0.067
45	0.069
46	0.069
47	0.071
48	0.073
49	0.073
50	0.073
51	0.073
52	0.076
53	0.078
54	0.078
55	0.08
56	0.08
57	0.082
58	0.084
59	0.084
60	0.084
61	0.087
62	0.087
63	0.089
64	0.089
65	0.091
66	0.091
67	0.093
68	0.093
69	0.093
70	0.093
71	0.096
72	0.096
73	0.096
74	0.096
75	0.098
76	0.1
77	0.1
78	0.1
79	0.102
80	0.104
81	0.104
82	0.104
83	0.107
84	0.109
85	0.111
86	0.113
87	0.113
88	0.113
89	0.113
90	0.116
91	0.116
92	0.118
93	0.118
94	0.12
95	0.122
96	0.124
97	0.124
98	0.124
99	0.124
100	0.124
101	0.124
102	0.127
103	0.129
104	0.129
105	0.129
106	0.129
107	0.131
108	0.133
109	0.136
110	0.138
111	0.138
112	0.14
113	0.142
114	0.144
115	0.144
116	0.147
117	0.147
118	0.147
119	0.147
120	0.149
121	0.151
122	0.153
123	0.156
124	0.156
125	0.158
126	0.158
127	0.16
128	0.16
129	0.162
130	0.162
131	0.162
132	0.164
133	0.167
134	0.167
135	0.169
136	0.171
137	0.171
138	0.173
139	0.173
140	0.176
141	0.176
142	0.176
143	0.176
144	0.176
145	0.178
146	0.18
147	0.18
148	0.18
149	0.18
150	0.18
151	0.18
152	0.182
153	0.182
154	0.182
155	0.184
156	0.184
157	0.184
158	0.184
159	0.187
160	0.187
161	0.189
162	0.191
163	0.191
164	0.191
165	0.193
166	0.193
167	0.196
168	0.198
169	0.198
170	0.198
171	0.198
172	0.198
173	0.2
174	0.2
175	0.2
176	0.2
177	0.2
178	0.202
179	0.202
180	0.202
181	0.202
182	0.202
183	0.204
184	0.204
185	0.207
186	0.207
187	0.207
188	0.209
189	0.209
190	0.209
191	0.211
192	0.211
193	0.211
194	0.213
195	0.216
196	0.216
197	0.216
198	0.216
199	0.216
200	0.216
201	0.218
202	0.218
203	0.218
204	0.22
205	0.22
206	0.22
207	0.22
208	0.22
209	0.22
210	0.22
211	0.22
212	0.22
213	0.22
214	0.22
215	0.22
216	0.22
217	0.22
218	0.222
219	0.224
220	0.224
221	0.227
222	0.227
223	0.229
224	0.231
225	0.231
226	0.233
227	0.236
228	0.236
229	0.238
230	0.238
231	0.238
232	0.24
233	0.242
234	0.242
235	0.244
236	0.247
237	0.249
238	0.251
239	0.253
240	0.256
241	0.258
242	0.26
243	0.26
244	0.262
245	0.264
246	0.267
247	0.269
248	0.271
249	0.271
250	0.271
251	0.271
252	0.271
253	0.273
254	0.276
255	0.278
256	0.28
257	0.282
258	0.284
259	0.284
260	0.287
261	0.289
262	0.289
263	0.289
264	0.289
265	0.291
266	0.293
267	0.293
268	0.293
269	0.293
270	0.293
271	0.293
272	0.293
273	0.296
274	0.298
275	0.298
276	0.298
277	0.298
278	0.298
279	0.298
280	0.298
281	0.3
282	0.3
283	0.3
284	0.3
285	0.3
286	0.3
287	0.302
288	0.302
289	0.304
290	0.307
291	0.309
292	0.309
293	0.309
294	0.309
295	0.309
296	0.309
297	0.309
298	0.309
299	0.309
