Generation	min_value
0	-0.6361019238281217
1	-0.8336405371093759
2	-0.8336405371093759
3	-0.8730877929687432
4	-0.8730877929687432
5	-0.9336870996093716
6	-0.9336870996093716
7	-0.9706790820312452
8	-0.9706790820312452
9	-0.9706790820312452
10	-0.9706790820312452
11	-0.9706790820312452
12	-0.9706790820312452
13	-0.9706790820312452
14	-0.9706790820312452
15	-0.9706790820312452
16	-0.9706790820312452
17	-1.0094149707031248
18	-1.0094149707031248
19	-1.0094149707031248
20	-1.0094149707031248
21	-1.0094149707031248
22	-1.0094149707031248
23	-1.0094149707031248
24	-1.0094149707031248
25	-1.0094149707031248
26	-1.0094149707031248
27	-1.0094149707031248
28	-1.0094149707031248
29	-1.0094149707031248
30	-1.0094149707031248
