Generation	min_value
0	-0.6361019238281217
1	-0.7618273242187457
2	-0.838287587890626
3	-0.8600114160156189
4	-0.8600114160156189
5	-0.8957993652343754
6	-0.9801636230468737
7	-0.99434313476562
8	-0.99434313476562
9	-0.99434313476562
10	-0.99434313476562
11	-1.0009152441406266
12	-1.0009152441406266
13	-1.0009152441406266
14	-1.022439111328123
15	-1.022439111328123
16	-1.0301800195312478
17	-1.035246357421873
18	-1.035246357421873
19	-1.035246357421873
20	-1.035246357421873
21	-1.035246357421873
22	-1.0690934765624966
23	-1.0690934765624966
24	-1.0690934765624966
25	-1.0690934765624966
26	-1.0690934765624966
27	-1.0690934765624966
28	-1.0690934765624966
29	-1.0690934765624966
30	-1.0690934765624966
