Generation	Distance
0	0.081
1	0.081
2	0.081
3	0.081
4	0.081
5	0.081
6	0.081
7	0.081
8	0.081
9	0.081
10	0.081
11	0.081
12	0.081
13	0.081
14	0.081
15	0.081
16	0.081
17	0.081
18	0.081
19	0.081
20	0.081
21	0.081
22	0.081
23	0.081
24	0.081
25	0.081
26	0.081
27	0.081
28	0.081
29	0.081
30	0.081
31	0.081
32	0.081
33	0.081
34	0.081
35	0.081
36	0.081
37	0.081
38	0.081
39	0.081
40	0.081
41	0.081
42	0.081
43	0.081
44	0.081
45	0.081
46	0.081
47	0.081
48	0.081
49	0.081
50	0.081
51	0.081
52	0.081
53	0.081
54	0.081
55	0.081
56	0.081
57	0.081
58	0.081
59	0.081
60	0.081
61	0.081
62	0.081
63	0.081
64	0.081
65	0.081
66	0.081
67	0.081
68	0.081
69	0.081
70	0.081
71	0.081
72	0.081
73	0.081
74	0.081
75	0.081
76	0.081
77	0.081
78	0.081
79	0.081
80	0.081
81	0.081
82	0.081
83	0.081
84	0.081
85	0.081
86	0.081
87	0.081
88	0.081
89	0.081
90	0.081
91	0.081
92	0.081
93	0.081
94	0.081
95	0.081
96	0.081
97	0.081
98	0.081
99	0.081
100	0.081
101	0.081
102	0.081
103	0.081
104	0.081
105	0.081
106	0.081
107	0.081
108	0.081
109	0.081
110	0.081
111	0.081
112	0.081
113	0.081
114	0.081
115	0.081
116	0.081
117	0.081
118	0.081
119	0.081
120	0.081
121	0.081
122	0.081
123	0.081
124	0.081
125	0.081
126	0.081
127	0.081
128	0.081
129	0.081
130	0.081
131	0.081
132	0.081
133	0.081
134	0.081
135	0.081
136	0.081
137	0.081
138	0.081
139	0.081
140	0.081
141	0.081
142	0.081
143	0.081
144	0.081
145	0.081
146	0.081
147	0.081
148	0.081
149	0.081
150	0.081
151	0.081
152	0.081
153	0.081
154	0.081
155	0.081
156	0.081
157	0.081
158	0.081
159	0.081
160	0.081
161	0.081
162	0.081
163	0.081
164	0.081
165	0.081
166	0.081
167	0.081
168	0.081
169	0.081
170	0.081
171	0.081
172	0.081
173	0.081
174	0.081
175	0.081
176	0.081
177	0.081
178	0.081
179	0.081
180	0.081
181	0.081
182	0.081
183	0.081
184	0.081
185	0.081
186	0.081
187	0.081
188	0.081
189	0.081
190	0.081
191	0.081
192	0.081
193	0.081
194	0.081
195	0.081
196	0.081
197	0.081
198	0.081
199	0.081
200	0.081
201	0.081
202	0.081
203	0.081
204	0.081
205	0.081
206	0.081
207	0.081
208	0.081
209	0.081
210	0.081
211	0.081
212	0.081
213	0.081
214	0.081
215	0.081
216	0.081
217	0.081
218	0.081
219	0.081
220	0.081
221	0.081
222	0.081
223	0.081
224	0.081
225	0.081
226	0.081
227	0.081
228	0.081
229	0.081
230	0.081
231	0.081
232	0.081
233	0.081
234	0.081
235	0.081
236	0.081
237	0.081
238	0.081
239	0.081
240	0.081
241	0.081
242	0.081
243	0.081
244	0.081
245	0.081
246	0.081
247	0.081
248	0.081
249	0.081
250	0.081
251	0.081
252	0.081
253	0.081
254	0.081
255	0.081
256	0.081
257	0.081
258	0.081
259	0.081
260	0.081
261	0.081
262	0.081
263	0.081
264	0.081
265	0.081
266	0.081
267	0.081
268	0.081
269	0.081
270	0.081
271	0.081
272	0.081
273	0.081
274	0.081
275	0.081
276	0.081
277	0.081
278	0.081
279	0.081
280	0.081
281	0.081
282	0.081
283	0.081
284	0.081
285	0.081
286	0.081
287	0.081
288	0.081
289	0.081
290	0.081
291	0.081
292	0.081
293	0.081
294	0.081
295	0.081
296	0.081
297	0.081
298	0.081
299	0.081
