Generation	Distance
0	0.057
1	0.057
2	0.057
3	0.057
4	0.057
5	0.057
6	0.057
7	0.057
8	0.057
9	0.057
10	0.057
11	0.057
12	0.057
13	0.057
14	0.057
15	0.057
16	0.057
17	0.057
18	0.057
19	0.057
20	0.057
21	0.057
22	0.057
23	0.057
24	0.057
25	0.057
26	0.057
27	0.057
28	0.057
29	0.057
30	0.057
31	0.057
32	0.057
33	0.057
34	0.057
35	0.057
36	0.057
37	0.057
38	0.057
39	0.057
40	0.057
41	0.057
42	0.057
43	0.057
44	0.057
45	0.057
46	0.057
47	0.057
48	0.057
49	0.057
50	0.057
51	0.057
52	0.057
53	0.057
54	0.057
55	0.057
56	0.057
57	0.057
58	0.057
59	0.057
60	0.057
61	0.057
62	0.057
63	0.057
64	0.057
65	0.057
66	0.057
67	0.057
68	0.057
69	0.057
70	0.057
71	0.057
72	0.057
73	0.057
74	0.057
75	0.057
76	0.057
77	0.057
78	0.057
79	0.057
80	0.057
81	0.057
82	0.057
83	0.057
84	0.057
85	0.057
86	0.057
87	0.057
88	0.057
89	0.057
90	0.057
91	0.057
92	0.057
93	0.057
94	0.057
95	0.057
96	0.057
97	0.057
98	0.057
99	0.057
100	0.057
101	0.057
102	0.057
103	0.057
104	0.057
105	0.057
106	0.057
107	0.057
108	0.057
109	0.057
110	0.057
111	0.057
112	0.057
113	0.057
114	0.057
115	0.057
116	0.057
117	0.057
118	0.057
119	0.057
120	0.057
121	0.057
122	0.057
123	0.057
124	0.057
125	0.057
126	0.057
127	0.057
128	0.057
129	0.057
130	0.057
131	0.057
132	0.057
133	0.057
134	0.057
135	0.057
136	0.057
137	0.057
138	0.057
139	0.057
140	0.057
141	0.057
142	0.057
143	0.057
144	0.057
145	0.057
146	0.057
147	0.057
148	0.057
149	0.057
150	0.057
151	0.057
152	0.057
153	0.057
154	0.057
155	0.057
156	0.057
157	0.057
158	0.057
159	0.057
160	0.057
161	0.057
162	0.057
163	0.057
164	0.057
165	0.057
166	0.057
167	0.057
168	0.057
169	0.057
170	0.057
171	0.057
172	0.057
173	0.057
174	0.057
175	0.057
176	0.057
177	0.057
178	0.057
179	0.057
180	0.057
181	0.057
182	0.057
183	0.057
184	0.057
185	0.057
186	0.057
187	0.057
188	0.057
189	0.057
190	0.057
191	0.057
192	0.057
193	0.057
194	0.057
195	0.057
196	0.057
197	0.057
198	0.057
199	0.057
200	0.057
201	0.057
202	0.057
203	0.057
204	0.057
205	0.057
206	0.057
207	0.057
208	0.057
209	0.057
210	0.057
211	0.057
212	0.057
213	0.057
214	0.057
215	0.057
216	0.057
217	0.057
218	0.057
219	0.057
220	0.057
221	0.057
222	0.057
223	0.057
224	0.057
225	0.057
226	0.057
227	0.057
228	0.057
229	0.057
230	0.057
231	0.057
232	0.057
233	0.057
234	0.057
235	0.057
236	0.057
237	0.057
238	0.057
239	0.057
240	0.057
241	0.057
242	0.057
243	0.057
244	0.057
245	0.057
246	0.057
247	0.057
248	0.057
249	0.057
250	0.057
251	0.057
252	0.057
253	0.057
254	0.057
255	0.057
256	0.057
257	0.057
258	0.057
259	0.057
260	0.057
261	0.057
262	0.057
263	0.057
264	0.057
265	0.057
266	0.057
267	0.057
268	0.057
269	0.057
270	0.057
271	0.057
272	0.057
273	0.057
274	0.057
275	0.057
276	0.057
277	0.057
278	0.057
279	0.057
280	0.057
281	0.057
282	0.057
283	0.057
284	0.057
285	0.057
286	0.057
287	0.057
288	0.057
289	0.057
290	0.057
291	0.057
292	0.057
293	0.057
294	0.057
295	0.057
296	0.057
297	0.057
298	0.057
299	0.057
