Generation	Exploration Value
0	0.002
1	0.004
2	0.007
3	0.009
4	0.011
5	0.013
6	0.016
7	0.018
8	0.02
9	0.022
10	0.024
11	0.027
12	0.029
13	0.031
14	0.033
15	0.036
16	0.036
17	0.038
18	0.04
19	0.042
20	0.042
21	0.044
22	0.044
23	0.044
24	0.044
25	0.047
26	0.047
27	0.049
28	0.049
29	0.049
30	0.049
31	0.051
32	0.051
33	0.051
34	0.051
35	0.051
36	0.051
37	0.051
38	0.053
39	0.053
40	0.053
41	0.053
42	0.056
43	0.058
44	0.058
45	0.058
46	0.058
47	0.058
48	0.058
49	0.06
50	0.062
51	0.062
52	0.062
53	0.062
54	0.062
55	0.064
56	0.067
57	0.069
58	0.071
59	0.073
60	0.076
61	0.076
62	0.076
63	0.076
64	0.076
65	0.076
66	0.076
67	0.078
68	0.078
69	0.078
70	0.078
71	0.08
72	0.08
73	0.082
74	0.082
75	0.084
76	0.087
77	0.089
78	0.091
79	0.093
80	0.096
81	0.096
82	0.096
83	0.096
84	0.098
85	0.1
86	0.102
87	0.102
88	0.104
89	0.107
90	0.109
91	0.111
92	0.111
93	0.113
94	0.116
95	0.118
96	0.12
97	0.12
98	0.122
99	0.124
100	0.124
101	0.127
102	0.129
103	0.129
104	0.131
105	0.133
106	0.136
107	0.136
108	0.138
109	0.138
110	0.138
111	0.14
112	0.14
113	0.142
114	0.144
115	0.147
116	0.147
117	0.149
118	0.149
119	0.151
120	0.153
121	0.156
122	0.158
123	0.158
124	0.158
125	0.158
126	0.16
127	0.16
128	0.16
129	0.16
130	0.162
131	0.162
132	0.162
133	0.162
134	0.162
135	0.162
136	0.162
137	0.162
138	0.164
139	0.164
140	0.164
141	0.164
142	0.164
143	0.164
144	0.164
145	0.164
146	0.164
147	0.167
148	0.167
149	0.167
150	0.167
151	0.169
152	0.169
153	0.169
154	0.171
155	0.173
156	0.173
157	0.173
158	0.173
159	0.173
160	0.173
161	0.173
162	0.173
163	0.173
164	0.173
165	0.173
166	0.173
167	0.173
168	0.176
169	0.176
170	0.176
171	0.178
172	0.178
173	0.178
174	0.178
175	0.18
176	0.18
177	0.18
178	0.18
179	0.18
180	0.18
181	0.182
182	0.184
183	0.187
184	0.187
185	0.187
186	0.187
187	0.189
188	0.189
189	0.191
190	0.191
191	0.191
192	0.193
193	0.193
194	0.196
195	0.196
196	0.196
197	0.196
198	0.196
199	0.198
200	0.2
201	0.202
202	0.202
203	0.202
204	0.202
205	0.202
206	0.202
207	0.202
208	0.202
209	0.202
210	0.202
211	0.204
212	0.207
213	0.207
214	0.209
215	0.211
216	0.211
217	0.211
218	0.213
219	0.213
220	0.213
221	0.213
222	0.213
223	0.216
224	0.216
225	0.218
226	0.218
227	0.218
228	0.218
229	0.218
230	0.218
231	0.218
232	0.218
233	0.218
234	0.218
235	0.218
236	0.218
237	0.218
238	0.218
239	0.218
240	0.218
241	0.218
242	0.218
243	0.218
244	0.218
245	0.218
246	0.218
247	0.22
248	0.22
249	0.22
250	0.222
251	0.222
252	0.224
253	0.227
254	0.227
255	0.229
256	0.229
257	0.229
258	0.229
259	0.229
260	0.229
261	0.229
262	0.229
263	0.229
264	0.229
265	0.229
266	0.231
267	0.231
268	0.231
269	0.231
270	0.231
271	0.231
272	0.231
273	0.231
274	0.233
275	0.233
276	0.233
277	0.236
278	0.238
279	0.24
280	0.242
281	0.242
282	0.244
283	0.247
284	0.249
285	0.249
286	0.251
287	0.251
288	0.251
289	0.253
290	0.253
291	0.256
292	0.258
293	0.26
294	0.262
295	0.262
296	0.264
297	0.264
298	0.267
299	0.267
