Generation	Distance
0	0.067
1	0.067
2	0.067
3	0.067
4	0.067
5	0.067
6	0.067
7	0.067
8	0.067
9	0.067
10	0.067
11	0.067
12	0.067
13	0.067
14	0.067
15	0.067
16	0.067
17	0.067
18	0.067
19	0.067
20	0.067
21	0.067
22	0.067
23	0.067
24	0.067
25	0.067
26	0.067
27	0.067
28	0.067
29	0.067
30	0.067
31	0.067
32	0.067
33	0.067
34	0.067
35	0.067
36	0.067
37	0.067
38	0.067
39	0.067
40	0.067
41	0.067
42	0.067
43	0.067
44	0.067
45	0.067
46	0.067
47	0.067
48	0.067
49	0.067
50	0.067
51	0.067
52	0.067
53	0.067
54	0.067
55	0.067
56	0.067
57	0.067
58	0.067
59	0.067
60	0.067
61	0.067
62	0.067
63	0.067
64	0.067
65	0.067
66	0.067
67	0.067
68	0.067
69	0.067
70	0.067
71	0.067
72	0.067
73	0.067
74	0.067
75	0.067
76	0.067
77	0.067
78	0.067
79	0.067
80	0.067
81	0.067
82	0.067
83	0.067
84	0.067
85	0.067
86	0.067
87	0.067
88	0.067
89	0.067
90	0.067
91	0.067
92	0.067
93	0.067
94	0.067
95	0.067
96	0.067
97	0.067
98	0.067
99	0.067
100	0.067
101	0.067
102	0.067
103	0.067
104	0.067
105	0.067
106	0.067
107	0.067
108	0.067
109	0.067
110	0.067
111	0.067
112	0.067
113	0.067
114	0.067
115	0.067
116	0.067
117	0.067
118	0.067
119	0.067
120	0.067
121	0.067
122	0.067
123	0.067
124	0.067
125	0.067
126	0.067
127	0.067
128	0.067
129	0.067
130	0.067
131	0.067
132	0.067
133	0.067
134	0.067
135	0.067
136	0.067
137	0.067
138	0.067
139	0.067
140	0.067
141	0.067
142	0.067
143	0.067
144	0.067
145	0.067
146	0.067
147	0.067
148	0.067
149	0.067
150	0.067
151	0.067
152	0.067
153	0.067
154	0.067
155	0.067
156	0.067
157	0.067
158	0.067
159	0.067
160	0.067
161	0.067
162	0.067
163	0.067
164	0.067
165	0.067
166	0.067
167	0.067
168	0.067
169	0.067
170	0.067
171	0.067
172	0.067
173	0.067
174	0.067
175	0.067
176	0.067
177	0.067
178	0.067
179	0.067
180	0.067
181	0.067
182	0.067
183	0.067
184	0.067
185	0.067
186	0.067
187	0.067
188	0.067
189	0.067
190	0.067
191	0.067
192	0.067
193	0.067
194	0.067
195	0.067
196	0.067
197	0.067
198	0.067
199	0.067
200	0.067
201	0.067
202	0.067
203	0.067
204	0.067
205	0.067
206	0.067
207	0.067
208	0.067
209	0.067
210	0.067
211	0.067
212	0.067
213	0.067
214	0.067
215	0.067
216	0.067
217	0.067
218	0.067
219	0.067
220	0.067
221	0.067
222	0.067
223	0.067
224	0.067
225	0.067
226	0.067
227	0.067
228	0.067
229	0.067
230	0.067
231	0.067
232	0.067
233	0.067
234	0.067
235	0.067
236	0.067
237	0.067
238	0.067
239	0.067
240	0.067
241	0.067
242	0.067
243	0.067
244	0.067
245	0.067
246	0.067
247	0.067
248	0.067
249	0.067
250	0.067
251	0.067
252	0.067
253	0.067
254	0.067
255	0.067
256	0.067
257	0.067
258	0.067
259	0.067
260	0.067
261	0.067
262	0.067
263	0.067
264	0.067
265	0.067
266	0.067
267	0.067
268	0.067
269	0.067
270	0.067
271	0.067
272	0.067
273	0.067
274	0.067
275	0.067
276	0.067
277	0.067
278	0.067
279	0.067
280	0.067
281	0.067
282	0.067
283	0.067
284	0.067
285	0.067
286	0.067
287	0.067
288	0.067
289	0.067
290	0.067
291	0.067
292	0.067
293	0.067
294	0.067
295	0.067
296	0.067
297	0.067
298	0.067
299	0.067
