Generation	Exploration Value
0	0.002
1	0.004
2	0.007
3	0.009
4	0.009
5	0.009
6	0.011
7	0.013
8	0.016
9	0.018
10	0.02
11	0.02
12	0.022
13	0.024
14	0.027
15	0.029
16	0.031
17	0.033
18	0.033
19	0.036
20	0.038
21	0.038
22	0.038
23	0.04
24	0.04
25	0.04
26	0.04
27	0.042
28	0.042
29	0.042
30	0.042
31	0.042
32	0.042
33	0.044
34	0.044
35	0.047
36	0.047
37	0.049
38	0.051
39	0.051
40	0.051
41	0.051
42	0.051
43	0.051
44	0.053
45	0.053
46	0.053
47	0.056
48	0.058
49	0.058
50	0.058
51	0.06
52	0.06
53	0.06
54	0.06
55	0.06
56	0.06
57	0.06
58	0.06
59	0.06
60	0.06
61	0.06
62	0.06
63	0.06
64	0.062
65	0.062
66	0.062
67	0.062
68	0.062
69	0.062
70	0.062
71	0.062
72	0.064
73	0.067
74	0.067
75	0.069
76	0.069
77	0.069
78	0.071
79	0.071
80	0.071
81	0.073
82	0.073
83	0.073
84	0.073
85	0.076
86	0.078
87	0.08
88	0.08
89	0.08
90	0.082
91	0.082
92	0.084
93	0.084
94	0.084
95	0.084
96	0.087
97	0.087
98	0.087
99	0.087
100	0.089
101	0.091
102	0.091
103	0.093
104	0.093
105	0.093
106	0.093
107	0.093
108	0.093
109	0.093
110	0.093
111	0.093
112	0.093
113	0.093
114	0.093
115	0.093
116	0.093
117	0.093
118	0.093
119	0.093
120	0.093
121	0.093
122	0.093
123	0.093
124	0.093
125	0.096
126	0.096
127	0.096
128	0.096
129	0.096
130	0.096
131	0.098
132	0.098
133	0.098
134	0.098
135	0.1
136	0.102
137	0.104
138	0.107
139	0.107
140	0.107
141	0.107
142	0.107
143	0.107
144	0.107
145	0.107
146	0.107
147	0.107
148	0.107
149	0.107
150	0.107
151	0.107
152	0.107
153	0.107
154	0.107
155	0.109
156	0.111
157	0.113
158	0.116
159	0.116
160	0.118
161	0.118
162	0.118
163	0.118
164	0.118
165	0.118
166	0.118
167	0.118
168	0.118
169	0.118
170	0.118
171	0.12
172	0.12
173	0.12
174	0.12
175	0.12
176	0.12
177	0.122
178	0.122
179	0.124
180	0.124
181	0.127
182	0.127
183	0.127
184	0.127
185	0.129
186	0.129
187	0.129
188	0.131
189	0.131
190	0.131
191	0.131
192	0.131
193	0.131
194	0.131
195	0.131
196	0.133
197	0.133
198	0.133
199	0.133
200	0.133
201	0.133
202	0.133
203	0.133
204	0.133
205	0.133
206	0.133
207	0.133
208	0.133
209	0.133
210	0.136
211	0.136
212	0.136
213	0.138
214	0.138
215	0.138
216	0.14
217	0.142
218	0.142
219	0.144
220	0.144
221	0.147
222	0.149
223	0.151
224	0.153
225	0.156
226	0.158
227	0.158
228	0.158
229	0.16
230	0.16
231	0.162
232	0.164
233	0.167
234	0.167
235	0.169
236	0.169
237	0.171
238	0.171
239	0.171
240	0.171
241	0.171
242	0.173
243	0.176
244	0.178
245	0.18
246	0.182
247	0.182
248	0.184
249	0.187
250	0.189
251	0.191
252	0.191
253	0.193
254	0.196
255	0.198
256	0.198
257	0.2
258	0.202
259	0.204
260	0.204
261	0.207
262	0.209
263	0.209
264	0.211
265	0.211
266	0.213
267	0.216
268	0.218
269	0.22
270	0.222
271	0.224
272	0.224
273	0.227
274	0.227
275	0.227
276	0.227
277	0.229
278	0.229
279	0.231
280	0.233
281	0.233
282	0.236
283	0.238
284	0.238
285	0.24
286	0.24
287	0.24
288	0.242
289	0.244
290	0.247
291	0.247
292	0.249
293	0.251
294	0.253
295	0.253
296	0.256
297	0.256
298	0.256
299	0.256
