Generation	Distance
0	0.094
1	0.094
2	0.094
3	0.094
4	0.094
5	0.094
6	0.094
7	0.094
8	0.094
9	0.094
10	0.094
11	0.094
12	0.094
13	0.094
14	0.094
15	0.094
16	0.094
17	0.094
18	0.094
19	0.094
20	0.094
21	0.094
22	0.094
23	0.094
24	0.094
25	0.094
26	0.094
27	0.094
28	0.094
29	0.094
30	0.094
31	0.094
32	0.094
33	0.094
34	0.094
35	0.094
36	0.094
37	0.094
38	0.094
39	0.094
40	0.094
41	0.094
42	0.094
43	0.094
44	0.094
45	0.094
46	0.094
47	0.094
48	0.094
49	0.094
50	0.094
51	0.094
52	0.094
53	0.094
54	0.094
55	0.094
56	0.094
57	0.094
58	0.094
59	0.094
60	0.094
61	0.094
62	0.094
63	0.094
64	0.094
65	0.094
66	0.094
67	0.094
68	0.094
69	0.094
70	0.094
71	0.094
72	0.094
73	0.094
74	0.094
75	0.094
76	0.094
77	0.094
78	0.094
79	0.094
80	0.094
81	0.094
82	0.094
83	0.094
84	0.094
85	0.094
86	0.094
87	0.094
88	0.094
89	0.094
90	0.094
91	0.094
92	0.094
93	0.094
94	0.094
95	0.094
96	0.094
97	0.094
98	0.094
99	0.094
100	0.094
101	0.094
102	0.094
103	0.094
104	0.094
105	0.094
106	0.094
107	0.094
108	0.094
109	0.094
110	0.094
111	0.094
112	0.094
113	0.094
114	0.094
115	0.094
116	0.094
117	0.094
118	0.094
119	0.094
120	0.094
121	0.094
122	0.094
123	0.094
124	0.094
125	0.094
126	0.094
127	0.094
128	0.094
129	0.094
130	0.094
131	0.094
132	0.094
133	0.094
134	0.094
135	0.094
136	0.094
137	0.094
138	0.094
139	0.094
140	0.094
141	0.094
142	0.094
143	0.094
144	0.094
145	0.094
146	0.094
147	0.094
148	0.094
149	0.094
150	0.094
151	0.094
152	0.094
153	0.094
154	0.094
155	0.094
156	0.094
157	0.094
158	0.094
159	0.094
160	0.094
161	0.094
162	0.094
163	0.094
164	0.094
165	0.094
166	0.094
167	0.094
168	0.094
169	0.094
170	0.094
171	0.094
172	0.094
173	0.094
174	0.094
175	0.094
176	0.094
177	0.094
178	0.094
179	0.094
180	0.094
181	0.094
182	0.094
183	0.094
184	0.094
185	0.094
186	0.094
187	0.094
188	0.094
189	0.094
190	0.094
191	0.094
192	0.094
193	0.094
194	0.094
195	0.094
196	0.094
197	0.094
198	0.094
199	0.094
200	0.094
201	0.094
202	0.094
203	0.094
204	0.094
205	0.094
206	0.094
207	0.094
208	0.094
209	0.094
210	0.094
211	0.094
212	0.094
213	0.094
214	0.094
215	0.094
216	0.094
217	0.094
218	0.094
219	0.094
220	0.094
221	0.094
222	0.094
223	0.094
224	0.094
225	0.094
226	0.094
227	0.094
228	0.094
229	0.094
230	0.094
231	0.094
232	0.094
233	0.094
234	0.094
235	0.094
236	0.094
237	0.094
238	0.094
239	0.094
240	0.094
241	0.094
242	0.094
243	0.094
244	0.094
245	0.094
246	0.094
247	0.094
248	0.094
249	0.094
250	0.094
251	0.094
252	0.094
253	0.094
254	0.094
255	0.094
256	0.094
257	0.094
258	0.094
259	0.094
260	0.094
261	0.094
262	0.094
263	0.094
264	0.094
265	0.094
266	0.094
267	0.094
268	0.094
269	0.094
270	0.094
271	0.094
272	0.094
273	0.094
274	0.094
275	0.094
276	0.094
277	0.094
278	0.094
279	0.094
280	0.094
281	0.094
282	0.094
283	0.094
284	0.094
285	0.094
286	0.094
287	0.094
288	0.094
289	0.094
290	0.094
291	0.094
292	0.094
293	0.094
294	0.094
295	0.094
296	0.094
297	0.094
298	0.094
299	0.094
