Generation	min_value
0	-0.150750322265625
1	-0.4582352734375014
2	-0.6003430761718747
3	-0.6003430761718747
4	-0.6003430761718747
5	-0.6003430761718747
6	-0.6003430761718747
7	-0.6003430761718747
8	-0.6003430761718747
9	-0.6003430761718747
10	-0.6003430761718747
11	-0.6003430761718747
12	-0.6003430761718747
13	-0.6003430761718747
14	-0.7302574902343749
15	-0.8301423046875009
16	-0.8301423046875009
17	-0.8706022753906261
18	-0.9632875488281236
19	-0.9632875488281236
20	-0.9632875488281236
21	-0.9632875488281236
22	-0.970412363281244
23	-0.970412363281244
24	-0.970412363281244
25	-0.970412363281244
26	-0.970412363281244
27	-0.970412363281244
28	-0.970412363281244
29	-0.970412363281244
30	-0.970412363281244
31	-0.970412363281244
32	-0.970412363281244
33	-0.970412363281244
34	-0.970412363281244
35	-0.970412363281244
36	-0.970412363281244
37	-0.970412363281244
38	-0.970412363281244
39	-0.970412363281244
40	-0.970412363281244
41	-0.970412363281244
42	-0.970412363281244
43	-0.970412363281244
44	-0.970412363281244
45	-0.970412363281244
46	-0.970412363281244
47	-0.970412363281244
48	-0.970412363281244
49	-0.970412363281244
50	-0.970412363281244
51	-0.970412363281244
52	-0.970412363281244
53	-0.970412363281244
54	-0.970412363281244
55	-0.970412363281244
56	-0.970412363281244
57	-0.970412363281244
58	-0.970412363281244
59	-0.970412363281244
60	-0.970412363281244
61	-0.970412363281244
62	-0.970412363281244
63	-0.970412363281244
64	-0.970412363281244
65	-0.970412363281244
66	-0.970412363281244
67	-0.970412363281244
68	-0.970412363281244
69	-0.970412363281244
70	-0.970412363281244
71	-0.970412363281244
72	-0.970412363281244
73	-0.970412363281244
74	-0.970412363281244
75	-0.970412363281244
76	-0.970412363281244
77	-0.970412363281244
78	-0.970412363281244
79	-0.970412363281244
80	-1.0384967968749983
81	-1.0384967968749983
82	-1.0384967968749983
83	-1.0384967968749983
84	-1.0384967968749983
85	-1.0384967968749983
86	-1.0384967968749983
87	-1.0384967968749983
88	-1.0384967968749983
89	-1.0384967968749983
90	-1.0384967968749983
91	-1.039002216796873
92	-1.039002216796873
93	-1.039002216796873
94	-1.039002216796873
95	-1.039002216796873
96	-1.039002216796873
97	-1.039002216796873
98	-1.039002216796873
99	-1.039002216796873
100	-1.039002216796873
101	-1.039002216796873
102	-1.039002216796873
103	-1.039002216796873
104	-1.039002216796873
105	-1.039002216796873
106	-1.039002216796873
107	-1.039002216796873
108	-1.039002216796873
109	-1.039002216796873
110	-1.039002216796873
111	-1.039002216796873
112	-1.039002216796873
113	-1.039002216796873
114	-1.039002216796873
115	-1.039002216796873
116	-1.039002216796873
117	-1.039002216796873
118	-1.039002216796873
119	-1.039002216796873
120	-1.039002216796873
121	-1.039002216796873
122	-1.039002216796873
123	-1.039002216796873
124	-1.039002216796873
125	-1.039002216796873
126	-1.039002216796873
127	-1.0391489062499986
128	-1.0391489062499986
129	-1.0391489062499986
130	-1.0395748730468737
131	-1.0395748730468737
132	-1.0395748730468737
133	-1.0395748730468737
134	-1.0395748730468737
135	-1.0395748730468737
136	-1.0395748730468737
137	-1.0395748730468737
138	-1.0395748730468737
139	-1.0395748730468737
140	-1.0395748730468737
141	-1.0395748730468737
142	-1.0395748730468737
143	-1.0395748730468737
144	-1.0395748730468737
145	-1.0395748730468737
146	-1.0395748730468737
147	-1.0395748730468737
148	-1.0395748730468737
149	-1.0395748730468737
150	-1.0395748730468737
151	-1.0395748730468737
152	-1.0395748730468737
153	-1.0395748730468737
154	-1.0395748730468737
155	-1.0395748730468737
156	-1.0395748730468737
157	-1.0395748730468737
158	-1.0395748730468737
159	-1.0395748730468737
160	-1.0395748730468737
161	-1.0395748730468737
162	-1.0395748730468737
163	-1.0395748730468737
164	-1.0395748730468737
165	-1.0395748730468737
166	-1.0395748730468737
167	-1.0395748730468737
168	-1.0395748730468737
169	-1.0395748730468737
170	-1.0395748730468737
171	-1.0395748730468737
172	-1.0395748730468737
173	-1.0395748730468737
174	-1.0395748730468737
175	-1.0395748730468737
176	-1.0395748730468737
177	-1.0395748730468737
178	-1.0395748730468737
179	-1.0395748730468737
180	-1.0395748730468737
181	-1.0395748730468737
182	-1.0395748730468737
183	-1.0395748730468737
184	-1.0395748730468737
185	-1.0395748730468737
186	-1.0395748730468737
187	-1.0395748730468737
188	-1.0395748730468737
189	-1.0395748730468737
190	-1.0395748730468737
191	-1.0395748730468737
192	-1.0395748730468737
193	-1.0395748730468737
194	-1.0395748730468737
195	-1.0395748730468737
196	-1.0395748730468737
197	-1.0395748730468737
198	-1.0395748730468737
199	-1.0395748730468737
200	-1.0395748730468737
201	-1.0395748730468737
202	-1.0395748730468737
203	-1.0395748730468737
204	-1.0395748730468737
205	-1.0395748730468737
206	-1.0395748730468737
207	-1.0395748730468737
208	-1.0395748730468737
209	-1.0395748730468737
210	-1.0395748730468737
211	-1.0395748730468737
212	-1.0395748730468737
213	-1.0417150292968735
214	-1.0417150292968735
215	-1.0417150292968735
216	-1.0417150292968735
217	-1.0417150292968735
218	-1.0417150292968735
219	-1.0417150292968735
220	-1.0417150292968735
221	-1.0417150292968735
222	-1.0417150292968735
223	-1.0417150292968735
224	-1.0417150292968735
225	-1.0417150292968735
226	-1.0417150292968735
227	-1.0417150292968735
228	-1.0417150292968735
229	-1.0417150292968735
230	-1.0417150292968735
231	-1.0417150292968735
232	-1.0417150292968735
233	-1.0417150292968735
234	-1.0417150292968735
235	-1.0417150292968735
236	-1.0417150292968735
237	-1.0417150292968735
238	-1.0417150292968735
239	-1.0417150292968735
240	-1.0417150292968735
241	-1.0417150292968735
242	-1.0417150292968735
243	-1.0417150292968735
244	-1.0417150292968735
245	-1.0417150292968735
246	-1.0417150292968735
247	-1.0417150292968735
248	-1.0417150292968735
249	-1.0417150292968735
250	-1.0417150292968735
251	-1.0417150292968735
252	-1.0417150292968735
253	-1.0417150292968735
254	-1.0417150292968735
255	-1.0417150292968735
256	-1.0417150292968735
257	-1.0417150292968735
258	-1.0417150292968735
259	-1.0417150292968735
260	-1.0417150292968735
261	-1.0417150292968735
262	-1.0417150292968735
263	-1.0417150292968735
264	-1.0417150292968735
265	-1.0417150292968735
266	-1.0417150292968735
267	-1.0417150292968735
268	-1.0417150292968735
269	-1.0417150292968735
270	-1.0417150292968735
271	-1.0417150292968735
272	-1.0417150292968735
273	-1.0417150292968735
274	-1.0417150292968735
275	-1.0417150292968735
276	-1.0417150292968735
277	-1.0417150292968735
278	-1.0417150292968735
279	-1.0447488769531212
280	-1.0447488769531212
281	-1.0447488769531212
282	-1.0447488769531212
283	-1.0447488769531212
284	-1.0447488769531212
285	-1.0447488769531212
286	-1.0447488769531212
287	-1.0447488769531212
288	-1.0447488769531212
289	-1.0447488769531212
290	-1.0447488769531212
291	-1.0447488769531212
292	-1.0447488769531212
293	-1.0447488769531212
294	-1.0447488769531212
295	-1.0447488769531212
296	-1.0447488769531212
297	-1.0447488769531212
298	-1.0447488769531212
299	-1.0447488769531212
