Generation	Exploration Value
0	0.002
1	0.004
2	0.007
3	0.009
4	0.009
5	0.011
6	0.013
7	0.016
8	0.018
9	0.02
10	0.022
11	0.024
12	0.027
13	0.029
14	0.029
15	0.029
16	0.031
17	0.033
18	0.036
19	0.038
20	0.038
21	0.04
22	0.042
23	0.044
24	0.044
25	0.044
26	0.047
27	0.047
28	0.047
29	0.047
30	0.047
31	0.049
32	0.051
33	0.051
34	0.053
35	0.056
36	0.058
37	0.058
38	0.058
39	0.06
40	0.062
41	0.062
42	0.064
43	0.064
44	0.064
45	0.064
46	0.064
47	0.064
48	0.064
49	0.067
50	0.067
51	0.067
52	0.067
53	0.067
54	0.067
55	0.067
56	0.069
57	0.069
58	0.071
59	0.073
60	0.073
61	0.073
62	0.073
63	0.076
64	0.076
65	0.078
66	0.078
67	0.078
68	0.08
69	0.082
70	0.084
71	0.084
72	0.087
73	0.087
74	0.089
75	0.091
76	0.093
77	0.093
78	0.096
79	0.098
80	0.1
81	0.1
82	0.102
83	0.102
84	0.102
85	0.104
86	0.104
87	0.107
88	0.107
89	0.107
90	0.107
91	0.109
92	0.111
93	0.111
94	0.111
95	0.113
96	0.116
97	0.118
98	0.12
99	0.122
100	0.122
101	0.122
102	0.122
103	0.124
104	0.127
105	0.127
106	0.127
107	0.127
108	0.129
109	0.131
110	0.133
111	0.136
112	0.138
113	0.14
114	0.142
115	0.144
116	0.147
117	0.147
118	0.147
119	0.149
120	0.149
121	0.149
122	0.151
123	0.151
124	0.151
125	0.151
126	0.151
127	0.151
128	0.151
129	0.153
130	0.156
131	0.158
132	0.16
133	0.162
134	0.162
135	0.164
136	0.167
137	0.169
138	0.171
139	0.171
140	0.171
141	0.171
142	0.171
143	0.173
144	0.173
145	0.173
146	0.173
147	0.173
148	0.176
149	0.178
150	0.18
151	0.18
152	0.18
153	0.182
154	0.184
155	0.184
156	0.187
157	0.189
158	0.191
159	0.193
160	0.196
161	0.198
162	0.2
163	0.2
164	0.2
165	0.2
166	0.2
167	0.202
168	0.202
169	0.202
170	0.202
171	0.202
172	0.202
173	0.202
174	0.202
175	0.202
176	0.202
177	0.202
178	0.202
179	0.202
180	0.204
181	0.204
182	0.207
183	0.207
184	0.207
185	0.209
186	0.209
187	0.211
188	0.213
189	0.213
190	0.213
191	0.216
192	0.218
193	0.22
194	0.222
195	0.222
196	0.224
197	0.224
198	0.224
199	0.224
200	0.224
201	0.224
202	0.224
203	0.224
204	0.224
205	0.224
206	0.227
207	0.227
208	0.227
209	0.229
210	0.229
211	0.229
212	0.229
213	0.229
214	0.229
215	0.231
216	0.231
217	0.231
218	0.233
219	0.233
220	0.233
221	0.233
222	0.233
223	0.233
224	0.233
225	0.233
226	0.236
227	0.236
228	0.236
229	0.238
230	0.24
231	0.242
232	0.244
233	0.244
234	0.244
235	0.244
236	0.247
237	0.247
238	0.249
239	0.249
240	0.251
241	0.251
242	0.251
243	0.251
244	0.251
245	0.251
246	0.251
247	0.251
248	0.253
249	0.253
250	0.253
251	0.253
252	0.253
253	0.253
254	0.256
255	0.258
256	0.258
257	0.26
258	0.26
259	0.26
260	0.26
261	0.26
262	0.262
263	0.264
264	0.264
265	0.267
266	0.269
267	0.271
268	0.271
269	0.271
270	0.273
271	0.273
272	0.276
273	0.276
274	0.276
275	0.276
276	0.276
277	0.278
278	0.278
279	0.28
280	0.28
281	0.28
282	0.28
283	0.28
284	0.28
285	0.282
286	0.282
287	0.282
288	0.284
289	0.287
290	0.287
291	0.289
292	0.291
293	0.293
294	0.293
295	0.296
296	0.296
297	0.298
298	0.3
299	0.3
