Generation	min_value
0	-0.6361019238281217
1	-0.8884692187499982
2	-0.8884692187499982
3	-0.9192975585937446
4	-0.9192975585937446
5	-0.9560234570312462
6	-0.9560234570312462
7	-0.9560234570312462
8	-0.9560234570312462
9	-0.9560234570312462
10	-0.9560234570312462
11	-0.9560234570312462
12	-0.9602083789062462
13	-0.9602083789062462
14	-0.9905558593749968
15	-0.9905558593749968
16	-0.9905558593749968
17	-0.9905558593749968
18	-1.000157832031252
19	-1.0123574218749976
20	-1.0156375097656236
21	-1.0269547851562493
22	-1.0269547851562493
23	-1.0269547851562493
24	-1.0287142382812495
25	-1.0287142382812495
26	-1.0287142382812495
27	-1.0287142382812495
28	-1.0287142382812495
29	-1.0287142382812495
30	-1.0287142382812495
