ID	Elements	Generation	Position	Activity
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.085 0.079 0.33  0.251 0.03  0.021 0.007 0.197]	-0.5034239453124998
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.25  0.093 0.036 0.223 0.147 0.034 0.107 0.11 ]	-0.3752674218750007
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	2	[0.355 0.024 0.15  0.084 0.085 0.065 0.045 0.192]	-0.6894991015624996
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	3	[0.08  0.077 0.281 0.091 0.201 0.004 0.145 0.121]	-0.3968232324218739
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	4	[0.023 0.341 0.12  0.086 0.257 0.046 0.079 0.048]	-0.1952040527343745
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	5	[0.004 0.255 0.106 0.07  0.045 0.174 0.234 0.112]	-0.1827723828125003
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	6	[0.381 0.    0.215 0.057 0.052 0.057 0.001 0.237]	-0.8550792089843766
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	7	[0.26  0.057 0.    0.029 0.01  0.    0.005 0.639]	-0.7930310644531258
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	8	[0.541 0.    0.052 0.    0.    0.    0.    0.407]	-0.8780174121093776
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	9	[0.364 0.    0.001 0.    0.112 0.096 0.    0.427]	-0.6919789746093773
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	10	[0.846 0.043 0.    0.002 0.001 0.011 0.015 0.082]	-0.8507447460937522
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	11	[0.752 0.    0.001 0.    0.    0.    0.    0.247]	-0.8766990820312522
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	12	[0.62  0.    0.152 0.    0.    0.    0.    0.228]	-0.8847578710937525
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	13	[0.626 0.    0.374 0.    0.    0.    0.    0.   ]	-0.9055862402343768
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	14	[0.546 0.    0.315 0.    0.    0.    0.    0.139]	-0.9269529980468786
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	15	[0.621 0.    0.    0.    0.    0.378 0.    0.001]	-0.565998359375001
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	16	[0.428 0.    0.382 0.    0.    0.    0.    0.19 ]	-0.9086426953125032
