Generation	min_value
0	-0.6361019238281217
1	-0.6361019238281217
2	-0.6497101562499992
3	-0.6795817480468743
4	-0.8433063574218728
5	-0.9399026855468716
6	-0.9399026855468716
7	-0.9399026855468716
8	-0.9399026855468716
9	-0.9399026855468716
10	-0.9599766503906207
11	-0.9599766503906207
12	-1.028632490234371
13	-1.028632490234371
14	-1.028632490234371
15	-1.028632490234371
16	-1.028632490234371
17	-1.028632490234371
18	-1.028632490234371
19	-1.028632490234371
20	-1.028632490234371
21	-1.028632490234371
22	-1.0291514843749971
23	-1.0291514843749971
24	-1.0291514843749971
25	-1.0291514843749971
26	-1.0291514843749971
27	-1.0389831933593725
28	-1.0389831933593725
29	-1.0556199999999971
30	-1.0556199999999971
