Generation	min_value
0	-0.6361019238281217
1	-0.6361019238281217
2	-0.68044654296875
3	-0.9238266210937454
4	-0.9335599902343684
5	-0.9335599902343684
6	-0.9421131542968691
7	-0.9529758984375006
8	-0.9529758984375006
9	-0.9539694433593724
10	-0.9697299511718748
11	-0.9697299511718748
12	-0.9697299511718748
13	-0.9697299511718748
14	-0.9697299511718748
15	-0.990054257812496
16	-0.996807773437498
17	-0.996807773437498
18	-0.996807773437498
19	-1.0017302539062467
20	-1.0041209277343712
21	-1.0041209277343712
22	-1.0041209277343712
23	-1.0041209277343712
24	-1.0041209277343712
25	-1.0041209277343712
26	-1.0041209277343712
27	-1.0041209277343712
28	-1.0041209277343712
29	-1.0041209277343712
30	-1.0041209277343712
