Generation	Exploration Value
0	0.002
1	0.004
2	0.007
3	0.009
4	0.011
5	0.013
6	0.013
7	0.016
8	0.016
9	0.018
10	0.02
11	0.022
12	0.024
13	0.027
14	0.029
15	0.031
16	0.033
17	0.036
18	0.036
19	0.038
20	0.04
21	0.042
22	0.042
23	0.042
24	0.042
25	0.042
26	0.042
27	0.042
28	0.042
29	0.042
30	0.042
31	0.042
32	0.042
33	0.042
34	0.042
35	0.042
36	0.044
37	0.044
38	0.047
39	0.047
40	0.047
41	0.049
42	0.049
43	0.051
44	0.053
45	0.056
46	0.058
47	0.06
48	0.06
49	0.06
50	0.062
51	0.064
52	0.064
53	0.064
54	0.067
55	0.069
56	0.071
57	0.071
58	0.073
59	0.073
60	0.076
61	0.078
62	0.08
63	0.082
64	0.084
65	0.084
66	0.084
67	0.084
68	0.087
69	0.089
70	0.089
71	0.089
72	0.089
73	0.089
74	0.089
75	0.089
76	0.091
77	0.093
78	0.096
79	0.098
80	0.098
81	0.1
82	0.102
83	0.102
84	0.104
85	0.104
86	0.107
87	0.107
88	0.109
89	0.111
90	0.113
91	0.113
92	0.113
93	0.113
94	0.113
95	0.113
96	0.113
97	0.116
98	0.116
99	0.118
100	0.118
101	0.118
102	0.12
103	0.122
104	0.122
105	0.122
106	0.124
107	0.124
108	0.124
109	0.124
110	0.124
111	0.124
112	0.124
113	0.124
114	0.124
115	0.124
116	0.124
117	0.124
118	0.124
119	0.127
120	0.129
121	0.129
122	0.131
123	0.131
124	0.131
125	0.131
126	0.133
127	0.133
128	0.136
129	0.138
130	0.138
131	0.14
132	0.142
133	0.142
134	0.142
135	0.142
136	0.142
137	0.144
138	0.144
139	0.144
140	0.144
141	0.147
142	0.149
143	0.149
144	0.149
145	0.149
146	0.151
147	0.151
148	0.153
149	0.156
150	0.158
151	0.16
152	0.16
153	0.162
154	0.164
155	0.164
156	0.167
157	0.169
158	0.171
159	0.171
160	0.173
161	0.176
162	0.178
163	0.178
164	0.18
165	0.18
166	0.18
167	0.18
168	0.18
169	0.18
170	0.182
171	0.182
172	0.184
173	0.184
174	0.187
175	0.187
176	0.189
177	0.191
178	0.193
179	0.196
180	0.196
181	0.196
182	0.196
183	0.196
184	0.198
185	0.198
186	0.2
187	0.2
188	0.202
189	0.202
190	0.204
191	0.207
192	0.209
193	0.211
194	0.213
195	0.213
196	0.213
197	0.216
198	0.218
199	0.22
200	0.22
201	0.22
202	0.22
203	0.222
204	0.222
205	0.222
206	0.224
207	0.224
208	0.227
209	0.229
210	0.231
211	0.231
212	0.233
213	0.236
214	0.238
215	0.238
216	0.238
217	0.238
218	0.238
219	0.238
220	0.238
221	0.238
222	0.24
223	0.242
224	0.242
225	0.244
226	0.244
227	0.244
228	0.244
229	0.244
230	0.247
231	0.247
232	0.247
233	0.249
234	0.249
235	0.251
236	0.251
237	0.251
238	0.253
239	0.253
240	0.253
241	0.256
242	0.258
243	0.26
244	0.26
245	0.26
246	0.26
247	0.26
248	0.262
249	0.264
250	0.267
251	0.267
252	0.269
253	0.271
254	0.273
255	0.273
256	0.273
257	0.276
258	0.276
259	0.278
260	0.28
261	0.282
262	0.282
263	0.284
264	0.287
265	0.287
266	0.287
267	0.289
268	0.289
269	0.291
270	0.291
271	0.293
272	0.296
273	0.298
274	0.3
275	0.302
276	0.304
277	0.304
278	0.304
279	0.307
280	0.307
281	0.307
282	0.309
283	0.309
284	0.309
285	0.309
286	0.309
287	0.309
288	0.311
289	0.311
290	0.311
291	0.313
292	0.316
293	0.318
294	0.318
295	0.32
296	0.322
297	0.322
298	0.322
299	0.322
