Generation	min_value
0	-0.4293911523437519
1	-0.4293911523437519
2	-0.4293911523437519
3	-0.4458012597656262
4	-0.4979564453125022
5	-0.9006315234374946
6	-0.9006315234374946
7	-0.9006315234374946
8	-0.9006315234374946
9	-0.9006315234374946
10	-0.9006315234374946
11	-0.9671563281249984
12	-0.9671563281249984
13	-0.9671563281249984
14	-0.9671563281249984
15	-0.9671563281249984
16	-0.9672011816406196
17	-0.9672011816406196
18	-1.007234746093746
19	-1.007234746093746
20	-1.007234746093746
21	-1.007234746093746
22	-1.007234746093746
23	-1.007234746093746
24	-1.007234746093746
25	-1.0329484960937507
26	-1.0329484960937507
27	-1.0329484960937507
28	-1.0329484960937507
29	-1.0329484960937507
30	-1.0329484960937507
31	-1.0329484960937507
32	-1.0329484960937507
33	-1.0329484960937507
34	-1.0329484960937507
35	-1.0329484960937507
36	-1.0329484960937507
37	-1.0329484960937507
38	-1.0329484960937507
39	-1.0329484960937507
40	-1.0329484960937507
41	-1.0329484960937507
42	-1.0329484960937507
43	-1.0329484960937507
44	-1.0329484960937507
45	-1.0329484960937507
46	-1.0329484960937507
47	-1.0329484960937507
48	-1.0329484960937507
49	-1.0329484960937507
50	-1.0329484960937507
51	-1.0329484960937507
52	-1.0329484960937507
53	-1.0329484960937507
54	-1.0329484960937507
55	-1.0329484960937507
56	-1.0329484960937507
57	-1.0329484960937507
58	-1.0329484960937507
59	-1.0329484960937507
60	-1.0329484960937507
61	-1.0329484960937507
62	-1.0329484960937507
63	-1.0329484960937507
64	-1.0329484960937507
65	-1.0329484960937507
66	-1.0329484960937507
67	-1.0329484960937507
68	-1.0329484960937507
69	-1.0329484960937507
70	-1.0329484960937507
71	-1.0329484960937507
72	-1.0329484960937507
73	-1.0329484960937507
74	-1.0329484960937507
75	-1.0329484960937507
76	-1.0329484960937507
77	-1.0329484960937507
78	-1.0329484960937507
79	-1.0329484960937507
80	-1.0329484960937507
81	-1.0329484960937507
82	-1.0329484960937507
83	-1.0329484960937507
84	-1.0329484960937507
85	-1.0329484960937507
86	-1.0329484960937507
87	-1.0329484960937507
88	-1.0329484960937507
89	-1.0329484960937507
90	-1.0329484960937507
91	-1.0329484960937507
92	-1.0329484960937507
93	-1.0329484960937507
94	-1.0329484960937507
95	-1.0329484960937507
96	-1.0329484960937507
97	-1.0329484960937507
98	-1.0329484960937507
99	-1.0329484960937507
100	-1.0329484960937507
101	-1.0456976953124997
102	-1.0456976953124997
103	-1.0456976953124997
104	-1.0456976953124997
105	-1.0456976953124997
106	-1.0456976953124997
107	-1.0456976953124997
108	-1.0456976953124997
109	-1.0456976953124997
110	-1.0456976953124997
111	-1.0456976953124997
112	-1.0456976953124997
113	-1.0456976953124997
114	-1.0456976953124997
115	-1.0456976953124997
116	-1.0456976953124997
117	-1.0456976953124997
118	-1.0456976953124997
119	-1.0456976953124997
120	-1.0456976953124997
121	-1.0456976953124997
122	-1.0456976953124997
123	-1.0456976953124997
124	-1.0456976953124997
125	-1.0456976953124997
126	-1.0456976953124997
127	-1.0456976953124997
128	-1.0456976953124997
129	-1.0456976953124997
130	-1.0456976953124997
131	-1.0456976953124997
132	-1.0456976953124997
133	-1.0456976953124997
134	-1.0456976953124997
135	-1.0456976953124997
136	-1.0456976953124997
137	-1.0456976953124997
138	-1.0456976953124997
139	-1.0456976953124997
140	-1.0456976953124997
141	-1.0456976953124997
142	-1.0456976953124997
143	-1.0456976953124997
144	-1.0456976953124997
145	-1.0456976953124997
146	-1.0456976953124997
147	-1.0456976953124997
148	-1.0456976953124997
149	-1.0456976953124997
150	-1.0456976953124997
151	-1.0456976953124997
152	-1.0456976953124997
153	-1.0456976953124997
154	-1.0456976953124997
155	-1.0456976953124997
156	-1.0456976953124997
157	-1.0456976953124997
158	-1.0456976953124997
159	-1.0456976953124997
160	-1.0456976953124997
161	-1.0456976953124997
162	-1.0456976953124997
163	-1.0456976953124997
164	-1.0456976953124997
165	-1.0456976953124997
166	-1.0456976953124997
167	-1.0456976953124997
168	-1.0456976953124997
169	-1.0456976953124997
170	-1.0456976953124997
171	-1.0456976953124997
172	-1.0456976953124997
173	-1.0456976953124997
174	-1.0456976953124997
175	-1.0456976953124997
176	-1.0456976953124997
177	-1.0456976953124997
178	-1.0456976953124997
179	-1.0456976953124997
180	-1.0456976953124997
181	-1.0456976953124997
182	-1.0456976953124997
183	-1.0456976953124997
184	-1.0456976953124997
185	-1.0538351367187484
186	-1.0538351367187484
187	-1.0538351367187484
188	-1.0538351367187484
189	-1.0538351367187484
190	-1.0538351367187484
191	-1.0538351367187484
192	-1.0538351367187484
193	-1.0538351367187484
194	-1.0538351367187484
195	-1.0538351367187484
196	-1.0538351367187484
197	-1.0538351367187484
198	-1.0538351367187484
199	-1.0538351367187484
200	-1.0538351367187484
201	-1.0538351367187484
202	-1.0538351367187484
203	-1.0538351367187484
204	-1.0538351367187484
205	-1.0538351367187484
206	-1.0538351367187484
207	-1.0538351367187484
208	-1.0538351367187484
209	-1.0706325878906229
210	-1.0706325878906229
211	-1.0706325878906229
212	-1.0706325878906229
213	-1.0706325878906229
214	-1.0706325878906229
215	-1.0706325878906229
216	-1.0706325878906229
217	-1.0706325878906229
218	-1.0706325878906229
219	-1.081446835937498
220	-1.0837481933593724
221	-1.0851869433593722
222	-1.0851869433593722
223	-1.0851869433593722
224	-1.0851869433593722
225	-1.0851869433593722
226	-1.0851869433593722
227	-1.0851869433593722
228	-1.0851869433593722
229	-1.0851869433593722
230	-1.085258740234372
231	-1.085258740234372
232	-1.085258740234372
233	-1.085258740234372
234	-1.085258740234372
235	-1.085258740234372
236	-1.085258740234372
237	-1.085258740234372
238	-1.085258740234372
239	-1.085258740234372
240	-1.085258740234372
241	-1.085258740234372
242	-1.085258740234372
243	-1.085258740234372
244	-1.085258740234372
245	-1.085258740234372
246	-1.085258740234372
247	-1.085258740234372
248	-1.085258740234372
249	-1.085258740234372
250	-1.085258740234372
251	-1.085258740234372
252	-1.085258740234372
253	-1.085258740234372
254	-1.085258740234372
255	-1.085258740234372
256	-1.085258740234372
257	-1.085258740234372
258	-1.085258740234372
259	-1.085258740234372
260	-1.085258740234372
261	-1.085258740234372
262	-1.085258740234372
263	-1.085258740234372
264	-1.085258740234372
265	-1.085258740234372
266	-1.085258740234372
267	-1.085258740234372
268	-1.085258740234372
269	-1.085258740234372
270	-1.085258740234372
271	-1.085258740234372
272	-1.085258740234372
273	-1.085258740234372
274	-1.085258740234372
275	-1.085258740234372
276	-1.085258740234372
277	-1.085258740234372
278	-1.085258740234372
279	-1.085258740234372
280	-1.085258740234372
281	-1.085258740234372
282	-1.085258740234372
283	-1.085258740234372
284	-1.085258740234372
285	-1.085258740234372
286	-1.085258740234372
287	-1.085258740234372
288	-1.085258740234372
289	-1.085258740234372
290	-1.085258740234372
291	-1.085258740234372
292	-1.085258740234372
293	-1.085258740234372
294	-1.085258740234372
295	-1.085258740234372
296	-1.085258740234372
297	-1.085258740234372
298	-1.085258740234372
299	-1.085258740234372
