Generation	Exploration Value
0	0.002
1	0.004
2	0.007
3	0.009
4	0.011
5	0.011
6	0.013
7	0.016
8	0.016
9	0.018
10	0.02
11	0.022
12	0.024
13	0.024
14	0.024
15	0.027
16	0.029
17	0.029
18	0.029
19	0.029
20	0.029
21	0.031
22	0.031
23	0.031
24	0.031
25	0.031
26	0.031
27	0.031
28	0.031
29	0.033
30	0.033
31	0.036
32	0.036
33	0.038
34	0.038
35	0.04
36	0.04
37	0.04
38	0.042
39	0.044
40	0.044
41	0.044
42	0.044
43	0.047
44	0.049
45	0.051
46	0.051
47	0.051
48	0.051
49	0.053
50	0.056
51	0.058
52	0.06
53	0.06
54	0.06
55	0.062
56	0.062
57	0.064
58	0.064
59	0.067
60	0.067
61	0.069
62	0.069
63	0.069
64	0.071
65	0.071
66	0.073
67	0.073
68	0.073
69	0.073
70	0.076
71	0.078
72	0.078
73	0.078
74	0.08
75	0.082
76	0.082
77	0.084
78	0.084
79	0.084
80	0.084
81	0.084
82	0.084
83	0.087
84	0.089
85	0.089
86	0.091
87	0.091
88	0.091
89	0.093
90	0.093
91	0.096
92	0.096
93	0.096
94	0.098
95	0.098
96	0.098
97	0.1
98	0.102
99	0.102
100	0.104
101	0.107
102	0.107
103	0.107
104	0.107
105	0.109
106	0.109
107	0.111
108	0.111
109	0.113
110	0.116
111	0.118
112	0.12
113	0.12
114	0.12
115	0.122
116	0.124
117	0.127
118	0.127
119	0.127
120	0.127
121	0.127
122	0.127
123	0.127
124	0.127
125	0.127
126	0.127
127	0.127
128	0.129
129	0.129
130	0.129
131	0.129
132	0.129
133	0.129
134	0.129
135	0.129
136	0.129
137	0.129
138	0.131
139	0.133
140	0.136
141	0.136
142	0.138
143	0.14
144	0.14
145	0.142
146	0.142
147	0.142
148	0.144
149	0.144
150	0.144
151	0.147
152	0.147
153	0.147
154	0.147
155	0.147
156	0.147
157	0.147
158	0.147
159	0.147
160	0.149
161	0.149
162	0.151
163	0.153
164	0.153
165	0.153
166	0.153
167	0.156
168	0.158
169	0.16
170	0.16
171	0.162
172	0.164
173	0.164
174	0.167
175	0.167
176	0.169
177	0.169
178	0.169
179	0.171
180	0.173
181	0.176
182	0.178
183	0.18
184	0.182
185	0.182
186	0.184
187	0.184
188	0.184
189	0.187
190	0.189
191	0.189
192	0.191
193	0.191
194	0.193
195	0.193
196	0.193
197	0.196
198	0.198
199	0.198
200	0.198
201	0.198
202	0.198
203	0.2
204	0.2
205	0.202
206	0.202
207	0.202
208	0.204
209	0.204
210	0.207
211	0.207
212	0.207
213	0.207
214	0.207
215	0.209
216	0.209
217	0.209
218	0.211
219	0.211
220	0.211
221	0.211
222	0.211
223	0.211
224	0.211
225	0.211
226	0.211
227	0.211
228	0.211
229	0.211
230	0.211
231	0.213
232	0.216
233	0.216
234	0.218
235	0.22
236	0.222
237	0.224
238	0.227
239	0.227
240	0.227
241	0.229
242	0.229
243	0.231
244	0.231
245	0.231
246	0.231
247	0.233
248	0.236
249	0.238
250	0.238
251	0.238
252	0.24
253	0.242
254	0.244
255	0.244
256	0.247
257	0.249
258	0.251
259	0.253
260	0.253
261	0.256
262	0.258
263	0.258
264	0.26
265	0.26
266	0.26
267	0.26
268	0.262
269	0.264
270	0.264
271	0.267
272	0.267
273	0.269
274	0.271
275	0.273
276	0.276
277	0.276
278	0.276
279	0.278
280	0.28
281	0.282
282	0.282
283	0.282
284	0.282
285	0.284
286	0.287
287	0.287
288	0.289
289	0.289
290	0.291
291	0.291
292	0.293
293	0.293
294	0.293
295	0.293
296	0.293
297	0.293
298	0.293
299	0.296
