ID	Elements	Generation	Position	Activity	Region	Visited
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.257 0.371 0.02  0.064 0.144 0.088 0.017 0.039]	-0.604534882812497	362	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.187 0.111 0.012 0.096 0.214 0.008 0.365 0.007]	-0.4963258007812497	344	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	2	[0.269 0.366 0.013 0.065 0.15  0.085 0.016 0.036]	-0.6135652050781216	362	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	3	[0.35  0.312 0.    0.058 0.136 0.079 0.01  0.055]	-0.719242148437496	440	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	4	[0.434 0.239 0.    0.052 0.078 0.087 0.046 0.064]	-0.8327756542968705	440	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	5	[ 0.602  0.117 -0.001  0.016  0.03   0.092  0.     0.144]	-0.8413397265624994	446	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	6	[0.576 0.099 0.    0.199 0.029 0.033 0.038 0.026]	-0.6946322460937506	442	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	7	[ 0.405  0.084 -0.001  0.005  0.043  0.291  0.009  0.164]	-0.581421650390626	415	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	8	[ 0.542  0.115 -0.     0.012  0.167  0.016  0.111  0.037]	-0.6784156152343745	443	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	9	[ 0.552  0.209 -0.     0.009  0.037  0.025  0.004  0.164]	-0.9373117187499952	426	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	10	[0.004 0.121 0.    0.814 0.    0.    0.    0.061]	-0.1304807324218752	66	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	11	[0.037 0.152 0.    0.002 0.    0.042 0.046 0.721]	-0.2421543261718758	43	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	12	[0.439 0.396 0.    0.009 0.023 0.025 0.072 0.036]	-0.9534850195312462	432	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	13	[0.116 0.01  0.    0.    0.    0.03  0.844 0.   ]	-0.5996435644531256	90	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	14	[0.033 0.693 0.    0.001 0.003 0.014 0.244 0.012]	-0.246324326171875	163	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	15	[0.461 0.245 0.002 0.059 0.002 0.    0.051 0.18 ]	-0.9827754199218716	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	16	[0.547 0.364 0.001 0.    0.    0.    0.    0.088]	-0.939793935546872	432	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	17	[0.493 0.249 0.001 0.    0.    0.001 0.208 0.048]	-0.921950566406249	427	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	18	[0.503 0.317 0.    0.    0.    0.    0.012 0.168]	-0.9482716601562466	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	19	[0.537 0.008 0.001 0.003 0.    0.    0.099 0.352]	-0.8599735546875004	418	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	20	[ 0.     0.031 -0.001  0.009  0.757  0.006  0.148  0.05 ]	-0.1719872851562489	103	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	21	[0.436 0.282 0.214 0.    0.    0.    0.039 0.029]	-0.9613589550781252	431	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	22	[0.51  0.202 0.    0.001 0.    0.    0.107 0.18 ]	-0.9482622558593716	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	23	[0.    0.    0.    0.038 0.    0.937 0.025 0.   ]	-0.1513399999999998	85	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	24	[0.513 0.176 0.    0.067 0.    0.    0.    0.244]	-0.973719404296872	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	25	[0.459 0.185 0.146 0.034 0.    0.    0.    0.176]	-0.9977608593749968	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	26	[0.418 0.128 0.221 0.    0.    0.    0.    0.233]	-0.9802191992187518	433	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	27	[0.396 0.    0.287 0.086 0.    0.    0.    0.231]	-0.849153974609377	433	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	28	[0.418 0.365 0.    0.158 0.001 0.007 0.045 0.006]	-0.7769919042968718	432	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	29	[0.33  0.214 0.    0.    0.    0.    0.249 0.207]	-0.8838129003906215	367	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	30	[0.421 0.209 0.169 0.    0.    0.    0.023 0.178]	-0.9679277441406218	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	31	[0.    0.    0.    0.    0.    0.    0.624 0.376]	-0.1963255761718745	89	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	32	[0.429 0.338 0.    0.    0.    0.    0.14  0.093]	-0.9311284179687456	427	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	33	[0.47  0.193 0.124 0.    0.    0.    0.    0.213]	-0.9709974804687485	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	34	[0.465 0.196 0.154 0.    0.    0.    0.    0.185]	-0.9688673730468732	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	35	[0.464 0.188 0.081 0.036 0.    0.    0.    0.231]	-0.9922173144531216	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	36	[0.493 0.    0.    0.    0.    0.    0.507 0.   ]	-0.8667609960937503	416	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	37	[0.447 0.186 0.055 0.06  0.    0.    0.009 0.243]	-0.9756582421874964	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	38	[0.465 0.186 0.104 0.041 0.    0.    0.    0.204]	-1.0018555175781216	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	39	[0.332 0.    0.386 0.    0.    0.    0.282 0.   ]	-0.8075670507812516	345	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	40	[0.466 0.184 0.108 0.046 0.    0.    0.    0.196]	-0.9999383789062468	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	41	[0.468 0.368 0.    0.019 0.007 0.101 0.005 0.032]	-0.7922325781249958	432	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	42	[ 0.244  0.021 -0.001  0.004  0.     0.282  0.45   0.   ]	-0.4612230957031273	326	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	43	[0. 0. 1. 0. 0. 0. 0. 0.]	-0.2253440136718751	44	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	44	[0.455 0.119 0.    0.002 0.122 0.    0.    0.302]	-0.727242480468753	436	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	45	[0.462 0.001 0.    0.    0.    0.    0.325 0.212]	-0.8600651757812504	417	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	46	[0.453 0.145 0.126 0.052 0.    0.    0.043 0.181]	-0.9835036523437454	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	47	[1. 0. 0. 0. 0. 0. 0. 0.]	-0.8772396777343769	449	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	48	[0.525 0.341 0.    0.    0.049 0.    0.085 0.   ]	-0.8979791601562431	432	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	49	[0.434 0.464 0.    0.031 0.001 0.    0.    0.07 ]	-0.9592839257812452	432	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	50	[0.473 0.179 0.125 0.049 0.    0.    0.    0.174]	-0.996684062499997	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	51	[0.378 0.238 0.    0.    0.    0.    0.384 0.   ]	-0.937010195312498	346	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	52	[0.34  0.24  0.235 0.    0.    0.    0.185 0.   ]	-0.9680777148437504	359	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	53	[0.423 0.142 0.    0.061 0.    0.    0.279 0.095]	-0.947287167968747	427	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	54	[0.423 0.51  0.    0.    0.    0.    0.067 0.   ]	-0.9317509960937452	432	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	55	[0.382 0.16  0.173 0.    0.    0.    0.197 0.088]	-0.9278969921874978	421	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	56	[0.359 0.378 0.212 0.    0.    0.    0.051 0.   ]	-0.9557240136718728	349	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	57	[ 0.256  0.271 -0.001  0.086  0.     0.     0.341  0.047]	-0.7641287011718718	346	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	58	[0.63  0.002 0.001 0.089 0.    0.036 0.23  0.012]	-0.7811127636718758	445	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	59	[0.5   0.223 0.04  0.069 0.    0.    0.    0.168]	-0.9854641113281224	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	60	[0.701 0.    0.001 0.    0.    0.    0.    0.298]	-0.8766990820312522	446	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	61	[0.457 0.173 0.13  0.052 0.    0.    0.    0.188]	-0.9932346289062468	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	62	[0.851 0.    0.003 0.109 0.    0.    0.    0.037]	-0.7194115136718763	449	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	63	[0.463 0.175 0.122 0.051 0.    0.    0.    0.189]	-0.995473935546872	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	64	[0.456 0.039 0.001 0.    0.    0.    0.    0.504]	-0.8776010253906273	418	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	65	[ 0.405  0.192 -0.001  0.051  0.     0.058  0.295  0.   ]	-0.9697035156249968	427	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	66	[0.253 0.002 0.001 0.    0.    0.187 0.045 0.512]	-0.5000403808593792	324	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	67	[0.46  0.164 0.087 0.045 0.    0.037 0.    0.207]	-0.9900544628906222	426	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	68	[0.382 0.132 0.486 0.    0.    0.    0.    0.   ]	-0.9976923535156262	425	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	69	[0.359 0.181 0.421 0.    0.    0.    0.039 0.   ]	-0.9827234179687478	355	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	70	[0.409 0.129 0.358 0.021 0.    0.    0.    0.083]	-1.004340888671877	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	71	[0.44  0.065 0.495 0.    0.    0.    0.    0.   ]	-0.9088915625000016	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	72	[0.379 0.156 0.355 0.029 0.    0.    0.    0.081]	-0.990231660156249	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	73	[0.33  0.012 0.    0.208 0.001 0.015 0.415 0.019]	-0.6035780957031267	342	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	74	[ 0.356  0.275 -0.001  0.     0.022  0.1    0.248  0.   ]	-0.7750852539062487	427	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	75	[0.396 0.147 0.394 0.    0.    0.    0.    0.063]	-0.953146943359376	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	76	[0.432 0.175 0.197 0.05  0.    0.    0.    0.146]	-1.004409912109372	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	77	[0.429 0.172 0.201 0.054 0.    0.    0.    0.144]	-1.004012197265622	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	78	[0.382 0.172 0.297 0.055 0.    0.    0.094 0.   ]	-1.0265220410156222	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	79	[0.378 0.16  0.304 0.069 0.    0.    0.089 0.   ]	-1.005028769531248	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	80	[0.396 0.179 0.212 0.059 0.    0.    0.154 0.   ]	-0.9983512695312464	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	81	[0.379 0.17  0.338 0.055 0.    0.    0.058 0.   ]	-1.0133500683593717	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	82	[0.379 0.169 0.339 0.054 0.    0.    0.059 0.   ]	-1.0132310644531213	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	83	[0.379 0.167 0.342 0.054 0.    0.    0.058 0.   ]	-1.0107422753906214	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	84	[0.376 0.155 0.407 0.062 0.    0.    0.    0.   ]	-1.016189062499998	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	85	[0.377 0.157 0.386 0.059 0.    0.    0.021 0.   ]	-1.0177600878906217	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	86	[0.376 0.153 0.396 0.059 0.    0.    0.016 0.   ]	-1.0071312499999967	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	87	[0.379 0.163 0.364 0.056 0.    0.    0.038 0.   ]	-1.0170041503906218	425	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	88	[0.332 0.33  0.    0.018 0.    0.    0.    0.32 ]	-0.9657098242187449	397	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	89	[ 0.471  0.149 -0.001  0.022  0.     0.003  0.356  0.   ]	-0.973834570312496	416	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	90	[0.104 0.566 0.    0.    0.    0.024 0.    0.306]	-0.7408512109374958	165	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	91	[0.385 0.164 0.358 0.056 0.    0.    0.037 0.   ]	-1.0150266894531217	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	92	[0.384 0.163 0.362 0.055 0.    0.    0.036 0.   ]	-1.0160257519531215	431	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	93	[0.317 0.329 0.001 0.086 0.    0.    0.    0.267]	-0.859026992187494	397	True
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	94	[ 0.101  0.513 -0.001  0.     0.335  0.002  0.03   0.02 ]	-0.432929990234373	284	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	95	[0.009 0.343 0.    0.    0.021 0.    0.627 0.   ]	-0.2327048632812494	40	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	96	[0.35  0.406 0.    0.    0.059 0.    0.013 0.172]	-0.8990503808593696	354	False
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	97	[0.    0.    0.001 0.427 0.503 0.069 0.    0.   ]	-0.1421011816406248	115	False
