ID	Elements	Generation	Position	Activity
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.322 0.047 0.234 0.137 0.103 0.039 0.088 0.03 ]	-0.5104276660156255
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.1   0.072 0.107 0.14  0.043 0.129 0.167 0.242]	-0.3407582714843745
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	2	[0.177 0.005 0.129 0.121 0.136 0.132 0.126 0.174]	-0.2643761816406237
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	3	[0.346 0.054 0.252 0.139 0.098 0.024 0.081 0.006]	-0.6023347949218757
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	4	[0.398 0.069 0.234 0.145 0.087 0.    0.067 0.   ]	-0.6328794042968754
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	5	[0.457 0.151 0.155 0.171 0.    0.    0.066 0.   ]	-0.7724930468749982
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	6	[ 0.547  0.289 -0.     0.041  0.009  0.047  0.041  0.026]	-0.9752924804687468
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	7	[0.141 0.79  0.    0.019 0.018 0.021 0.009 0.002]	-0.7867051074218698
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	8	[0.769 0.124 0.003 0.003 0.053 0.006 0.029 0.013]	-0.8815729296874989
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	9	[0.31  0.501 0.001 0.    0.009 0.179 0.    0.   ]	-0.5680298535156261
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	10	[0.461 0.187 0.002 0.01  0.003 0.006 0.301 0.03 ]	-0.9683080078124962
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	11	[0.54  0.191 0.002 0.056 0.002 0.012 0.11  0.087]	-0.9538852832031214
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	12	[0.046 0.076 0.    0.01  0.056 0.003 0.791 0.018]	-0.19142240234375
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	13	[0.555 0.046 0.001 0.018 0.009 0.044 0.27  0.057]	-0.8573413476562513
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	14	[0.006 0.057 0.    0.    0.937 0.    0.    0.   ]	-0.214687714843749
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	15	[0.533 0.289 0.004 0.011 0.009 0.02  0.067 0.067]	-0.9510251660156211
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	16	[0.088 0.019 0.001 0.    0.    0.    0.094 0.798]	-0.6096766113281256
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	17	[0.053 0.117 0.    0.82  0.001 0.007 0.    0.002]	-0.1356012695312504
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	18	[ 0.579  0.22  -0.001  0.008  0.005  0.053  0.106  0.03 ]	-0.9503623046874988
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	19	[0.553 0.072 0.    0.019 0.002 0.001 0.124 0.229]	-0.8974363085937492
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	20	[0.013 0.351 0.003 0.015 0.    0.    0.    0.618]	-0.2776889062500005
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	21	[ 0.629  0.195 -0.001  0.001  0.07   0.024  0.017  0.065]	-0.8412690722656223
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	22	[0.702 0.199 0.004 0.    0.    0.    0.095 0.   ]	-0.9479425683593724
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	23	[0.481 0.355 0.    0.034 0.001 0.003 0.126 0.   ]	-0.9673410644531186
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	24	[0.395 0.268 0.    0.    0.044 0.    0.264 0.029]	-0.8868304101562455
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	25	[ 0.559  0.202 -0.     0.013  0.007  0.009  0.166  0.044]	-0.9444637890624976
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	26	[ 0.549  0.222 -0.001  0.019  0.027  0.013  0.151  0.02 ]	-0.9617237499999958
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	27	[ 0.009  0.    -0.001  0.123  0.     0.755  0.037  0.077]	-0.1245338964843755
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	28	[0.806 0.001 0.    0.    0.    0.    0.16  0.033]	-0.8667609960937503
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	29	[0.594 0.284 0.    0.    0.    0.011 0.104 0.007]	-0.9388079296874974
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	30	[0.578 0.268 0.005 0.    0.    0.    0.139 0.01 ]	-0.9333777832031224
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	31	[0.541 0.179 0.004 0.    0.    0.    0.153 0.123]	-0.952168242187496
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	32	[0.63  0.014 0.    0.047 0.003 0.131 0.035 0.14 ]	-0.5432488378906254
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	33	[0.33  0.125 0.    0.034 0.018 0.002 0.259 0.232]	-0.897658242187497
