ID	Elements	Generation	Position	Velocity	Activity
1	['Pt', 'Pd', 'Au']	0	[1. 0. 0.]	[-0.041  0.02   0.02 ]	-0.8933253515625026
2	['Pt', 'Pd', 'Au']	0	[0. 0. 1.]	[ 0.02   0.02  -0.041]	-0.24288522460937503
3	['Pt', 'Pd', 'Au']	0	[0. 1. 0.]	[ 0.02  -0.041  0.02 ]	-0.27646029296874985
4	['Pt', 'Pd', 'Au']	0	[0.5 0.5 0. ]	[-0.02  -0.02   0.041]	-0.9506590917968724
5	['Pt', 'Pd', 'Au']	0	[0.5 0.  0.5]	[-0.02   0.041 -0.02 ]	-0.9241540722656275
6	['Pt', 'Pd', 'Au']	0	[0.  0.5 0.5]	[ 0.041 -0.02  -0.02 ]	-0.27906543945312473
1	['Pt', 'Pd', 'Au']	1	[0.954 0.006 0.04 ]	[ 0.023 -0.003 -0.02 ]	-0.8928378320312527
2	['Pt', 'Pd', 'Au']	1	[0.07  0.061 0.87 ]	[ 0.07   0.061 -0.13 ]	-0.3575870996093736
3	['Pt', 'Pd', 'Au']	1	[0.068 0.926 0.006]	[ 0.068 -0.074  0.006]	-0.35953969726562435
4	['Pt', 'Pd', 'Au']	1	[0.488 0.492 0.02 ]	[ 0.006  0.004 -0.01 ]	-0.9504018066406223
5	['Pt', 'Pd', 'Au']	1	[0.442 0.098 0.458]	[ 0.029 -0.049  0.021]	-0.9399023046875026
6	['Pt', 'Pd', 'Au']	1	[0.112 0.532 0.356]	[ 0.112  0.032 -0.144]	-0.7572794140624989
1	['Pt', 'Pd', 'Au']	2	[0.96  0.003 0.036]	[ 0.006 -0.003 -0.004]	-0.8931527832031276
2	['Pt', 'Pd', 'Au']	2	[0.085 0.15  0.766]	[ 0.015  0.089 -0.104]	-0.6939972265624993
3	['Pt', 'Pd', 'Au']	2	[0.15  0.845 0.005]	[ 0.082 -0.081 -0.001]	-0.820863759765622
4	['Pt', 'Pd', 'Au']	2	[0.472 0.478 0.049]	[-0.016 -0.014  0.029]	-0.9519129785156222
5	['Pt', 'Pd', 'Au']	2	[0.414 0.149 0.435]	[-0.028  0.051 -0.023]	-0.9898565136718741
6	['Pt', 'Pd', 'Au']	2	[0.047 0.497 0.457]	[-0.065 -0.035  0.101]	-0.3065762890624996
1	['Pt', 'Pd', 'Au']	3	[0.922 0.014 0.063]	[-0.038  0.011  0.027]	-0.8950190917968777
2	['Pt', 'Pd', 'Au']	3	[0.129 0.063 0.809]	[ 0.044 -0.087  0.043]	-0.7304688085937507
3	['Pt', 'Pd', 'Au']	3	[0.115 0.872 0.013]	[-0.035  0.027  0.008]	-0.6985644921874975
4	['Pt', 'Pd', 'Au']	3	[0.486 0.484 0.029]	[ 0.014  0.006 -0.02 ]	-0.9512607031249973
5	['Pt', 'Pd', 'Au']	3	[0.42  0.11  0.468]	[ 0.006 -0.039  0.033]	-0.9484376464843772
6	['Pt', 'Pd', 'Au']	3	[0.179 0.432 0.389]	[ 0.132 -0.065 -0.068]	-0.965658925781249
1	['Pt', 'Pd', 'Au']	4	[0.907 0.    0.091]	[-0.015 -0.014  0.028]	-0.9004526367187529
2	['Pt', 'Pd', 'Au']	4	[0.105 0.175 0.721]	[-0.024  0.112 -0.088]	-0.7359575195312491
3	['Pt', 'Pd', 'Au']	4	[0.147 0.805 0.049]	[ 0.032 -0.067  0.036]	-0.813030097656247
4	['Pt', 'Pd', 'Au']	4	[0.477 0.485 0.037]	[-0.009  0.001  0.008]	-0.9521230468749973
5	['Pt', 'Pd', 'Au']	4	[0.432 0.174 0.392]	[ 0.012  0.064 -0.076]	-0.9920616992187492
6	['Pt', 'Pd', 'Au']	4	[0.102 0.469 0.429]	[-0.077  0.037  0.04 ]	-0.7568668164062486
1	['Pt', 'Pd', 'Au']	5	[0.895 0.023 0.08 ]	[-0.012  0.023 -0.011]	-0.8952488769531276
2	['Pt', 'Pd', 'Au']	5	[0.192 0.038 0.77 ]	[ 0.087 -0.137  0.049]	-0.7994276757812515
3	['Pt', 'Pd', 'Au']	5	[0.147 0.804 0.051]	[-0.    -0.001  0.002]	-0.813030097656247
4	['Pt', 'Pd', 'Au']	5	[0.485 0.477 0.038]	[ 0.008 -0.008  0.001]	-0.9521230468749973
5	['Pt', 'Pd', 'Au']	5	[0.416 0.128 0.453]	[-0.016 -0.046  0.061]	-1.0048842382812517
6	['Pt', 'Pd', 'Au']	5	[0.224 0.407 0.369]	[ 0.122 -0.062 -0.06 ]	-0.9608128906249999
1	['Pt', 'Pd', 'Au']	6	[0.875 0.007 0.115]	[-0.02  -0.016  0.035]	-0.901884228515628
2	['Pt', 'Pd', 'Au']	6	[0.128 0.131 0.741]	[-0.064  0.093 -0.029]	-0.7614273925781253
3	['Pt', 'Pd', 'Au']	6	[0.175 0.725 0.102]	[ 0.028 -0.079  0.051]	-0.8972803808593727
4	['Pt', 'Pd', 'Au']	6	[0.504 0.46  0.036]	[ 0.019 -0.017 -0.002]	-0.9521230468749973
5	['Pt', 'Pd', 'Au']	6	[0.431 0.173 0.393]	[ 0.015  0.045 -0.06 ]	-0.9920616992187492
6	['Pt', 'Pd', 'Au']	6	[0.112 0.47  0.418]	[-0.112  0.063  0.049]	-0.7601627441406239
1	['Pt', 'Pd', 'Au']	7	[0.87  0.031 0.095]	[-0.005  0.024 -0.02 ]	-0.9011189746093781
2	['Pt', 'Pd', 'Au']	7	[0.28  0.034 0.686]	[ 0.152 -0.097 -0.055]	-0.8110232812500021
3	['Pt', 'Pd', 'Au']	7	[0.15  0.777 0.075]	[-0.025  0.052 -0.027]	-0.823153857421872
4	['Pt', 'Pd', 'Au']	7	[0.505 0.491 0.003]	[ 0.001  0.031 -0.033]	-0.9506590917968724
5	['Pt', 'Pd', 'Au']	7	[0.458 0.108 0.432]	[ 0.027 -0.065  0.039]	-0.9488449511718773
6	['Pt', 'Pd', 'Au']	7	[0.193 0.407 0.4  ]	[ 0.081 -0.063 -0.018]	-0.9696407031249991
1	['Pt', 'Pd', 'Au']	8	[0.853 0.01  0.133]	[-0.017 -0.021  0.038]	-0.9020922851562528
2	['Pt', 'Pd', 'Au']	8	[0.165 0.095 0.74 ]	[-0.115  0.061  0.054]	-0.7972481835937515
3	['Pt', 'Pd', 'Au']	8	[0.194 0.684 0.125]	[ 0.044 -0.093  0.05 ]	-0.9010926171874978
4	['Pt', 'Pd', 'Au']	8	[0.514 0.449 0.036]	[ 0.009 -0.042  0.033]	-0.9521230468749973
5	['Pt', 'Pd', 'Au']	8	[0.413 0.179 0.407]	[-0.045  0.071 -0.025]	-0.9928407031249992
6	['Pt', 'Pd', 'Au']	8	[0.117 0.501 0.381]	[-0.076  0.094 -0.019]	-0.7560398046874988
1	['Pt', 'Pd', 'Au']	9	[0.821 0.062 0.113]	[-0.032  0.052 -0.02 ]	-0.908868125000003
2	['Pt', 'Pd', 'Au']	9	[0.284 0.063 0.653]	[ 0.119 -0.032 -0.087]	-0.8178095312500021
3	['Pt', 'Pd', 'Au']	9	[0.154 0.766 0.083]	[-0.04   0.082 -0.042]	-0.8331578710937471
4	['Pt', 'Pd', 'Au']	9	[0.51  0.435 0.054]	[-0.004 -0.014  0.018]	-0.9538290820312473
5	['Pt', 'Pd', 'Au']	9	[0.437 0.096 0.466]	[ 0.024 -0.083  0.059]	-0.9391022851562526
6	['Pt', 'Pd', 'Au']	9	[0.252 0.371 0.376]	[ 0.135 -0.13  -0.005]	-0.9653237890624997
1	['Pt', 'Pd', 'Au']	10	[ 0.809  0.206 -0.017]	[ 0.006 -0.072  0.065]	-0.958452890624999
2	['Pt', 'Pd', 'Au']	10	[0.178 0.115 0.707]	[-0.106  0.052  0.054]	-0.8162031054687515
3	['Pt', 'Pd', 'Au']	10	[0.204 0.667 0.132]	[ 0.05  -0.099  0.049]	-0.8895612207031233
4	['Pt', 'Pd', 'Au']	10	[0.494 0.442 0.064]	[-0.016  0.007  0.01 ]	-0.9549493554687473
5	['Pt', 'Pd', 'Au']	10	[0.41  0.183 0.406]	[-0.027  0.087 -0.06 ]	-0.9925059570312492
6	['Pt', 'Pd', 'Au']	10	[0.15  0.469 0.379]	[-0.102  0.098  0.003]	-0.8875415429687484
1	['Pt', 'Pd', 'Au']	11	[0.845 0.116 0.035]	[-0.018  0.045 -0.026]	-0.9203845703125022
2	['Pt', 'Pd', 'Au']	11	[0.281 0.095 0.625]	[ 0.103 -0.02  -0.082]	-0.8247869238281271
3	['Pt', 'Pd', 'Au']	11	[0.168 0.734 0.101]	[-0.036  0.067 -0.031]	-0.8473562304687476
4	['Pt', 'Pd', 'Au']	11	[0.508 0.43  0.062]	[ 0.014 -0.012 -0.002]	-0.9549875585937473
5	['Pt', 'Pd', 'Au']	11	[0.437 0.097 0.465]	[ 0.027 -0.086  0.059]	-0.9399023046875026
6	['Pt', 'Pd', 'Au']	11	[0.253 0.363 0.382]	[ 0.103 -0.106  0.003]	-0.9656373632812497
1	['Pt', 'Pd', 'Au']	12	[0.826 0.091 0.079]	[-0.019 -0.025  0.044]	-0.9103244531250023
2	['Pt', 'Pd', 'Au']	12	[0.162 0.146 0.693]	[-0.119  0.051  0.068]	-0.8300789257812502
3	['Pt', 'Pd', 'Au']	12	[0.189 0.683 0.131]	[ 0.021 -0.051  0.03 ]	-0.8974237890624979
4	['Pt', 'Pd', 'Au']	12	[0.45  0.483 0.067]	[-0.058  0.053  0.005]	-0.9543767187499973
5	['Pt', 'Pd', 'Au']	12	[0.386 0.166 0.447]	[-0.051  0.069 -0.018]	-0.9918579492187491
6	['Pt', 'Pd', 'Au']	12	[0.154 0.464 0.38 ]	[-0.099  0.101 -0.002]	-0.9022249121093733
