ID	Elements	Generation	Position	Region	Velocity	Visited	Activity
3	['Pt', 'Pd', 'Au']	4	[0.199 0.406 0.394]	35	[ 0.163 -0.076 -0.087]	False	-0.9569895312499976
4	['Pt', 'Pd', 'Au']	4	[0.22  0.436 0.344]	40	[-0.015 -0.036  0.051]	True	-0.9524094726562481
5	['Pt', 'Pd', 'Au']	4	[0.415 0.185 0.4  ]	66	[ 0.002  0.041 -0.043]	True	-0.9788640722656234
6	['Pt', 'Pd', 'Au']	4	[0.316 0.311 0.374]	53	[ 0.018  0.011 -0.029]	True	-0.9945183593749984
1	['Pt', 'Pd', 'Au']	5	[0.323 0.551 0.126]	57	[ 0.013  0.067 -0.08 ]	True	-0.9097122363281217
2	['Pt', 'Pd', 'Au']	5	[0.329 0.292 0.378]	60	[ 0.021 -0.041  0.02 ]	True	-0.9980584082031241
3	['Pt', 'Pd', 'Au']	5	[0.062 0.469 0.468]	15	[-0.137  0.063  0.074]	True	-0.29638918945312537
4	['Pt', 'Pd', 'Au']	5	[0.232 0.464 0.304]	40	[ 0.012  0.028 -0.04 ]	True	-0.9616786914062477
5	['Pt', 'Pd', 'Au']	5	[0.386 0.125 0.489]	59	[-0.029 -0.06   0.089]	False	-0.9779085644531266
6	['Pt', 'Pd', 'Au']	5	[0.28  0.335 0.386]	46	[-0.036  0.024  0.012]	False	-0.9729807031249983
1	['Pt', 'Pd', 'Au']	6	[0.32  0.49  0.189]	62	[-0.003 -0.061  0.063]	True	-0.9228214062499976
2	['Pt', 'Pd', 'Au']	6	[0.315 0.303 0.381]	53	[-0.014  0.011  0.003]	True	-0.9945183593749984
3	['Pt', 'Pd', 'Au']	6	[0.225 0.383 0.391]	46	[ 0.163 -0.086 -0.077]	True	-0.9542507226562478
4	['Pt', 'Pd', 'Au']	6	[0.188 0.457 0.355]	35	[-0.044 -0.007  0.051]	True	-0.9606139257812475
5	['Pt', 'Pd', 'Au']	6	[0.4   0.158 0.441]	66	[ 0.014  0.033 -0.048]	True	-0.9740433398437486
6	['Pt', 'Pd', 'Au']	6	[0.311 0.256 0.434]	54	[ 0.031 -0.079  0.048]	False	-0.9777040039062505
1	['Pt', 'Pd', 'Au']	7	[0.319 0.537 0.143]	57	[-0.001  0.047 -0.046]	True	-0.905750302734372
2	['Pt', 'Pd', 'Au']	7	[0.37  0.243 0.386]	60	[ 0.055 -0.06   0.005]	True	-1.0127780761718745
3	['Pt', 'Pd', 'Au']	7	[0.104 0.427 0.468]	20	[-0.121  0.044  0.077]	True	-0.7453355664062481
4	['Pt', 'Pd', 'Au']	7	[0.26  0.443 0.297]	47	[ 0.072 -0.014 -0.058]	True	-0.9751944433593734
5	['Pt', 'Pd', 'Au']	7	[0.378 0.15  0.471]	59	[-0.022 -0.008  0.03 ]	True	-0.9724531249999986
6	['Pt', 'Pd', 'Au']	7	[0.266 0.316 0.419]	41	[-0.045  0.06  -0.015]	False	-0.9874073242187489
1	['Pt', 'Pd', 'Au']	8	[0.323 0.46  0.215]	52	[ 0.004 -0.077  0.072]	True	-0.9470913574218728
2	['Pt', 'Pd', 'Au']	8	[0.287 0.31  0.401]	41	[-0.083  0.067  0.015]	True	-0.9855547949218738
3	['Pt', 'Pd', 'Au']	8	[0.265 0.368 0.365]	46	[ 0.161 -0.059 -0.103]	True	-0.9691216503906238
4	['Pt', 'Pd', 'Au']	8	[0.192 0.456 0.352]	35	[-0.068  0.013  0.055]	True	-0.9591947265624975
5	['Pt', 'Pd', 'Au']	8	[0.409 0.172 0.418]	66	[ 0.031  0.022 -0.053]	True	-0.9756170410156231
6	['Pt', 'Pd', 'Au']	8	[0.278 0.264 0.459]	50	[ 0.012 -0.052  0.04 ]	True	-0.9667765917968764
