ID	Elements	Generation	Position	Region	Velocity	Visited	Activity
1	['Pt', 'Pd', 'Au']	7	[0.313 0.448 0.24 ]	52	[ 0.041 -0.034 -0.007]	True	-0.9935566601562489
2	['Pt', 'Pd', 'Au']	7	[0.358 0.44  0.204]	52	[ 0.046  0.038 -0.084]	True	-0.9692767968749986
3	['Pt', 'Pd', 'Au']	7	[0.247 0.3   0.454]	50	[ 0.139 -0.122 -0.017]	False	-0.9723248144531249
4	['Pt', 'Pd', 'Au']	7	[0.551 0.143 0.304]	76	[ 0.098 -0.059 -0.039]	True	-0.9964105566406251
5	['Pt', 'Pd', 'Au']	7	[0.14  0.625 0.234]	23	[-0.01   0.015 -0.005]	True	-0.9100384863281211
6	['Pt', 'Pd', 'Au']	7	[0.298 0.407 0.299]	47	[-0.011  0.019 -0.009]	True	-0.9920882031249997
1	['Pt', 'Pd', 'Au']	8	[0.265 0.5   0.236]	47	[-0.048  0.052 -0.004]	True	-0.9694897656249994
2	['Pt', 'Pd', 'Au']	8	[0.359 0.369 0.274]	61	[ 0.001 -0.071  0.07 ]	True	-1.0334327441406226
3	['Pt', 'Pd', 'Au']	8	[0.146 0.397 0.458]	34	[-0.101  0.097  0.004]	False	-0.860944843749999
4	['Pt', 'Pd', 'Au']	8	[0.474 0.17  0.355]	74	[-0.077  0.027  0.051]	True	-0.9856819042968744
5	['Pt', 'Pd', 'Au']	8	[0.199 0.591 0.209]	29	[ 0.059 -0.034 -0.025]	True	-0.9067655859374981
6	['Pt', 'Pd', 'Au']	8	[0.271 0.412 0.321]	40	[-0.027  0.005  0.022]	False	-0.9850468066406244
1	['Pt', 'Pd', 'Au']	9	[0.292 0.431 0.277]	47	[ 0.027 -0.069  0.041]	True	-0.9874695214843745
2	['Pt', 'Pd', 'Au']	9	[0.348 0.402 0.252]	52	[-0.011  0.033 -0.022]	True	-1.036972011718748
3	['Pt', 'Pd', 'Au']	9	[0.271 0.303 0.427]	41	[ 0.125 -0.094 -0.031]	True	-0.9831936230468749
4	['Pt', 'Pd', 'Au']	9	[0.508 0.147 0.344]	76	[ 0.034 -0.023 -0.011]	True	-0.9818033593749991
5	['Pt', 'Pd', 'Au']	9	[0.136 0.618 0.245]	23	[-0.063  0.027  0.036]	True	-0.7845952539062481
6	['Pt', 'Pd', 'Au']	9	[0.332 0.416 0.256]	52	[ 0.061  0.004 -0.065]	True	-1.009100556640624
1	['Pt', 'Pd', 'Au']	10	[0.25  0.496 0.254]	47	[-0.042  0.065 -0.023]	True	-0.9762605371093742
2	['Pt', 'Pd', 'Au']	10	[0.325 0.391 0.285]	61	[-0.023 -0.011  0.033]	True	-1.0059385937499994
3	['Pt', 'Pd', 'Au']	10	[0.193 0.415 0.392]	35	[-0.078  0.112 -0.035]	True	-0.9679299999999985
4	['Pt', 'Pd', 'Au']	10	[0.515 0.123 0.361]	76	[ 0.007 -0.024  0.017]	True	-0.9822007617187521
5	['Pt', 'Pd', 'Au']	10	[0.206 0.547 0.246]	36	[ 0.07  -0.071  0.001]	True	-0.9723446093749989
6	['Pt', 'Pd', 'Au']	10	[0.302 0.399 0.303]	53	[-0.03  -0.017  0.047]	True	-0.9965109765624998
1	['Pt', 'Pd', 'Au']	11	[0.307 0.451 0.242]	52	[ 0.057 -0.045 -0.012]	True	-0.993839951171874
2	['Pt', 'Pd', 'Au']	11	[0.372 0.369 0.26 ]	61	[ 0.047 -0.022 -0.025]	True	-1.0339443457031225
3	['Pt', 'Pd', 'Au']	11	[0.258 0.333 0.409]	41	[ 0.065 -0.082  0.017]	True	-0.9735967968749997
4	['Pt', 'Pd', 'Au']	11	[0.5   0.14  0.359]	76	[-0.015  0.017 -0.002]	True	-0.9832435742187492
5	['Pt', 'Pd', 'Au']	11	[0.169 0.593 0.238]	29	[-0.037  0.046 -0.008]	True	-0.9309193749999981
6	['Pt', 'Pd', 'Au']	11	[0.322 0.422 0.26 ]	52	[ 0.02   0.023 -0.043]	True	-1.005047851562499
1	['Pt', 'Pd', 'Au']	12	[0.279 0.452 0.268]	47	[-0.028  0.001  0.026]	True	-0.9855775683593746
2	['Pt', 'Pd', 'Au']	12	[0.373 0.34  0.288]	61	[ 0.001 -0.029  0.028]	True	-1.0362803320312475
3	['Pt', 'Pd', 'Au']	12	[0.165 0.414 0.42 ]	20	[-0.093  0.081  0.011]	True	-0.9071387402343738
4	['Pt', 'Pd', 'Au']	12	[0.472 0.139 0.388]	74	[-0.028 -0.001  0.029]	True	-0.986376777343749
5	['Pt', 'Pd', 'Au']	12	[0.198 0.541 0.261]	29	[ 0.029 -0.052  0.023]	True	-0.9820781445312485
6	['Pt', 'Pd', 'Au']	12	[0.307 0.403 0.294]	52	[-0.015 -0.019  0.034]	True	-1.0036444921874992
1	['Pt', 'Pd', 'Au']	13	[0.305 0.421 0.272]	52	[ 0.026 -0.031  0.004]	True	-0.9979139355468747
2	['Pt', 'Pd', 'Au']	13	[0.381 0.349 0.27 ]	61	[ 0.008  0.009 -0.018]	True	-1.0375738867187476
3	['Pt', 'Pd', 'Au']	13	[0.26  0.298 0.441]	50	[ 0.095 -0.116  0.021]	True	-0.9767911425781253
4	['Pt', 'Pd', 'Au']	13	[0.514 0.152 0.333]	76	[ 0.042  0.013 -0.055]	True	-0.9864252734374996
5	['Pt', 'Pd', 'Au']	13	[0.172 0.568 0.26 ]	29	[-0.026  0.027 -0.001]	True	-0.9590093554687483
6	['Pt', 'Pd', 'Au']	13	[0.32  0.417 0.267]	52	[ 0.013  0.014 -0.027]	True	-1.004465185546874
1	['Pt', 'Pd', 'Au']	14	[0.265 0.453 0.281]	47	[-0.04   0.032  0.009]	True	-0.9851796484374997
2	['Pt', 'Pd', 'Au']	14	[0.347 0.354 0.299]	61	[-0.034  0.005  0.029]	True	-1.040462626953123
3	['Pt', 'Pd', 'Au']	14	[0.238 0.346 0.415]	41	[-0.022  0.048 -0.026]	True	-0.9603842773437492
4	['Pt', 'Pd', 'Au']	14	[0.476 0.148 0.375]	74	[-0.038 -0.004  0.042]	True	-0.986785185546874
5	['Pt', 'Pd', 'Au']	14	[0.211 0.509 0.28 ]	36	[ 0.039 -0.059  0.02 ]	True	-0.9722174218749989
6	['Pt', 'Pd', 'Au']	14	[0.316 0.412 0.275]	52	[-0.004 -0.005  0.008]	True	-1.003542714843749
1	['Pt', 'Pd', 'Au']	15	[0.275 0.485 0.239]	47	[ 0.01   0.032 -0.042]	True	-0.9738639746093745
2	['Pt', 'Pd', 'Au']	15	[0.384 0.316 0.3  ]	61	[ 0.037 -0.038  0.001]	True	-1.0443819433593726
3	['Pt', 'Pd', 'Au']	15	[0.256 0.331 0.411]	41	[ 0.018 -0.015 -0.004]	True	-0.9754263183593748
4	['Pt', 'Pd', 'Au']	15	[0.505 0.141 0.353]	76	[ 0.029 -0.007 -0.022]	True	-0.982168632812499
5	['Pt', 'Pd', 'Au']	15	[0.198 0.563 0.239]	29	[-0.013  0.054 -0.041]	True	-0.9701165917968735
6	['Pt', 'Pd', 'Au']	15	[0.34  0.424 0.239]	52	[ 0.024  0.012 -0.036]	True	-1.0111460546874986
