ID	Elements	Generation	Position	Velocity	Activity
1	['Pt', 'Pd', 'Au']	0	[0.5 0.5 0. ]	[-0.123 -0.123  0.245]	-0.9373137011718712
2	['Pt', 'Pd', 'Au']	0	[0.5 0.  0.5]	[-0.123  0.245 -0.123]	-0.9103924121093762
3	['Pt', 'Pd', 'Au']	0	[0.  0.5 0.5]	[ 0.245 -0.123 -0.123]	-0.27012013671874996
4	['Pt', 'Pd', 'Au']	0	[0.9  0.05 0.05]	[-0.245  0.122  0.122]	-0.8797533007812509
5	['Pt', 'Pd', 'Au']	0	[0.05 0.9  0.05]	[ 0.122 -0.245  0.122]	-0.2946266406250005
6	['Pt', 'Pd', 'Au']	0	[0.05 0.05 0.9 ]	[ 0.122  0.122 -0.245]	-0.2527593847656257
1	['Pt', 'Pd', 'Au']	1	[0.426 0.335 0.239]	[ 0.015 -0.219  0.204]	-1.0154508496093728
2	['Pt', 'Pd', 'Au']	1	[0.432 0.238 0.328]	[ 0.029  0.196 -0.225]	-1.005071640625001
3	['Pt', 'Pd', 'Au']	1	[0.214 0.497 0.289]	[ 0.214 -0.003 -0.211]	-0.9530692089843744
4	['Pt', 'Pd', 'Au']	1	[0.768 0.168 0.064]	[-0.216  0.134  0.082]	-0.9441555859374985
5	['Pt', 'Pd', 'Au']	1	[0.177 0.71  0.113]	[ 0.169 -0.238  0.07 ]	-0.8982125292968712
6	['Pt', 'Pd', 'Au']	1	[0.189 0.155 0.656]	[ 0.139  0.105 -0.244]	-0.8221057812500014
1	['Pt', 'Pd', 'Au']	2	[0.349 0.575 0.077]	[-0.077  0.24  -0.162]	-0.9460177734374965
2	['Pt', 'Pd', 'Au']	2	[0.377 0.06  0.561]	[-0.055 -0.178  0.233]	-0.9122812207031263
3	['Pt', 'Pd', 'Au']	2	[0.128 0.434 0.438]	[-0.086 -0.063  0.149]	-0.773886386718748
4	['Pt', 'Pd', 'Au']	2	[0.958 0.03  0.012]	[ 0.138  0.104 -0.242]	-0.8804780371093759
5	['Pt', 'Pd', 'Au']	2	[0.02  0.876 0.104]	[ 0.121  0.1   -0.221]	-0.2728575292968758
6	['Pt', 'Pd', 'Au']	2	[0.188 0.18  0.632]	[-0.001  0.025 -0.024]	-0.8345077636718762
1	['Pt', 'Pd', 'Au']	3	[0.459 0.331 0.211]	[ 0.11  -0.244  0.134]	-0.9716356542968734
2	['Pt', 'Pd', 'Au']	3	[0.414 0.251 0.332]	[ 0.037  0.191 -0.229]	-1.0114659082031254
3	['Pt', 'Pd', 'Au']	3	[0.341 0.432 0.227]	[ 0.213 -0.002 -0.211]	-0.9890266210937486
4	['Pt', 'Pd', 'Au']	3	[0.749 0.025 0.227]	[-0.209 -0.005  0.215]	-0.9071738378906266
5	['Pt', 'Pd', 'Au']	3	[0.155 0.631 0.214]	[ 0.135 -0.245  0.11 ]	-0.8551034277343712
6	['Pt', 'Pd', 'Au']	3	[0.232 0.237 0.531]	[ 0.044  0.057 -0.101]	-0.8971641699218789
1	['Pt', 'Pd', 'Au']	4	[0.313 0.574 0.114]	[-0.146  0.243 -0.097]	-0.9129725488281215
2	['Pt', 'Pd', 'Au']	4	[0.389 0.08  0.528]	[-0.025 -0.171  0.196]	-0.9125095410156263
