ID	Elements	Generation	Position	Region	Velocity	Visited	Activity
4	['Pt', 'Pd', 'Au']	5	[0.86  0.123 0.018]	97	[ 0.09  -0.073 -0.016]	True	-0.9496318847656268
5	['Pt', 'Pd', 'Au']	5	[0.335 0.467 0.198]	62	[-0.026  0.045 -0.019]	True	-0.9289220605468739
6	['Pt', 'Pd', 'Au']	5	[0.575 0.112 0.312]	76	[ 0.077 -0.037 -0.04 ]	False	-0.9643792773437531
1	['Pt', 'Pd', 'Au']	6	[0.433 0.326 0.241]	64	[ 0.009 -0.012  0.003]	True	-1.0245141308593746
2	['Pt', 'Pd', 'Au']	6	[0.28  0.387 0.333]	46	[-0.037  0.063 -0.025]	False	-0.958247900390624
3	['Pt', 'Pd', 'Au']	6	[0.242 0.318 0.44 ]	41	[ 0.156 -0.121 -0.035]	False	-0.9574463867187493
4	['Pt', 'Pd', 'Au']	6	[0.76  0.203 0.038]	91	[-0.1   0.08  0.02]	False	-0.9525472167968746
5	['Pt', 'Pd', 'Au']	6	[0.337 0.411 0.253]	52	[ 0.002 -0.056  0.055]	True	-0.9953337207031241
6	['Pt', 'Pd', 'Au']	6	[0.512 0.14  0.347]	76	[-0.063  0.028  0.035]	True	-0.9803166308593745
1	['Pt', 'Pd', 'Au']	7	[0.419 0.342 0.239]	64	[-0.014  0.016 -0.002]	True	-1.0232517187499994
2	['Pt', 'Pd', 'Au']	7	[0.331 0.352 0.317]	53	[ 0.051 -0.035 -0.016]	True	-0.9990375781249994
3	['Pt', 'Pd', 'Au']	7	[0.123 0.418 0.459]	20	[-0.119  0.1    0.019]	False	-0.7644617675781245
4	['Pt', 'Pd', 'Au']	7	[0.508 0.377 0.116]	79	[ 0.126 -0.087 -0.039]	False	-0.9523859374999977
5	['Pt', 'Pd', 'Au']	7	[0.346 0.463 0.192]	62	[ 0.009  0.052 -0.061]	True	-0.9657995703124995
6	['Pt', 'Pd', 'Au']	7	[0.585 0.113 0.301]	76	[ 0.073 -0.027 -0.046]	True	-0.9604968457031279
1	['Pt', 'Pd', 'Au']	8	[0.424 0.338 0.238]	64	[ 0.005 -0.004 -0.001]	True	-1.0232517187499994
2	['Pt', 'Pd', 'Au']	8	[0.306 0.394 0.3  ]	61	[-0.025  0.042 -0.017]	False	-0.986172285156249
3	['Pt', 'Pd', 'Au']	8	[0.283 0.323 0.394]	46	[ 0.16  -0.095 -0.065]	True	-0.9621240136718738
4	['Pt', 'Pd', 'Au']	8	[0.411 0.451 0.139]	68	[-0.097  0.074  0.023]	False	-0.9450828515624982
5	['Pt', 'Pd', 'Au']	8	[0.324 0.433 0.243]	52	[-0.022 -0.03   0.051]	True	-0.9855280761718738
6	['Pt', 'Pd', 'Au']	8	[0.492 0.164 0.343]	74	[-0.093  0.051  0.042]	True	-0.98483005859375
1	['Pt', 'Pd', 'Au']	9	[0.42  0.341 0.239]	64	[-0.004  0.003  0.001]	True	-1.0232517187499994
2	['Pt', 'Pd', 'Au']	9	[0.387 0.336 0.277]	61	[ 0.081 -0.058 -0.023]	True	-1.0282885449218744
3	['Pt', 'Pd', 'Au']	9	[0.195 0.375 0.43 ]	34	[-0.088  0.052  0.036]	True	-0.9563358593749984
4	['Pt', 'Pd', 'Au']	9	[0.473 0.379 0.149]	72	[ 0.062 -0.072  0.01 ]	True	-0.9457834667968732
5	['Pt', 'Pd', 'Au']	9	[0.344 0.454 0.202]	52	[ 0.02   0.021 -0.041]	True	-0.9438761816406244
6	['Pt', 'Pd', 'Au']	9	[0.569 0.115 0.315]	76	[ 0.077 -0.049 -0.028]	True	-0.964467246093753
1	['Pt', 'Pd', 'Au']	10	[0.434 0.334 0.232]	64	[ 0.014 -0.007 -0.007]	True	-1.013936259765624
2	['Pt', 'Pd', 'Au']	10	[0.311 0.366 0.323]	53	[-0.076  0.03   0.046]	True	-0.985550947265624
3	['Pt', 'Pd', 'Au']	10	[0.291 0.308 0.401]	41	[ 0.096 -0.067 -0.029]	True	-0.9701432714843743
4	['Pt', 'Pd', 'Au']	10	[0.419 0.438 0.144]	68	[-0.054  0.059 -0.005]	True	-0.9457834667968732
5	['Pt', 'Pd', 'Au']	10	[0.317 0.436 0.247]	52	[-0.027 -0.018  0.045]	True	-0.9879719921874988
6	['Pt', 'Pd', 'Au']	10	[0.492 0.159 0.349]	74	[-0.077  0.044  0.034]	True	-0.9797509765624993
1	['Pt', 'Pd', 'Au']	11	[0.4   0.343 0.257]	64	[-0.034  0.009  0.025]	True	-1.0273497070312496
2	['Pt', 'Pd', 'Au']	11	[0.392 0.303 0.305]	53	[ 0.081 -0.063 -0.018]	True	-1.0366780371093756
3	['Pt', 'Pd', 'Au']	11	[0.268 0.312 0.42 ]	41	[-0.023  0.004  0.019]	True	-0.9699607617187493
4	['Pt', 'Pd', 'Au']	11	[0.493 0.373 0.135]	72	[ 0.074 -0.065 -0.009]	True	-0.9461160839843732
5	['Pt', 'Pd', 'Au']	11	[0.361 0.411 0.229]	52	[ 0.044 -0.025 -0.018]	True	-1.0058599902343741
6	['Pt', 'Pd', 'Au']	11	[0.55  0.101 0.348]	76	[ 0.058 -0.058 -0.001]	True	-0.9312045117187518
1	['Pt', 'Pd', 'Au']	12	[0.435 0.319 0.246]	64	[ 0.035 -0.024 -0.011]	True	-1.0349529199218754
2	['Pt', 'Pd', 'Au']	12	[0.325 0.406 0.27 ]	52	[-0.067  0.103 -0.035]	True	-0.993033574218749
3	['Pt', 'Pd', 'Au']	12	[0.271 0.343 0.386]	46	[ 0.003  0.031 -0.034]	True	-0.9629027832031237
4	['Pt', 'Pd', 'Au']	12	[0.451 0.411 0.139]	68	[-0.042  0.038  0.004]	True	-0.9460807812499982
5	['Pt', 'Pd', 'Au']	12	[0.319 0.433 0.249]	52	[-0.042  0.022  0.02 ]	True	-0.9902729199218739
6	['Pt', 'Pd', 'Au']	12	[0.466 0.209 0.324]	69	[-0.084  0.108 -0.024]	True	-0.9994410449218764
1	['Pt', 'Pd', 'Au']	13	[0.418 0.317 0.266]	64	[-0.017 -0.002  0.02 ]	True	-1.0372458398437507
2	['Pt', 'Pd', 'Au']	13	[0.376 0.343 0.282]	61	[ 0.051 -0.063  0.012]	True	-1.0275158984374995
3	['Pt', 'Pd', 'Au']	13	[0.301 0.325 0.374]	53	[ 0.03  -0.018 -0.012]	True	-0.9727082714843737
4	['Pt', 'Pd', 'Au']	13	[0.489 0.326 0.186]	72	[ 0.038 -0.085  0.047]	True	-0.9664841406249993
5	['Pt', 'Pd', 'Au']	13	[0.382 0.379 0.24 ]	61	[ 0.063 -0.054 -0.009]	True	-1.0183001074218743
6	['Pt', 'Pd', 'Au']	13	[0.533 0.125 0.341]	76	[ 0.067 -0.084  0.017]	True	-0.9934280859375026
1	['Pt', 'Pd', 'Au']	14	[0.435 0.372 0.195]	72	[ 0.017  0.055 -0.071]	True	-0.9668683300781242
2	['Pt', 'Pd', 'Au']	14	[0.349 0.364 0.288]	61	[-0.027  0.021  0.006]	True	-1.025951591796875
3	['Pt', 'Pd', 'Au']	14	[0.263 0.332 0.405]	41	[-0.038  0.007  0.031]	True	-0.9639126464843739
4	['Pt', 'Pd', 'Au']	14	[0.458 0.385 0.158]	72	[-0.031  0.059 -0.028]	True	-0.9527182812499988
5	['Pt', 'Pd', 'Au']	14	[0.364 0.366 0.271]	61	[-0.018 -0.013  0.031]	True	-1.0246116308593747
6	['Pt', 'Pd', 'Au']	14	[0.512 0.164 0.324]	76	[-0.021  0.039 -0.017]	True	-0.9944315136718754
1	['Pt', 'Pd', 'Au']	15	[0.384 0.323 0.295]	61	[-0.051 -0.049  0.1  ]	True	-1.0288995703124997
2	['Pt', 'Pd', 'Au']	15	[0.354 0.373 0.274]	61	[ 0.005  0.009 -0.014]	True	-1.0233350878906244
3	['Pt', 'Pd', 'Au']	15	[0.28  0.309 0.41 ]	41	[ 0.017 -0.023  0.005]	True	-0.9695150878906242
4	['Pt', 'Pd', 'Au']	15	[0.469 0.358 0.174]	72	[ 0.011 -0.027  0.016]	True	-0.956613300781249
5	['Pt', 'Pd', 'Au']	15	[0.349 0.401 0.25 ]	52	[-0.015  0.035 -0.021]	True	-1.0246983886718748
6	['Pt', 'Pd', 'Au']	15	[0.54  0.106 0.354]	76	[ 0.028 -0.058  0.03 ]	True	-0.9473602832031272
1	['Pt', 'Pd', 'Au']	16	[0.432 0.329 0.241]	64	[ 0.048  0.006 -0.054]	True	-1.0245141308593746
2	['Pt', 'Pd', 'Au']	16	[0.386 0.353 0.262]	61	[ 0.032 -0.02  -0.012]	True	-1.0284599902343747
3	['Pt', 'Pd', 'Au']	16	[0.235 0.34  0.424]	41	[-0.045  0.031  0.014]	True	-0.949934941406249
4	['Pt', 'Pd', 'Au']	16	[0.469 0.42  0.113]	68	[-0.     0.062 -0.061]	True	-0.9523859374999977
5	['Pt', 'Pd', 'Au']	16	[0.38  0.391 0.23 ]	61	[ 0.031 -0.01  -0.02 ]	True	-1.0066662792968741
6	['Pt', 'Pd', 'Au']	16	[0.514 0.161 0.325]	76	[-0.026  0.055 -0.029]	True	-0.9933426562500004
1	['Pt', 'Pd', 'Au']	17	[0.405 0.336 0.26 ]	64	[-0.027  0.007  0.019]	True	-1.0273497070312496
2	['Pt', 'Pd', 'Au']	17	[0.36  0.352 0.289]	61	[-0.026 -0.001  0.027]	True	-1.0277574804687495
3	['Pt', 'Pd', 'Au']	17	[0.267 0.325 0.407]	41	[ 0.032 -0.015 -0.017]	True	-0.9639004589843737
4	['Pt', 'Pd', 'Au']	17	[0.451 0.383 0.168]	72	[-0.018 -0.037  0.055]	True	-0.954483525390624
5	['Pt', 'Pd', 'Au']	17	[0.355 0.411 0.235]	52	[-0.025  0.02   0.005]	True	-1.013549541015624
6	['Pt', 'Pd', 'Au']	17	[0.515 0.145 0.339]	76	[ 0.001 -0.016  0.014]	True	-0.9843788281249999
1	['Pt', 'Pd', 'Au']	18	[0.466 0.31  0.225]	64	[ 0.061 -0.026 -0.035]	True	-1.0173237890624998
2	['Pt', 'Pd', 'Au']	18	[0.41  0.338 0.253]	64	[ 0.05  -0.014 -0.036]	True	-1.0270965820312496
3	['Pt', 'Pd', 'Au']	18	[0.25  0.342 0.407]	41	[-0.017  0.017  0.   ]	True	-0.9526042382812491
4	['Pt', 'Pd', 'Au']	18	[0.432 0.44  0.131]	68	[-0.019  0.057 -0.037]	True	-0.9461160839843732
5	['Pt', 'Pd', 'Au']	18	[0.325 0.453 0.223]	52	[-0.03   0.042 -0.012]	True	-0.9692728906249987
6	['Pt', 'Pd', 'Au']	18	[0.512 0.165 0.322]	76	[-0.003  0.02  -0.017]	True	-0.9952708398437504
1	['Pt', 'Pd', 'Au']	19	[0.393 0.343 0.266]	61	[-0.073  0.033  0.041]	True	-1.0284599902343747
2	['Pt', 'Pd', 'Au']	19	[0.342 0.368 0.292]	61	[-0.068  0.03   0.039]	True	-1.0058535546874994
3	['Pt', 'Pd', 'Au']	19	[0.27  0.322 0.407]	41	[ 0.02 -0.02  0.  ]	True	-0.9684953906249992
4	['Pt', 'Pd', 'Au']	19	[0.425 0.42  0.158]	68	[-0.007 -0.02   0.027]	True	-0.9527182812499988
5	['Pt', 'Pd', 'Au']	19	[0.363 0.393 0.245]	61	[ 0.038 -0.06   0.022]	True	-1.0207300976562492
6	['Pt', 'Pd', 'Au']	19	[0.531 0.138 0.33 ]	76	[ 0.019 -0.027  0.008]	True	-0.9852275585937504
1	['Pt', 'Pd', 'Au']	20	[0.498 0.294 0.211]	71	[ 0.105 -0.049 -0.055]	True	-0.9821867187500005
2	['Pt', 'Pd', 'Au']	20	[0.448 0.296 0.258]	71	[ 0.106 -0.072 -0.034]	True	-1.036437705078126
3	['Pt', 'Pd', 'Au']	20	[0.253 0.312 0.434]	41	[-0.017 -0.01   0.027]	True	-0.9642907128906245
4	['Pt', 'Pd', 'Au']	20	[0.4   0.413 0.19 ]	62	[-0.025 -0.007  0.032]	True	-0.9656421972656242
5	['Pt', 'Pd', 'Au']	20	[0.298 0.49  0.212]	47	[-0.065  0.097 -0.033]	False	-0.9098338085937488
6	['Pt', 'Pd', 'Au']	20	[0.498 0.193 0.308]	74	[-0.033  0.055 -0.022]	True	-1.002259042968751
