ID	Elements	Generation	Position	Region	Velocity	Visited	Activity
4	['Pt', 'Pd', 'Au']	2	[0.165 0.274 0.561]	32	[ 0.097  0.065 -0.162]	True	-0.8860608203125011
5	['Pt', 'Pd', 'Au']	2	[0.256 0.567 0.177]	49	[-0.023  0.139 -0.115]	False	-0.8962606640624986
6	['Pt', 'Pd', 'Au']	2	[0.277 0.403 0.319]	40	[-0.058 -0.014  0.071]	False	-0.9813994824218735
1	['Pt', 'Pd', 'Au']	3	[0.315 0.365 0.322]	53	[-0.005  0.064 -0.059]	True	-0.996397490234373
2	['Pt', 'Pd', 'Au']	3	[0.415 0.22  0.365]	69	[ 0.014 -0.134  0.12 ]	True	-1.001711064453124
3	['Pt', 'Pd', 'Au']	3	[0.152 0.5   0.348]	35	[ 0.02   0.064 -0.084]	False	-0.8844772851562483
4	['Pt', 'Pd', 'Au']	3	[0.083 0.252 0.666]	13	[-0.082 -0.022  0.105]	False	-0.6693814746093741
5	['Pt', 'Pd', 'Au']	3	[0.294 0.434 0.272]	47	[ 0.038 -0.133  0.095]	True	-0.9845294238281231
6	['Pt', 'Pd', 'Au']	3	[0.328 0.413 0.258]	52	[ 0.051  0.01  -0.061]	True	-1.000533691406248
1	['Pt', 'Pd', 'Au']	4	[0.318 0.318 0.366]	53	[ 0.003 -0.047  0.044]	True	-1.0004505859374981
2	['Pt', 'Pd', 'Au']	4	[0.359 0.374 0.267]	61	[-0.056  0.154 -0.098]	True	-1.0309116015624982
3	['Pt', 'Pd', 'Au']	4	[0.152 0.391 0.457]	34	[-0.    -0.109  0.109]	False	-0.8860129492187483
4	['Pt', 'Pd', 'Au']	4	[0.21  0.272 0.518]	42	[ 0.127  0.02  -0.148]	False	-0.9387312109375019
5	['Pt', 'Pd', 'Au']	4	[0.278 0.529 0.193]	49	[-0.016  0.095 -0.079]	True	-0.9109471679687486
6	['Pt', 'Pd', 'Au']	4	[0.312 0.393 0.295]	61	[-0.016 -0.02   0.037]	True	-0.999887099609373
1	['Pt', 'Pd', 'Au']	5	[0.332 0.328 0.342]	53	[ 0.014  0.01  -0.024]	True	-0.9984365624999985
2	['Pt', 'Pd', 'Au']	5	[0.427 0.269 0.304]	69	[ 0.068 -0.105  0.037]	True	-1.0286314746093748
3	['Pt', 'Pd', 'Au']	5	[0.139 0.492 0.37 ]	35	[-0.013  0.101 -0.087]	True	-0.8218245996093733
4	['Pt', 'Pd', 'Au']	5	[0.131 0.244 0.625]	27	[-0.079 -0.028  0.107]	False	-0.7732384570312504
5	['Pt', 'Pd', 'Au']	5	[0.275 0.429 0.296]	47	[-0.003 -0.1    0.103]	True	-0.9806187402343737
6	['Pt', 'Pd', 'Au']	5	[0.32  0.414 0.266]	52	[ 0.008  0.021 -0.029]	True	-0.998326386718748
1	['Pt', 'Pd', 'Au']	6	[0.3   0.347 0.354]	46	[-0.032  0.019  0.012]	False	-0.9795960644531229
2	['Pt', 'Pd', 'Au']	6	[0.361 0.403 0.236]	52	[-0.066  0.134 -0.068]	True	-1.0244410546874985
3	['Pt', 'Pd', 'Au']	6	[0.163 0.346 0.492]	34	[ 0.024 -0.146  0.122]	True	-0.8987202636718737
4	['Pt', 'Pd', 'Au']	6	[0.199 0.32  0.481]	34	[ 0.068  0.076 -0.144]	True	-0.9742408007812488
5	['Pt', 'Pd', 'Au']	6	[0.298 0.483 0.219]	47	[ 0.023  0.054 -0.077]	True	-0.9543262597656236
6	['Pt', 'Pd', 'Au']	6	[0.308 0.398 0.294]	61	[-0.012 -0.016  0.028]	True	-0.999887099609373
1	['Pt', 'Pd', 'Au']	7	[0.302 0.345 0.355]	53	[ 0.002 -0.002  0.001]	True	-0.9848409765624979
2	['Pt', 'Pd', 'Au']	7	[0.438 0.289 0.273]	71	[ 0.077 -0.114  0.037]	False	-1.042546347656249
3	['Pt', 'Pd', 'Au']	7	[0.159 0.467 0.375]	35	[-0.004  0.121 -0.117]	True	-0.8933445019531234
4	['Pt', 'Pd', 'Au']	7	[0.181 0.247 0.572]	32	[-0.018 -0.073  0.091]	True	-0.9493774316406264
5	['Pt', 'Pd', 'Au']	7	[0.304 0.437 0.259]	52	[ 0.006 -0.046  0.04 ]	True	-0.9926260058593732
6	['Pt', 'Pd', 'Au']	7	[0.303 0.396 0.301]	53	[-0.005 -0.002  0.007]	True	-0.9931177050781232
1	['Pt', 'Pd', 'Au']	8	[0.347 0.302 0.353]	53	[ 0.045 -0.043 -0.002]	True	-1.0301701953124982
2	['Pt', 'Pd', 'Au']	8	[0.408 0.371 0.222]	64	[-0.03   0.082 -0.051]	True	-1.0114064355468737
3	['Pt', 'Pd', 'Au']	8	[0.231 0.307 0.463]	41	[ 0.072 -0.16   0.088]	False	-0.9694870410156244
4	['Pt', 'Pd', 'Au']	8	[0.224 0.303 0.474]	41	[ 0.043  0.056 -0.098]	False	-0.9695796289062494
5	['Pt', 'Pd', 'Au']	8	[0.284 0.45  0.266]	47	[-0.02   0.013  0.007]	True	-0.9787328710937486
6	['Pt', 'Pd', 'Au']	8	[0.315 0.387 0.298]	61	[ 0.012 -0.009 -0.003]	True	-0.9999115917968731
1	['Pt', 'Pd', 'Au']	9	[0.334 0.352 0.316]	53	[-0.013  0.05  -0.037]	True	-1.009250390624999
2	['Pt', 'Pd', 'Au']	9	[0.43  0.332 0.238]	64	[ 0.022 -0.039  0.016]	True	-1.0306761230468733
3	['Pt', 'Pd', 'Au']	9	[0.183 0.443 0.375]	35	[-0.048  0.136 -0.088]	True	-0.969097060546873
4	['Pt', 'Pd', 'Au']	9	[0.249 0.246 0.506]	42	[ 0.025 -0.057  0.032]	True	-0.943546201171877
5	['Pt', 'Pd', 'Au']	9	[0.283 0.436 0.281]	47	[-0.001 -0.014  0.015]	True	-0.9787572167968737
6	['Pt', 'Pd', 'Au']	9	[0.351 0.343 0.305]	53	[ 0.036 -0.044  0.007]	True	-1.0367252636718733
1	['Pt', 'Pd', 'Au']	10	[0.343 0.331 0.328]	53	[ 0.009 -0.021  0.012]	True	-1.0111877441406238
2	['Pt', 'Pd', 'Au']	10	[0.427 0.35  0.223]	64	[-0.003  0.018 -0.015]	True	-1.0152286914062492
3	['Pt', 'Pd', 'Au']	10	[0.232 0.313 0.456]	41	[ 0.049 -0.13   0.081]	True	-0.9698631738281245
4	['Pt', 'Pd', 'Au']	10	[0.235 0.295 0.471]	50	[-0.014  0.049 -0.035]	False	-0.9690844628906248
5	['Pt', 'Pd', 'Au']	10	[0.257 0.465 0.278]	47	[-0.026  0.029 -0.003]	True	-0.9782173730468741
6	['Pt', 'Pd', 'Au']	10	[0.309 0.373 0.317]	53	[-0.042  0.03   0.012]	True	-1.0010364453124978
1	['Pt', 'Pd', 'Au']	11	[0.367 0.333 0.302]	53	[ 0.024  0.002 -0.026]	True	-1.0367673046874983
2	['Pt', 'Pd', 'Au']	11	[0.409 0.352 0.239]	64	[-0.018  0.002  0.016]	True	-1.0299975585937484
3	['Pt', 'Pd', 'Au']	11	[0.161 0.435 0.405]	20	[-0.071  0.122 -0.051]	True	-0.8932751367187485
4	['Pt', 'Pd', 'Au']	11	[0.24  0.281 0.481]	50	[ 0.005 -0.014  0.01 ]	True	-0.9475607324218769
5	['Pt', 'Pd', 'Au']	11	[0.293 0.464 0.243]	47	[ 0.036 -0.001 -0.035]	True	-0.9818203027343733
6	['Pt', 'Pd', 'Au']	11	[0.345 0.375 0.279]	61	[ 0.036  0.002 -0.038]	True	-1.0126588281249993
1	['Pt', 'Pd', 'Au']	12	[0.33  0.355 0.318]	53	[-0.037  0.022  0.016]	True	-1.009317138671874
2	['Pt', 'Pd', 'Au']	12	[0.4   0.353 0.247]	64	[-0.009  0.001  0.008]	True	-1.0355706445312485
3	['Pt', 'Pd', 'Au']	12	[0.258 0.324 0.419]	41	[ 0.097 -0.111  0.014]	True	-0.976225156249999
4	['Pt', 'Pd', 'Au']	12	[0.241 0.299 0.462]	50	[ 0.001  0.018 -0.019]	True	-0.9700755078124994
5	['Pt', 'Pd', 'Au']	12	[0.275 0.422 0.303]	40	[-0.018 -0.042  0.06 ]	True	-0.9810845117187486
6	['Pt', 'Pd', 'Au']	12	[0.349 0.337 0.313]	53	[ 0.004 -0.038  0.034]	True	-1.0410396777343738
1	['Pt', 'Pd', 'Au']	13	[0.36  0.391 0.252]	61	[ 0.03   0.036 -0.066]	True	-1.0309116015624982
2	['Pt', 'Pd', 'Au']	13	[0.404 0.371 0.225]	64	[ 0.004  0.018 -0.022]	True	-1.0116411132812488
3	['Pt', 'Pd', 'Au']	13	[0.184 0.413 0.404]	20	[-0.074  0.089 -0.015]	True	-0.9683301269531229
4	['Pt', 'Pd', 'Au']	13	[0.224 0.316 0.462]	41	[-0.017  0.017 -0.   ]	True	-0.9698796289062495
5	['Pt', 'Pd', 'Au']	13	[0.305 0.438 0.257]	52	[ 0.03   0.016 -0.046]	True	-0.9926260058593732
6	['Pt', 'Pd', 'Au']	13	[0.352 0.355 0.292]	61	[ 0.003  0.018 -0.021]	True	-1.0365548730468732
1	['Pt', 'Pd', 'Au']	14	[0.319 0.345 0.34 ]	53	[-0.041 -0.046  0.088]	True	-0.9936550097656229
2	['Pt', 'Pd', 'Au']	14	[0.375 0.401 0.224]	52	[-0.029  0.03  -0.001]	True	-1.0116411132812488
3	['Pt', 'Pd', 'Au']	14	[0.238 0.32  0.443]	41	[ 0.054 -0.093  0.039]	True	-0.9678141796874994
4	['Pt', 'Pd', 'Au']	14	[0.23  0.292 0.48 ]	50	[ 0.006 -0.024  0.018]	True	-0.9664322167968747
5	['Pt', 'Pd', 'Au']	14	[0.279 0.432 0.289]	47	[-0.026 -0.006  0.032]	True	-0.9799255664062486
6	['Pt', 'Pd', 'Au']	14	[0.334 0.325 0.34 ]	53	[-0.018 -0.03   0.048]	True	-0.9990922460937485
