ID	Elements	Generation	Position	Velocity	Activity
1	['Pt', 'Pd', 'Au']	0	[0.5 0.5 0. ]	[-0.082 -0.082  0.163]	-0.9522690039062475
2	['Pt', 'Pd', 'Au']	0	[0.5 0.  0.5]	[-0.082  0.163 -0.082]	-0.8967525683593767
3	['Pt', 'Pd', 'Au']	0	[0.  0.5 0.5]	[ 0.163 -0.082 -0.082]	-0.2658889648437499
4	['Pt', 'Pd', 'Au']	0	[0.455 0.137 0.408]	[-0.101  0.161 -0.062]	-0.9766514746093735
5	['Pt', 'Pd', 'Au']	0	[0.314 0.426 0.261]	[ 0.032 -0.156  0.121]	-0.9983744921874985
6	['Pt', 'Pd', 'Au']	0	[0.321 0.379 0.3  ]	[ 0.041 -0.159  0.114]	-0.9968103027343735
1	['Pt', 'Pd', 'Au']	1	[0.356 0.348 0.296]	[ 0.072  0.076 -0.148]	-1.0319585742187485
2	['Pt', 'Pd', 'Au']	1	[0.4   0.192 0.408]	[ 0.05  -0.096  0.046]	-0.9835122070312489
3	['Pt', 'Pd', 'Au']	1	[0.023 0.465 0.512]	[ 0.023 -0.035  0.012]	-0.2721176367187499
4	['Pt', 'Pd', 'Au']	1	[0.269 0.437 0.296]	[ 0.093 -0.15   0.056]	-0.9850099902343744
5	['Pt', 'Pd', 'Au']	1	[0.283 0.573 0.145]	[-0.031  0.147 -0.116]	-0.8956684277343729
6	['Pt', 'Pd', 'Au']	1	[0.281 0.529 0.19 ]	[-0.04  0.15 -0.11]	-0.9179520996093732
1	['Pt', 'Pd', 'Au']	2	[0.262 0.279 0.459]	[-0.094 -0.069  0.163]	-0.9550069433593767
2	['Pt', 'Pd', 'Au']	2	[0.351 0.288 0.361]	[-0.049  0.096 -0.047]	-1.0125122558593733
3	['Pt', 'Pd', 'Au']	2	[0.184 0.362 0.454]	[ 0.161 -0.103 -0.058]	-0.9645644921874985
4	['Pt', 'Pd', 'Au']	2	[0.16  0.597 0.245]	[-0.109  0.16  -0.051]	-0.9081797460937475
5	['Pt', 'Pd', 'Au']	2	[0.327 0.415 0.259]	[ 0.044 -0.158  0.114]	-1.0020806738281234
6	['Pt', 'Pd', 'Au']	2	[0.295 0.429 0.276]	[ 0.014 -0.1    0.086]	-0.9909003027343739
1	['Pt', 'Pd', 'Au']	3	[0.345 0.356 0.299]	[ 0.083  0.077 -0.16 ]	-1.0194242089843744
2	['Pt', 'Pd', 'Au']	3	[0.41  0.172 0.418]	[ 0.059 -0.116  0.057]	-0.9798721093749984
3	['Pt', 'Pd', 'Au']	3	[0.036 0.458 0.506]	[-0.148  0.096  0.052]	-0.2873820214843749
4	['Pt', 'Pd', 'Au']	3	[0.268 0.437 0.297]	[ 0.108 -0.16   0.052]	-0.9854283789062495
5	['Pt', 'Pd', 'Au']	3	[0.285 0.564 0.151]	[-0.042  0.149 -0.108]	-0.8957793457031227
6	['Pt', 'Pd', 'Au']	3	[0.283 0.522 0.196]	[-0.012  0.093 -0.08 ]	-0.9208287988281233
1	['Pt', 'Pd', 'Au']	4	[0.358 0.209 0.434]	[ 0.013 -0.147  0.135]	-0.981794941406249
2	['Pt', 'Pd', 'Au']	4	[0.397 0.197 0.406]	[-0.013  0.025 -0.012]	-0.9824394726562489
3	['Pt', 'Pd', 'Au']	4	[0.189 0.43  0.381]	[ 0.153 -0.028 -0.125]	-0.9652884667968736
4	['Pt', 'Pd', 'Au']	4	[0.167 0.587 0.248]	[-0.101  0.15  -0.049]	-0.9148959082031228
